env,seed,cycle,anchor,metric,channel,Gtrain,GholdLR,GholdLR_lo,GholdLR_hi,Gsample,Gsample_lo,Gsample_hi,Gdet,Gdet_lo,Gdet_hi,T,T_lo,T_hi,L,L_lo,L_hi,K,K_lo,K_hi,mean_only,mean_only_lo,mean_only_hi,std_only,std_only_lo,std_only_hi,interaction,interaction_lo,interaction_hi,cost_intercept_sample,cost_intercept_det,inner_cost_over_budget,det_any_event
DiagReachK2,180,6,1,KL,shaped,3.5431965724474908,0.5307259575748916,0.21396611454586428,0.8132760129921146,0.5560109615325928,0.3348765268921852,0.7817695528268814,-0.6495317816734314,-0.663634991645813,-0.6355089858174324,3.012470614872599,2.729920559455376,3.3292304579016263,-0.02528500395770117,-0.28370586503901535,0.22561145419877995,1.205542802810669,0.9918581068515777,1.429910659790039,0.5350098609924316,0.30861900746822357,0.763578650355339,0.01637568697333336,0.0034720707219094036,0.03038240578025579,0.004625458270311356,-0.0022060075309127567,0.011306388746015718,,,,0.0
DiagReachK2,180,6,1,KL,raw,-0.36385860053281305,-0.31545942936843113,-0.3926901865577617,-0.23933335684536522,-0.3342602849006653,-0.3686932519078255,-0.29808689057827,-0.6495317816734314,-0.663634991645813,-0.6355089858174324,-0.048399171164381916,-0.12452524368744788,0.02883158602494867,0.01880085553223415,-0.052935669528529,0.09580262629387415,0.3152714967727661,0.2792177192866802,0.3530307292938232,-0.35517042875289917,-0.3876473121345043,-0.3206907853484154,0.022902946919202805,0.01789375822991133,0.028087916225194926,-0.001992877572774887,-0.0034654431976377962,-0.0006046763621270664,,,,0.0
DiagReachK2,180,6,1,KL,penalty,-3.9070551678028664,-0.8461854306060295,-1.1435869848616316,-0.5128762934429749,-0.8902711868286133,-1.1073882788419724,-0.671717931330204,0.0,0.0,0.0,-3.060869737196837,-3.3941788743598917,-2.763468182941235,0.044085756222583816,-0.2184165827063164,0.32052512916016246,-0.8902711868286133,-1.1073882788419724,-0.671717931330204,-0.8901801705360413,-1.1018812477588653,-0.6718514204025269,0.00652729906141758,-0.006527030910365284,0.019457862433046095,-0.006618378218263388,-0.013219418795779347,2.2605829872185325e-05,,,,0.0
DiagReachK2,180,6,1,KL,cost_0,-1.2631909135562287,-0.6422336081286506,-0.799014491548516,-0.4823499895873079,-0.5941699743270874,-0.6386525198817253,-0.552070450782776,-1.037579894065857,-1.0429956704378127,-1.031726250052452,-0.6209573054275781,-0.7808409239689208,-0.46417642200771275,-0.0480636338015632,-0.21226823853099558,0.11113725521656569,0.44340991973876953,0.3996709331870079,0.4850824072957039,-0.6035206913948059,-0.6473496273159981,-0.5623244121670724,0.009393958374857903,0.0058579010423272845,0.013331547938287254,-4.3323030695319176e-05,-0.0018791664391756059,0.0016755337361246347,1.030324935913086,0.346951961517334,0.7223954716725133,0.0
DiagReachK2,180,6,1,KL,cost_1,-0.9901724222589626,-0.39384392822295866,-0.561701587225982,-0.2476113214662491,-0.4991138279438019,-0.5599359974265099,-0.43548431247472774,-0.8118612766265869,-0.8174482941627502,-0.8065247386693954,-0.596328494036004,-0.7425611007927135,-0.42847083503298083,0.10526989972084322,-0.04406881276468907,0.24888788382893315,0.31274744868278503,0.25176930278539655,0.37427395060658436,-0.5096590518951416,-0.5675223290920257,-0.4486860044300557,0.029307719320058823,0.021966780070215464,0.037368417531251905,-0.018762623891234398,-0.02148650763556361,-0.01610499368980527,0.36059999465942383,-0.25059032440185547,0.6693455318065303,0.0
DiagReachK2,180,6,1,W2,shaped,3.4684051979268604,0.5168117060235424,0.2051519671744028,0.7935203217380453,0.5452748537063599,0.3307620003819466,0.7646664962172507,-0.6281684041023254,-0.6421337589621544,-0.6141080364584923,2.951593491903318,2.674884876188815,3.2632532307524578,-0.028463147682817436,-0.2825579149955416,0.21201705094469328,1.17344331741333,0.964689415693283,1.39296452999115,0.5250049233436584,0.30493036583065986,0.748989363014698,0.015082511119544506,0.002108835382387042,0.029049399262294166,0.0051872618496418,-0.0011576497927308083,0.011433555046096439,,,,0.0
DiagReachK2,180,6,1,W2,raw,-0.35542655689288943,-0.3090842200387129,-0.3846139099336181,-0.2328689576303333,-0.3277822434902191,-0.36167195737361907,-0.2931148670613766,-0.6281684041023254,-0.6421337589621544,-0.6141080364584923,-0.04634233685417655,-0.1225575992625562,0.029187353040728656,0.01869802345150623,-0.0516044168424998,0.09444413255960557,0.3003861606121063,0.26513547226786616,0.33746039122343063,-0.3471730947494507,-0.3791023187339306,-0.31381876915693285,0.021365610882639885,0.01640358231961727,0.026619373029097913,-0.0019746627658605576,-0.0033671585842967033,-0.0006259906105697177,,,,0.0
DiagReachK2,180,6,1,W2,penalty,-3.8238317482808952,-0.8258959687456869,-1.1152010012972295,-0.49665761010057613,-0.8730568289756775,-1.086999100446701,-0.660217659175396,0.0,0.0,0.0,-2.9979357795352084,-3.327174138180319,-2.708630746983666,0.04716086022999055,-0.20851368487785527,0.31944616384141633,-0.8730568289756775,-1.086999100446701,-0.660217659175396,-0.8721779584884644,-1.0806919455528259,-0.6598097771406174,0.006283152848482132,-0.007194562756922096,0.01890558484010398,-0.00716199167072773,-0.013042409345507622,-0.0010329043027013547,,,,0.0
DiagReachK2,180,6,1,W2,cost_0,-1.241963254834633,-0.6219861185664265,-0.7756398563136776,-0.46739069714120246,-0.579221248626709,-0.6233252346515655,-0.5374994143843651,-1.0129640102386475,-1.0183597534894944,-1.0071355044841765,-0.6199771362682066,-0.7745725576934307,-0.46632339852095556,-0.04276486993971751,-0.20348533744792488,0.11288087026129759,0.4337427616119385,0.3911652237176895,0.4745053350925445,-0.5882139205932617,-0.6310738116502762,-0.5472885921597481,0.009251337498426437,0.005800722888670862,0.012905620597302908,-0.00025889906100928783,-0.0019740115851163862,0.00137211550027132,1.030324935913086,0.346951961517334,0.7259334147927792,0.0
DiagReachK2,180,6,1,W2,cost_1,-0.9646473304850371,-0.385732004254175,-0.5498962446760197,-0.24476543405160545,-0.4899848401546478,-0.5492297649383545,-0.42668100595474245,-0.7880392074584961,-0.7934217855334282,-0.7829654395580292,-0.5789153262308622,-0.7198818964334318,-0.4147510858090175,0.10425283590047285,-0.041140820961321996,0.24382110755249253,0.29805436730384827,0.23869070410728455,0.35983749628067,-0.4999901056289673,-0.5556558415293693,-0.4396534286439419,0.028183430433273315,0.020832037134096027,0.0360941887833178,-0.018178019672632217,-0.02090046713128686,-0.015622119512408973,0.36059999465942383,-0.25059032440185547,0.6735997137688513,0.0
DiagReachK2,180,12,2,KL,shaped,0.7818992890256766,-0.18957305087053358,-0.44441323618958734,0.02983405779483215,-0.2559153735637665,-0.37298547849059105,-0.1430194757878781,-0.06926388293504715,-0.08721208740025758,-0.05426015313714746,0.9714723398962102,0.7520652312308445,1.2263125252152638,0.0663423226932329,-0.16484377993889576,0.336045852756745,-0.18665149807929993,-0.30923170074820516,-0.07593625374138357,-0.325599730014801,-0.44430305287241934,-0.20729116648435592,0.08228471130132675,0.06748186070472002,0.09912040978670117,-0.012600405141711235,-0.019456399045884608,-0.006622600555419923,,,,0.59375
DiagReachK2,180,12,2,KL,raw,0.7842907096464055,0.2340791210811048,0.15578047000597162,0.3223207428788029,0.23246288299560547,0.19754936173558235,0.27213180586695673,-0.0036556273698806763,-0.006169428676366806,-0.0013246759772300722,0.5502115885653007,0.4619699667676025,0.6285102396404337,0.001616238085499322,-0.07770846715073361,0.08840149229597094,0.23611851036548615,0.20070639438927174,0.275788389891386,0.17650669813156128,0.1467025727033615,0.21040825024247167,0.05529151111841202,0.0478091417811811,0.06337751001119614,0.0006647389382123947,-0.0012524695135653018,0.002506543416529894,,,,0.59375
DiagReachK2,180,12,2,KL,penalty,0.0023913997871153224,0.4236521602628028,0.1915331818523342,0.6629002514393292,0.48837846517562866,0.3928938195109367,0.5874237000942231,0.06560825556516647,0.05218236763030291,0.08164642099291085,-0.42126076047568745,-0.6605088516522141,-0.18914178206521895,-0.06472630491282588,-0.34451988581280857,0.17350778588024357,0.4227702021598816,0.3267694763839245,0.5273079544305801,0.5021064877510071,0.40440780445933344,0.6072314411401749,-0.026993239298462868,-0.04675888055935502,-0.010744444350712024,0.01326515432447195,0.006952911755070091,0.020221723103895785,,,,0.59375
DiagReachK2,180,12,2,KL,cost_0,0.41276580922714723,0.14680608099278095,0.005282373152684957,0.3018516722314457,0.1601141095161438,0.14566607177257537,0.17447524107992649,0.15681274235248566,0.15457536689937115,0.15892745964229107,0.2659597282343663,0.11091413699570149,0.4074834360744622,-0.013308028523362853,-0.16066268698047723,0.14539230625861865,0.003301367163658142,-0.011857649683952332,0.017799650132656088,0.12312182039022446,0.11159742027521133,0.13489914499223232,0.03498668596148491,0.025071105593815445,0.045746419578790665,0.002005599671974778,9.017148986458783e-05,0.004032023902982473,-0.9819364547729492,-1.4631586074829102,0.7771926436704262,0.59375
DiagReachK2,180,12,2,KL,cost_1,1.1700023610135784,0.6579122145294247,0.5223212219327161,0.8170639371367799,0.49474745988845825,0.4655641995370388,0.5255701065063476,0.5775367021560669,0.5746838226914406,0.5802151665091515,0.5120901464841536,0.3529384238767984,0.6476811390808622,0.16316475464096647,0.02829680413291942,0.33180376348180796,-0.08278924226760864,-0.11183556392788888,-0.051416747272014646,0.45940065383911133,0.4325096994638443,0.48805628195405004,0.026547398418188095,0.016801461670547725,0.03595471177250146,0.00879922229796648,0.006199649581685662,0.011447481764480471,-0.47119951248168945,-1.0844602584838867,0.9216263923171638,0.59375
DiagReachK2,180,12,2,W2,shaped,0.8581236365364011,-0.2367308219114824,-0.5338680285395399,0.03148092664236064,-0.3033715784549713,-0.4361651547253132,-0.17316152639687063,-0.14135709404945374,-0.16702520698308945,-0.12090772204101088,1.0948544584478834,0.8266427098940405,1.3919916650759407,0.06664075654348892,-0.2057155171037966,0.3808951373629588,-0.16201448440551758,-0.30600287243723867,-0.03430348969995976,-0.3846210837364197,-0.5251101538538933,-0.25042644999921326,0.09806334972381592,0.08090674392879009,0.11659548636525864,-0.016813896596431732,-0.02488666884601116,-0.009134439565241338,,,,0.84375
DiagReachK2,180,12,2,W2,raw,0.871984175631213,0.2634789766259438,0.17154723810479797,0.36356924107093047,0.25905942916870117,0.2206806518137455,0.30275607481598854,-0.013910055160522461,-0.016575631126761435,-0.011461791023612023,0.6085051990052692,0.5084149345602824,0.7004369375264151,0.004419547457242601,-0.0849927923331149,0.10434393615669393,0.27296948432922363,0.23330524563789368,0.3173980057239532,0.19269081950187683,0.16014346480369568,0.22941871248185633,0.06543441861867905,0.05693540442734957,0.0747222762554884,0.0009342413395643234,-0.0013574616983532905,0.003120714239776133,,,,0.84375
DiagReachK2,180,12,2,W2,penalty,0.013860513769378474,0.5002097836956153,0.23168274392659086,0.7962523274607735,0.5624309778213501,0.4533458538353443,0.6782558947801589,0.1274470090866089,0.10928241685032844,0.1511451683938503,-0.48634926992623684,-0.7823918136913951,-0.21782223015721247,-0.06222119412573479,-0.3810839212999681,0.21488326511950886,0.4349839687347412,0.3225542947649956,0.5565279364585876,0.5773118734359741,0.46155516505241395,0.6993159458041192,-0.032628849148750305,-0.05471245115622878,-0.013969125482253734,0.017748093232512474,0.010220497380942106,0.02549799093976616,,,,0.84375
DiagReachK2,180,12,2,W2,cost_0,0.463770522477022,0.1590331229316757,-0.001059763195830497,0.33407057027181464,0.17294970154762268,0.15767340920865536,0.18912842907011507,0.1706385314464569,0.16840918809175492,0.1727434903383255,0.3047373995453463,0.1296999522052073,0.4648302856728525,-0.013916578615946973,-0.17890476974939115,0.16141030106094587,0.0023111701011657715,-0.013659628108143806,0.01891258507966995,0.12854896485805511,0.11638235263526439,0.14074872881174086,0.0410892628133297,0.029682360077276825,0.05392352938652038,0.003311504377052188,0.0009961935691535472,0.005576008092612027,-0.9819364547729492,-1.4631586074829102,0.785693429212072,0.84375
DiagReachK2,180,12,2,W2,cost_1,1.3170509955062422,0.7585843038674183,0.6081874856953402,0.9387903570869156,0.5677511692047119,0.53624237626791,0.6012861013412475,0.6785449981689453,0.6755653768777847,0.6812831535935402,0.5584666916388239,0.3782606384193265,0.708863509810902,0.19083313466270635,0.04032455248836021,0.3787655615905719,-0.1107938289642334,-0.14227954149246216,-0.07594723254442218,0.5274437665939331,0.4987217724323273,0.5589398071169853,0.029338283464312553,0.01864066277630627,0.0396031618118286,0.01096922717988491,0.007924899645149707,0.014040194964036344,-0.47119951248168945,-1.0844602584838867,0.9461344980659411,0.84375
DiagReachK2,180,18,3,KL,shaped,2.4743805154610365,0.390740832186069,-0.045728681302162746,0.9002530801529548,0.23823101818561554,0.08411930855363607,0.41789783164858807,-0.08163373172283173,-0.09200138133019209,-0.07264999467879533,2.0836396832749675,1.5741274353080819,2.520109196763199,0.15250981400045344,-0.250712043198511,0.5877979384831297,0.31986474990844727,0.16910788491368295,0.49566819593310346,0.2505316138267517,0.11504066530615091,0.41534184366464616,-0.008753417059779167,-0.037431223783642054,0.020094597525894632,-0.003547125495970249,-0.025352463778108358,0.013479517051018774,,,,0.3828125
DiagReachK2,180,18,3,KL,raw,0.036245399049162574,0.03741723836498882,-0.03972070960904559,0.11684912653935882,0.05017631873488426,0.019350038003176452,0.08526782989501952,-0.053224533796310425,-0.057131878472864626,-0.04981163367629051,-0.001171839315826248,-0.08060372749019631,0.07596610865820816,-0.01275908036989544,-0.0792569876417589,0.05910659761102439,0.10340085625648499,0.07149663288146257,0.13949711322784422,0.07333829253911972,0.036332139372825624,0.11364016570150852,-0.012846296653151512,-0.025267943693324923,-0.002948425430804493,-0.010315684601664543,-0.013692329823970794,-0.006949591403827071,,,,0.3828125
DiagReachK2,180,18,3,KL,penalty,-2.438134975671481,-0.3533236048057229,-0.8609375734743249,0.0873920898211525,-0.18805471062660217,-0.37034143283963206,-0.014247367088682978,0.02840917930006981,0.020483408216387035,0.037744487076997756,-2.0848113708657583,-2.525527065492634,-1.5771974021971567,-0.16526889417912072,-0.6016769062755539,0.24842621288974007,-0.21646389365196228,-0.3961919374763966,-0.04723776262253527,-0.177193284034729,-0.33910069763660433,-0.025493526877835477,-0.004092853982001543,-0.03219993487000465,0.0208501448854804,-0.006768585182726383,-0.02351779444143176,0.015061483718454834,,,,0.3828125
DiagReachK2,180,18,3,KL,cost_0,0.19868012102685362,0.23933074408944063,0.11023412827997453,0.38114636155001763,0.18221060931682587,0.1507973451167345,0.21354181952774523,0.23935943841934204,0.23605655133724213,0.24267264269292355,-0.040650623062587016,-0.18246624052316407,0.08844599274687888,0.05712013477261477,-0.07510906528941708,0.20113182145206557,-0.057148829102516174,-0.08927222676575183,-0.026069757714867636,0.20224566757678986,0.17489699684083462,0.23348422199487687,-0.009709321893751621,-0.01869910382665694,-0.001208275964017958,-0.010325770825147629,-0.012751201330684126,-0.008315749000757936,0.5065350532531738,-0.23596811294555664,0.9470529884633786,0.3828125
