env,seed,metric,combo,inner_reward,outer_reward,job,cycle,source,accepted,effective_update,selection_flip,acceptance_flip,actual_score,raw_selection,shaped_selection,reward_key,solver_active,solver_accepted,solver_recovery,actor_reward_target,actor_gain,actor_target_return,critic_shaped_return,Jhat,predicted_cost,seconds
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,5,old,True,False,False,False,"[9.201410293579102, 8.838663101196289, 8.620041847229004]","[[9.201410293579102, 5.1593122482299805, 5.254547119140625], [8.838663101196289, 5.3282318115234375, 4.186551094055176], [8.620041847229004, 4.304675102233887, 4.8430495262146]]","[[9.201410293579102, 5.1593122482299805, 5.254547119140625], [8.838663101196289, 5.3282318115234375, 4.186551094055176], [8.620041847229004, 4.304675102233887, 4.8430495262146]]",shaped,True,True,False,shaped,1.167796143333894,5.269641876220703,5.269641876220703,"[4.106780052185059, 4.595884323120117]","[3.934896560548926, 3.7641405625857924]",0.401106595993042
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,6,old,True,False,False,False,"[9.135034561157227, 8.534683227539062, 7.857580184936523]","[[9.135034561157227, 5.260902404785156, 5.132749557495117], [8.534683227539062, 4.244991779327393, 4.354039192199707], [7.857580184936523, 3.434735059738159, 4.20610237121582]]","[[9.135034561157227, 5.260902404785156, 5.132749557495117], [8.534683227539062, 4.244991779327393, 4.354039192199707], [7.857580184936523, 3.434735059738159, 4.20610237121582]]",shaped,True,True,False,shaped,3.543196665552704,5.185116767883301,5.185116767883301,"[5.597563743591309, 5.0062456130981445]","[4.33437284484855, 4.016073190839181]",0.42545580863952637
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,7,joint_KL,True,True,False,False,"[9.191088676452637, 9.221415519714355, 8.985333442687988]","[[9.191088676452637, 5.283365726470947, 5.237455368041992], [9.221415519714355, 5.731815338134766, 5.423174858093262], [9.182392120361328, 6.2281718254089355, 5.049198150634766]]","[[9.191088676452637, 5.283365726470947, 5.237455368041992], [9.221415519714355, 5.731815338134766, 5.423174858093262], [8.985333442687988, 6.2281718254089355, 5.049198150634766]]",shaped,True,True,False,shaped,0.9426165264963329,5.879448890686035,5.879448890686035,"[3.940136671066284, 4.472141265869141]","[4.611146049625861, 4.119832549215742]",0.3899853229522705
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,8,old,True,False,False,False,"[9.24870491027832, 9.053998947143555, 8.710810661315918]","[[9.24870491027832, 5.573421478271484, 5.38642692565918], [9.053998947143555, 4.698727607727051, 5.546099662780762], [8.710810661315918, 4.7914838790893555, 4.645021438598633]]","[[9.24870491027832, 5.573421478271484, 5.38642692565918], [9.053998947143555, 4.698727607727051, 5.546099662780762], [8.710810661315918, 4.7914838790893555, 4.645021438598633]]",shaped,True,True,False,shaped,0.7457385025835601,6.279603004455566,6.279603004455566,"[4.708289623260498, 4.234912872314453]","[3.9713908284127974, 4.14318001895462]",0.45847511291503906
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,9,old,True,False,False,False,"[9.221043586730957, 9.188962936401367, 8.836631774902344]","[[9.221043586730957, 5.743844985961914, 5.494553089141846], [9.215986251831055, 5.899755477905273, 5.376375198364258], [8.836631774902344, 5.5139994621276855, 4.065706729888916]]","[[9.221043586730957, 5.743844985961914, 5.494553089141846], [9.188962936401367, 5.899755477905273, 5.376375198364258], [8.836631774902344, 5.5139994621276855, 4.065706729888916]]",shaped,True,True,False,shaped,0.6790853048069337,6.527679443359375,6.527679443359375,"[5.575467586517334, 5.126607418060303]","[5.747787267275291, 4.567408879934271]",0.39125514030456543
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,10,old,True,False,False,False,"[9.241447448730469, 9.167913436889648, 8.411550521850586]","[[9.241447448730469, 5.6731953620910645, 5.444008827209473], [9.172757148742676, 5.857767105102539, 4.89554500579834], [8.411550521850586, 4.133099555969238, 4.500844478607178]]","[[9.241447448730469, 5.6731953620910645, 5.444008827209473], [9.167913436889648, 5.857767105102539, 4.89554500579834], [8.411550521850586, 4.133099555969238, 4.500844478607178]]",shaped,True,True,False,shaped,1.0836345848364488,5.002663612365723,5.002663612365723,"[5.527050971984863, 4.417552947998047]","[5.688166798371281, 3.7991204720132665]",0.39641833305358887
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,11,old,True,False,False,False,"[9.216997146606445, 9.079619407653809, 8.777271270751953]","[[9.216997146606445, 5.629751205444336, 5.428431987762451], [9.079619407653809, 5.247350692749023, 5.106053829193115], [8.842520713806152, 4.61171817779541, 6.030694961547852]]","[[9.216997146606445, 5.629751205444336, 5.428431987762451], [9.079619407653809, 5.247350692749023, 5.106053829193115], [8.777271270751953, 4.61171817779541, 6.030694961547852]]",shaped,True,True,False,shaped,1.6076461703029863,5.302848815917969,5.302848815917969,"[4.945609092712402, 3.937485933303833]","[3.870105677859133, 3.8997686891923093]",0.4126608371734619
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,12,old,False,False,False,False,"[9.238866806030273, 9.13613510131836, 8.327617645263672]","[[9.249431610107422, 5.806173324584961, 5.461043834686279], [9.237272262573242, 5.961280822753906, 6.036203384399414], [9.566367149353027, 6.94138240814209, 5.642575263977051]]","[[9.238866806030273, 5.806173324584961, 5.461043834686279], [9.13613510131836, 5.961280822753906, 6.036203384399414], [8.327617645263672, 6.94138240814209, 5.642575263977051]]",shaped,True,True,False,shaped,0.7818992401771003,6.327776908874512,6.327776908874512,"[4.25039005279541, 4.359755992889404]","[4.663155859572525, 5.529758353902983]",0.4285547733306885
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,13,old,True,False,False,False,"[9.17835521697998, 9.113652229309082, 8.66817855834961]","[[9.17835521697998, 5.681642532348633, 5.373508453369141], [9.113652229309082, 5.619200706481934, 4.5509934425354], [8.66817855834961, 5.182254314422607, 3.7870993614196777]]","[[9.17835521697998, 5.681642532348633, 5.373508453369141], [9.113652229309082, 5.619200706481934, 4.5509934425354], [8.66817855834961, 5.182254314422607, 3.7870993614196777]]",shaped,True,True,False,shaped,1.613860195548634,5.6617302894592285,5.6617302894592285,"[4.565127372741699, 5.141995906829834]","[4.528150343207536, 4.13167270719956]",0.4272637367248535
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,14,old,True,False,False,False,"[9.224308967590332, 9.03250789642334, 9.103750228881836]","[[9.224308967590332, 5.646661758422852, 5.42322301864624], [9.03250789642334, 5.53773307800293, 5.001768589019775], [9.103750228881836, 5.50120210647583, 4.818759918212891]]","[[9.224308967590332, 5.646661758422852, 5.42322301864624], [9.03250789642334, 5.53773307800293, 5.001768589019775], [9.103750228881836, 5.50120210647583, 4.818759918212891]]",shaped,True,True,False,shaped,0.9517332712183654,5.700984001159668,5.700984001159668,"[4.46700382232666, 4.461730003356934]","[4.29254861515155, 4.072163870980954]",0.40895676612854004
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,15,old,True,False,False,False,"[9.215964317321777, 9.257251739501953, 8.642831802368164]","[[9.215964317321777, 5.678926467895508, 5.431445598602295], [9.295178413391113, 5.886664390563965, 5.190886974334717], [9.110770225524902, 6.502158164978027, 4.878244400024414]]","[[9.215964317321777, 5.678926467895508, 5.431445598602295], [9.257251739501953, 5.886664390563965, 5.190886974334717], [8.642831802368164, 6.502158164978027, 4.878244400024414]]",shaped,True,True,False,shaped,0.9129624119388723,6.607638359069824,6.607638359069824,"[4.6802473068237305, 4.8878984451293945]","[5.240309411482844, 4.628305676279142]",0.3770570755004883
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,16,old,True,False,False,False,"[9.215597152709961, 9.10806655883789, 8.593153953552246]","[[9.215597152709961, 5.701188564300537, 5.540077209472656], [9.10806655883789, 5.729853630065918, 5.520016670227051], [8.593153953552246, 4.925903797149658, 4.1157965660095215]]","[[9.215597152709961, 5.701188564300537, 5.540077209472656], [9.10806655883789, 5.729853630065918, 5.520016670227051], [8.593153953552246, 4.925903797149658, 4.1157965660095215]]",shaped,True,True,False,shaped,1.2368527674858858,5.167037010192871,5.167037010192871,"[6.109203338623047, 4.955704689025879]","[5.783057642955555, 4.216937262659864]",0.40407419204711914
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,17,old,True,False,False,False,"[9.178544044494629, 8.810480117797852, 7.875882148742676]","[[9.178544044494629, 5.5766706466674805, 5.396781921386719], [8.810480117797852, 4.733682155609131, 4.723183631896973], [7.875882148742676, 3.593775749206543, 3.819547176361084]]","[[9.178544044494629, 5.5766706466674805, 5.396781921386719], [8.810480117797852, 4.733682155609131, 4.723183631896973], [7.875882148742676, 3.593775749206543, 3.819547176361084]]",shaped,True,True,False,shaped,3.1603099419275322,3.3479137420654297,3.3479137420654297,"[5.945372581481934, 5.032425880432129]","[4.539402378359912, 4.130793178978893]",0.6167893409729004
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,18,old,True,False,False,False,"[9.20803165435791, 9.15312385559082, 8.767946243286133]","[[9.20803165435791, 5.615609169006348, 5.444738864898682], [9.15312385559082, 5.851984024047852, 5.289972305297852], [8.767946243286133, 4.752866268157959, 4.435127258300781]]","[[9.20803165435791, 5.615609169006348, 5.444738864898682], [9.15312385559082, 5.851984024047852, 5.289972305297852], [8.767946243286133, 4.752866268157959, 4.435127258300781]]",shaped,True,True,False,shaped,2.4743805911750014,5.495395660400391,5.495395660400391,"[5.483637809753418, 5.193979740142822]","[5.682317987257775, 4.596620425763971]",0.502894401550293
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,19,old,True,False,False,False,"[9.23380184173584, 9.08381462097168, 8.459859848022461]","[[9.23380184173584, 5.737137317657471, 5.435739994049072], [9.08381462097168, 4.916775703430176, 5.372317314147949], [8.459859848022461, 4.1856231689453125, 4.920037746429443]]","[[9.23380184173584, 5.737137317657471, 5.435739994049072], [9.08381462097168, 4.916775703430176, 5.372317314147949], [8.459859848022461, 4.1856231689453125, 4.920037746429443]]",shaped,True,True,False,shaped,2.154213178479335,5.784389495849609,5.784389495849609,"[4.427603721618652, 5.087618827819824]","[3.752718832123049, 5.42202085954221]",0.48230791091918945
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,20,old,True,False,False,False,"[9.239278793334961, 8.833126068115234, 8.737191200256348]","[[9.239278793334961, 5.898730278015137, 5.563119411468506], [8.833126068115234, 4.907723903656006, 5.569458961486816], [8.737191200256348, 4.656001091003418, 5.265524387359619]]","[[9.239278793334961, 5.898730278015137, 5.563119411468506], [8.833126068115234, 4.907723903656006, 5.569458961486816], [8.737191200256348, 4.656001091003418, 5.265524387359619]]",shaped,True,True,False,shaped,1.7212867597123331,5.632596492767334,5.632596492767334,"[4.994189262390137, 4.594077110290527]","[3.836897277961284, 4.745905732818409]",0.42014408111572266
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,21,joint_KL,True,True,False,False,"[9.187557220458984, 9.258662223815918, 8.022107124328613]","[[9.187557220458984, 5.520676612854004, 5.395729064941406], [9.258662223815918, 5.0037736892700195, 5.652700424194336], [8.022107124328613, 4.357065677642822, 3.3700222969055176]]","[[9.187557220458984, 5.520676612854004, 5.395729064941406], [9.258662223815918, 5.0037736892700195, 5.652700424194336], [8.022107124328613, 4.357065677642822, 3.3700222969055176]]",shaped,True,True,False,shaped,1.6677448781152724,5.551815032958984,5.551815032958984,"[4.985427379608154, 4.989104747772217]","[4.3292505129869365, 4.484532862099415]",0.4520905017852783
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,22,old,True,False,False,False,"[9.253982543945312, 8.868234634399414, 8.099925994873047]","[[9.253982543945312, 5.240847110748291, 5.568142414093018], [8.868234634399414, 4.275973320007324, 5.844154357910156], [8.099925994873047, 3.4392762184143066, 4.8141984939575195]]","[[9.253982543945312, 5.240847110748291, 5.568142414093018], [8.868234634399414, 4.275973320007324, 5.844154357910156], [8.099925994873047, 3.4392762184143066, 4.8141984939575195]]",shaped,True,True,False,shaped,1.3328608461595715,5.61077356338501,5.61077356338501,"[4.844663143157959, 5.353098392486572]","[3.4880497435455875, 5.716227845304933]",0.4307370185852051
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,23,joint_KL,False,False,False,False,"[9.253280639648438, 9.260907173156738, 9.121829986572266]","[[9.253280639648438, 5.061566352844238, 5.6020283699035645], [9.260907173156738, 5.450260639190674, 5.692005157470703], [9.121829986572266, 5.262143135070801, 5.346334457397461]]","[[9.253280639648438, 5.061566352844238, 5.6020283699035645], [9.260907173156738, 5.450260639190674, 5.692005157470703], [9.121829986572266, 5.262143135070801, 5.346334457397461]]",shaped,True,True,False,shaped,1.0014095154479257,5.840948581695557,5.840948581695557,"[4.788668632507324, 4.573681354522705]","[4.783821928394992, 4.680418543232975]",0.3918461799621582
DiagReachK2,180,KL,SS,shaped,shaped,development_DiagReachK2_s180_KL_SS,24,old,True,False,False,False,"[9.258336067199707, 9.233076095581055, 8.970436096191406]","[[9.258336067199707, 5.0803422927856445, 5.6597900390625], [9.233076095581055, 5.679074764251709, 5.319995880126953], [8.970436096191406, 4.918757438659668, 4.814236164093018]]","[[9.258336067199707, 5.0803422927856445, 5.6597900390625], [9.233076095581055, 5.679074764251709, 5.319995880126953], [8.970436096191406, 4.918757438659668, 4.814236164093018]]",shaped,True,True,False,shaped,0.9880108467574298,6.050549507141113,6.050549507141113,"[4.7911882400512695, 5.404141902923584]","[5.356446267246689, 5.064394577237758]",0.42074036598205566
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,0,full_PPO,True,True,False,False,"[2.1314003467559814, 3.4481003284454346, 5.548655986785889]","[[2.1314003467559814, 0.0, 0.19113659858703613], [3.4481003284454346, 0.0, 0.9961106777191162], [5.548655986785889, 1.0490580797195435, 1.9056885242462158]]","[[2.1314003467559814, 0.0, 0.19113659858703613], [3.4481003284454346, 0.0, 0.9961106777191162], [5.548655986785889, 1.0490580797195435, 1.9056885242462158]]",raw,True,True,False,raw,1.5493446385310965,3.224186658859253,3.074333667755127,"[1.5594117641448975, 1.6262317895889282]","[2.3615473038647146, 2.8197524254492317]",0.3966047763824463
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,1,full_PPO,True,True,False,False,"[5.618382930755615, 6.626189231872559, 7.875162601470947]","[[5.618382930755615, 1.150360345840454, 2.022132158279419], [6.626189231872559, 2.0320329666137695, 3.054436445236206], [7.875162601470947, 4.241504192352295, 3.0675501823425293]]","[[5.618382930755615, 1.150360345840454, 2.022132158279419], [6.626189231872559, 2.0320329666137695, 3.054436445236206], [7.875162601470947, 4.241504192352295, 3.0675501823425293]]",raw,True,True,False,raw,1.3871694201048421,4.680874824523926,4.047889709472656,"[2.284193515777588, 2.948697566986084]","[3.0361489849996603, 4.092024652379038]",0.727257251739502
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,2,joint_W2,True,True,False,False,"[7.904262542724609, 8.371315002441406, 7.599959373474121]","[[7.904262542724609, 4.444488048553467, 3.0698299407958984], [8.371315002441406, 5.337108612060547, 3.848688840866089], [7.599959373474121, 6.049600601196289, 1.9405285120010376]]","[[7.904262542724609, 4.444488048553467, 3.0698299407958984], [8.371315002441406, 5.337108612060547, 3.848688840866089], [7.558281898498535, 6.049600601196289, 1.9405285120010376]]",raw,True,True,False,raw,0.729706047236917,6.959209442138672,5.112235069274902,"[4.29714298248291, 4.123237609863281]","[4.812912498951148, 4.930735821718454]",0.6761367321014404
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,3,old,True,False,False,False,"[8.447877883911133, 9.178927421569824, 7.664894104003906]","[[8.447877883911133, 5.279938220977783, 3.8891477584838867], [9.178927421569824, 6.170398235321045, 4.941377639770508], [7.664894104003906, 4.923978805541992, 2.5289270877838135]]","[[8.447877883911133, 5.279938220977783, 3.8891477584838867], [8.992608070373535, 6.170398235321045, 4.941377639770508], [7.664894104003906, 4.923978805541992, 2.5289270877838135]]",raw,True,True,False,raw,0.8056214217424966,6.7747392654418945,4.685643196105957,"[4.745936393737793, 3.6437766551971436]","[5.265409022722574, 4.840225776178811]",0.6711745262145996
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,4,full_PPO,True,True,False,False,"[8.385951042175293, 8.714662551879883, 8.819430351257324]","[[8.385951042175293, 5.250097751617432, 3.837059497833252], [8.714662551879883, 6.210423469543457, 4.207517147064209], [8.819430351257324, 4.843909740447998, 5.278632164001465]]","[[8.385951042175293, 5.250097751617432, 3.837059497833252], [8.513884544372559, 6.210423469543457, 4.207517147064209], [8.819430351257324, 4.843909740447998, 5.278632164001465]]",raw,True,True,False,raw,0.9099362907969996,7.193785190582275,6.209305286407471,"[4.807812690734863, 3.9527945518493652]","[5.851296601103245, 4.552824546628929]",0.6325666904449463
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,5,joint_W2,True,True,False,False,"[8.881855964660645, 9.131216049194336, 8.512592315673828]","[[8.881855964660645, 4.806636810302734, 5.337039470672607], [9.131216049194336, 5.123630523681641, 5.629721641540527], [8.512592315673828, 5.449652671813965, 4.034862041473389]]","[[8.881855964660645, 4.806636810302734, 5.337039470672607], [9.131216049194336, 5.123630523681641, 5.629721641540527], [8.512592315673828, 5.449652671813965, 4.034862041473389]]",raw,True,True,False,raw,0.7599943436800936,7.711129188537598,6.235257148742676,"[4.865182399749756, 5.429282188415527]","[5.551184072934434, 5.710588818396926]",0.6656699180603027
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,6,joint_W2,True,True,False,False,"[9.085851669311523, 9.358508110046387, 8.513497352600098]","[[9.085851669311523, 5.230005264282227, 5.519742965698242], [9.358508110046387, 5.756303787231445, 5.628434658050537], [8.513497352600098, 5.781182289123535, 4.044388294219971]]","[[9.085851669311523, 5.230005264282227, 5.519742965698242], [9.358508110046387, 5.756303787231445, 5.628434658050537], [8.513497352600098, 5.781182289123535, 4.044388294219971]]",raw,True,True,False,raw,0.7483959814446692,7.462502956390381,6.020386219024658,"[4.374697208404541, 5.501251697540283]","[5.2869121125218115, 5.999999972918296]",0.6656131744384766
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,7,old,True,False,False,False,"[9.395344734191895, 9.729883193969727, 8.444255828857422]","[[9.395344734191895, 5.760760307312012, 5.72275447845459], [9.729883193969727, 6.546361923217773, 6.224469184875488], [8.444255828857422, 5.806026458740234, 3.669074058532715]]","[[9.395344734191895, 5.760760307312012, 5.72275447845459], [8.881050109863281, 6.546361923217773, 6.224469184875488], [8.444255828857422, 5.806026458740234, 3.669074058532715]]",raw,True,True,False,raw,0.49264424663007056,7.194816589355469,5.115269184112549,"[4.665863990783691, 4.687808513641357]","[5.747642076762741, 5.443716355429819]",0.6555562019348145
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,8,old,True,False,False,False,"[9.3394193649292, 9.63664436340332, 8.518847465515137]","[[9.3394193649292, 5.618631362915039, 5.705996513366699], [9.63664436340332, 6.363162040710449, 5.767761707305908], [8.518847465515137, 5.457561492919922, 3.887371778488159]]","[[9.3394193649292, 5.618631362915039, 5.705996513366699], [9.2788667678833, 6.363162040710449, 5.767761707305908], [8.518847465515137, 5.457561492919922, 3.887371778488159]]",raw,True,True,False,raw,0.6319342827418376,7.5650763511657715,6.17583703994751,"[4.878581523895264, 4.703843593597412]","[5.610395525882453, 4.667714226830504]",0.4559195041656494
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,9,old,True,False,False,False,"[9.354803085327148, 9.428258895874023, 8.307619094848633]","[[9.354803085327148, 5.757718086242676, 5.771081924438477], [9.428258895874023, 6.406803131103516, 5.750185966491699], [8.307619094848633, 4.8415913581848145, 4.046061038970947]]","[[9.354803085327148, 5.757718086242676, 5.771081924438477], [9.045188903808594, 6.406803131103516, 5.750185966491699], [8.307619094848633, 4.8415913581848145, 4.046061038970947]]",raw,True,True,False,raw,0.49037918445642986,7.967170715332031,6.106083393096924,"[5.637534141540527, 5.372464179992676]","[5.962332130704718, 5.7129547667112535]",0.3827219009399414
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,10,old,True,False,False,False,"[9.400638580322266, 9.65890884399414, 8.464649200439453]","[[9.400638580322266, 5.703586578369141, 5.729930400848389], [9.65890884399414, 5.709593296051025, 6.719394683837891], [8.464649200439453, 4.465310573577881, 4.6596269607543945]]","[[9.400638580322266, 5.703586578369141, 5.729930400848389], [8.244234085083008, 5.709593296051025, 6.719394683837891], [8.464649200439453, 4.465310573577881, 4.6596269607543945]]",raw,True,True,False,raw,0.4293071183724561,7.7015838623046875,4.831557273864746,"[5.5973381996154785, 4.732541561126709]","[5.8345985679746795, 5.877406251214584]",0.39902806282043457
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,11,old,True,False,False,False,"[9.388967514038086, 9.65311050415039, 8.788954734802246]","[[9.388967514038086, 5.662783622741699, 5.753826141357422], [9.65311050415039, 6.047851085662842, 5.891847133636475], [8.788954734802246, 4.431591987609863, 5.737681865692139]]","[[9.388967514038086, 5.662783622741699, 5.753826141357422], [9.571028709411621, 6.047851085662842, 5.891847133636475], [8.788954734802246, 4.431591987609863, 5.737681865692139]]",raw,True,True,False,raw,0.6197113621914218,7.282965183258057,5.494643211364746,"[5.1105122566223145, 4.255265712738037]","[6.000000050554897, 4.161548832293458]",0.38762331008911133
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,12,full_PPO,True,True,False,False,"[9.38231086730957, 9.643861770629883, 8.738113403320312]","[[9.38231086730957, 5.823273658752441, 5.751789093017578], [9.643861770629883, 6.056807041168213, 6.271670341491699], [8.738113403320312, 4.360064506530762, 5.820201873779297]]","[[9.372596740722656, 5.823273658752441, 5.751789093017578], [9.264204978942871, 6.056807041168213, 6.271670341491699], [8.738113403320312, 4.360064506530762, 5.820201873779297]]",raw,True,True,False,raw,0.4063263205182186,7.4382829666137695,4.454461097717285,"[5.97182035446167, 4.289567470550537]","[6.000000326015321, 4.97861813915626]",0.36304354667663574
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,13,full_PPO,True,True,False,False,"[8.70977783203125, 9.207341194152832, 9.193645477294922]","[[8.70977783203125, 4.255440711975098, 5.742285251617432], [9.207341194152832, 4.959061622619629, 5.980413436889648], [9.193645477294922, 5.466574668884277, 5.138689994812012]]","[[8.70977783203125, 4.255440711975098, 5.742285251617432], [9.177189826965332, 4.959061622619629, 5.980413436889648], [9.193645477294922, 5.466574668884277, 5.138689994812012]]",raw,True,True,False,raw,0.7945874392225675,7.111387729644775,5.556429862976074,"[4.012096881866455, 5.265655517578125]","[4.959619441568089, 5.63800175609211]",0.3762965202331543
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,14,old,True,False,False,False,"[9.13643741607666, 9.287947654724121, 8.182095527648926]","[[9.13643741607666, 5.428520202636719, 5.207082271575928], [9.287947654724121, 6.222914218902588, 5.2170867919921875], [8.182095527648926, 5.975170135498047, 2.8458099365234375]]","[[9.13643741607666, 5.428520202636719, 5.207082271575928], [9.10218620300293, 6.222914218902588, 5.2170867919921875], [8.151412963867188, 5.975170135498047, 2.8458099365234375]]",raw,True,True,False,raw,0.5571939441273243,7.420228481292725,5.516788482666016,"[4.565279960632324, 5.528870105743408]","[5.277685275647187, 5.99999999127885]",0.35877132415771484
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,15,old,True,False,False,False,"[9.187677383422852, 9.614130020141602, 8.273538589477539]","[[9.187677383422852, 5.461141109466553, 5.200674533843994], [9.614130020141602, 6.439545631408691, 5.760115146636963], [8.273538589477539, 4.853703498840332, 3.5482566356658936]]","[[9.187677383422852, 5.461141109466553, 5.200674533843994], [9.190116882324219, 6.439545631408691, 5.760115146636963], [8.273538589477539, 4.853703498840332, 3.5482566356658936]]",raw,True,True,False,raw,0.6032176894078852,7.0317888259887695,5.9371232986450195,"[4.879927635192871, 4.0638861656188965]","[6.000000093630856, 4.366346484277931]",0.3554813861846924
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,16,old,True,False,False,False,"[9.220252990722656, 9.373798370361328, 9.262130737304688]","[[9.220252990722656, 5.466233253479004, 5.291159629821777], [9.373798370361328, 6.42620849609375, 5.4898858070373535], [9.262130737304688, 6.064755916595459, 5.106457233428955]]","[[9.220252990722656, 5.466233253479004, 5.291159629821777], [8.97728157043457, 6.42620849609375, 5.4898858070373535], [9.164277076721191, 6.064755916595459, 5.106457233428955]]",raw,True,True,False,raw,0.4618601037246105,7.246273040771484,6.430418491363525,"[5.010398864746094, 4.04401159286499]","[5.716194338985834, 4.173372972420447]",0.3901405334472656
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,17,joint_W2,False,False,False,False,"[9.1363525390625, 9.447137832641602, 8.597665786743164]","[[9.1363525390625, 5.369501113891602, 5.183040618896484], [9.447137832641602, 5.817022800445557, 5.622258186340332], [8.597665786743164, 5.398125171661377, 3.9679017066955566]]","[[9.1363525390625, 5.369501113891602, 5.183040618896484], [9.447137832641602, 5.817022800445557, 5.622258186340332], [8.597665786743164, 5.398125171661377, 3.9679017066955566]]",raw,True,True,False,raw,0.8503141046276699,7.237908363342285,5.753656387329102,"[4.809986114501953, 4.532004356384277]","[5.567488346283104, 5.2689502315070715]",0.41111111640930176
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,18,old,True,False,False,False,"[9.155908584594727, 9.482109069824219, 9.276952743530273]","[[9.155908584594727, 5.403560161590576, 5.220477104187012], [9.482109069824219, 6.3245930671691895, 5.556334972381592], [9.276952743530273, 6.200190544128418, 5.287333965301514]]","[[9.155908584594727, 5.403560161590576, 5.220477104187012], [9.211614608764648, 6.3245930671691895, 5.556334972381592], [9.110127449035645, 6.200190544128418, 5.287333965301514]]",raw,True,True,False,raw,0.9637138957508562,6.965141296386719,6.157608985900879,"[4.512304306030273, 4.858432769775391]","[5.940579763948563, 5.027882506524444]",0.40796852111816406
DiagReachK2,180,W2,RR,raw,raw,development_DiagReachK2_s180_W2_RR,19,joint_W2,True,True,False,False,"[9.178901672363281, 9.2122220993042, 7.799524784088135]","[[9.178901672363281, 5.515011310577393, 5.190408229827881], [9.2122220993042, 5.469548225402832, 5.488371849060059], [7.799524784088135, 3.739616870880127, 3.638350486755371]]","[[9.178901672363281, 5.515011310577393, 5.190408229827881], [9.2122220993042, 5.469548225402832, 5.488371849060059], [7.799524784088135, 3.739616870880127, 3.638350486755371]]",raw,True,True,False,raw,0.44427010879271867,7.5093994140625,5.569948673248291,"[5.67138671875, 4.065797805786133]","[5.649874674658236, 4.301632611320678]",0.43213701248168945
