env,seed,metric,combo,inner_reward,outer_reward,job,cycle,source,accepted,effective_update,selection_flip,acceptance_flip,actual_score,raw_selection,shaped_selection,reward_key,solver_active,solver_accepted,solver_recovery,actor_reward_target,actor_gain,actor_target_return,critic_shaped_return,Jhat,predicted_cost,seconds
DiagReachK2,180,KL,RR,raw,raw,development_DiagReachK2_s180_KL_RR,23,old,True,False,False,False,"[9.298357963562012, 9.607046127319336, 8.587655067443848]","[[9.298357963562012, 5.738079071044922, 5.537793159484863], [9.607046127319336, 5.773154258728027, 6.368324279785156], [8.587655067443848, 5.268267631530762, 4.082108020782471]]","[[9.298357963562012, 5.738079071044922, 5.537793159484863], [9.092167854309082, 5.773154258728027, 6.368324279785156], [8.587655067443848, 5.268267631530762, 4.082108020782471]]",raw,True,True,False,raw,0.5540732468402868,7.788397789001465,6.299782752990723,"[5.460052490234375, 4.5988359451293945]","[5.551743352258737, 5.268718320543715]",0.41459226608276367
DiagReachK2,180,KL,RR,raw,raw,development_DiagReachK2_s180_KL_RR,24,old,True,False,False,False,"[9.289590835571289, 9.589193344116211, 9.310035705566406]","[[9.289590835571289, 5.714460372924805, 5.577166557312012], [9.589193344116211, 6.260147571563721, 5.847158432006836], [9.310035705566406, 5.098721027374268, 6.399406909942627]]","[[9.289590835571289, 5.714460372924805, 5.577166557312012], [9.372403144836426, 6.260147571563721, 5.847158432006836], [8.707734107971191, 5.098721027374268, 6.399406909942627]]",raw,True,True,False,raw,0.5699119840718355,7.421159267425537,5.824585914611816,"[5.123624324798584, 4.356767654418945]","[5.6593418546270495, 4.769405406342093]",0.4925694465637207
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,0,full_PPO,True,True,False,False,"[2.1314003467559814, 3.5338494777679443, 5.548655986785889]","[[2.1314003467559814, 0.0, 0.19113659858703613], [3.5338494777679443, 0.0, 1.169518232345581], [5.548655986785889, 1.0490580797195435, 1.9056885242462158]]","[[2.1314003467559814, 0.0, 0.19113659858703613], [3.5338494777679443, 0.0, 1.169518232345581], [5.548655986785889, 1.0490580797195435, 1.9056885242462158]]",shaped,True,True,False,raw,1.57807394586843,3.224186658859253,3.074333667755127,"[1.5594117641448975, 1.6262317895889282]","[2.441122927558964, 3.0300598439641857]",0.39954400062561035
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,1,full_PPO,True,True,False,False,"[5.618382930755615, 6.698660373687744, 7.875162601470947]","[[5.618382930755615, 1.150360345840454, 2.022132158279419], [6.698660373687744, 1.9654217958450317, 3.3411688804626465], [7.875162601470947, 4.241504192352295, 3.0675501823425293]]","[[5.618382930755615, 1.150360345840454, 2.022132158279419], [6.698660373687744, 1.9654217958450317, 3.3411688804626465], [7.875162601470947, 4.241504192352295, 3.0675501823425293]]",shaped,True,True,False,raw,1.4701351178950173,4.680874824523926,4.047889709472656,"[2.284193515777588, 2.948697566986084]","[2.990726423531795, 4.386774952577547]",0.42677879333496094
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,2,joint_KL,True,True,False,False,"[7.904262542724609, 8.360395431518555, 7.558281898498535]","[[7.904262542724609, 4.444488048553467, 3.0698299407958984], [8.360395431518555, 5.342527389526367, 3.8136465549468994], [7.599959373474121, 6.049600601196289, 1.9405285120010376]]","[[7.904262542724609, 4.444488048553467, 3.0698299407958984], [8.360395431518555, 5.342527389526367, 3.8136465549468994], [7.558281898498535, 6.049600601196289, 1.9405285120010376]]",shaped,True,True,False,raw,0.7336638419527114,6.959209442138672,5.112235069274902,"[4.29714298248291, 4.123237609863281]","[4.802838819201796, 4.8489685066064645]",0.3982551097869873
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,3,old,True,False,False,False,"[8.437740325927734, 9.053592681884766, 7.640172481536865]","[[8.437740325927734, 5.287437438964844, 3.8560733795166016], [9.235678672790527, 6.1650495529174805, 5.037529468536377], [7.640172481536865, 4.901705265045166, 2.4827804565429688]]","[[8.437740325927734, 5.287437438964844, 3.8560733795166016], [9.053592681884766, 6.1650495529174805, 5.037529468536377], [7.640172481536865, 4.901705265045166, 2.4827804565429688]]",shaped,True,True,False,raw,0.8614417264734578,6.774983882904053,4.708712577819824,"[4.751657962799072, 3.633235454559326]","[5.279479314943587, 4.94881129543692]",0.385296106338501
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,4,full_PPO,True,True,False,False,"[8.37458324432373, 8.643409729003906, 8.868101119995117]","[[8.37458324432373, 5.25484561920166, 3.8025834560394287], [8.758342742919922, 6.073588848114014, 4.253000736236572], [8.868101119995117, 4.898122787475586, 5.31489896774292]]","[[8.37458324432373, 5.25484561920166, 3.8025834560394287], [8.643409729003906, 6.073588848114014, 4.253000736236572], [8.868101119995117, 4.898122787475586, 5.31489896774292]]",shaped,True,True,False,raw,0.9465595383379787,7.19119930267334,6.235495567321777,"[4.814908027648926, 3.9323456287384033]","[5.875132153571819, 4.517422726925307]",0.38508009910583496
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,5,joint_KL,True,True,False,False,"[8.931562423706055, 9.11448860168457, 8.590104103088379]","[[8.931562423706055, 4.863943099975586, 5.3738555908203125], [9.11448860168457, 5.239334583282471, 5.487246990203857], [8.590104103088379, 5.564264297485352, 4.106980800628662]]","[[8.931562423706055, 4.863943099975586, 5.3738555908203125], [9.11448860168457, 5.239334583282471, 5.487246990203857], [8.590104103088379, 5.564264297485352, 4.106980800628662]]",shaped,True,True,False,raw,0.6637270264078339,7.736767768859863,6.236229419708252,"[4.899538993835449, 5.459930896759033]","[5.532290566970541, 5.626449975400648]",0.3850409984588623
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,6,joint_KL,True,True,False,False,"[9.062065124511719, 9.29668140411377, 8.497206687927246]","[[9.062065124511719, 5.344557285308838, 5.377368927001953], [9.29668140411377, 5.815634250640869, 5.454437255859375], [8.497206687927246, 5.839854717254639, 3.971602439880371]]","[[9.062065124511719, 5.344557285308838, 5.377368927001953], [9.29668140411377, 5.815634250640869, 5.454437255859375], [8.497206687927246, 5.839854717254639, 3.971602439880371]]",shaped,True,True,False,raw,0.7356995275939612,7.470458984375,6.03506326675415,"[4.454282760620117, 5.434600830078125]","[5.463142042834232, 5.999999863894988]",0.3883531093597412
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,7,old,True,False,False,False,"[9.332533836364746, 8.850687980651855, 8.41222095489502]","[[9.332533836364746, 5.8215131759643555, 5.547057151794434], [9.749671936035156, 6.64768123626709, 6.157099723815918], [8.41222095489502, 5.882072448730469, 3.5152361392974854]]","[[9.332533836364746, 5.8215131759643555, 5.547057151794434], [8.850687980651855, 6.64768123626709, 6.157099723815918], [8.41222095489502, 5.882072448730469, 3.5152361392974854]]",shaped,True,True,False,raw,0.5442185837062995,7.166508674621582,5.163478851318359,"[4.679139137268066, 4.589844226837158]","[5.927115118587531, 5.4408747638946675]",0.3658013343811035
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,8,old,True,False,False,False,"[9.27713394165039, 9.033145904541016, 8.359668731689453]","[[9.27713394165039, 5.683107376098633, 5.529839992523193], [9.629679679870605, 6.534368515014648, 5.658031940460205], [8.359668731689453, 5.154882431030273, 3.7704129219055176]]","[[9.27713394165039, 5.683107376098633, 5.529839992523193], [9.033145904541016, 6.534368515014648, 5.658031940460205], [8.359668731689453, 5.154882431030273, 3.7704129219055176]]",shaped,True,True,False,raw,0.5873830889750111,7.5341033935546875,6.224155902862549,"[4.906558036804199, 4.592716693878174]","[5.685113335268494, 4.717623860714493]",0.5196263790130615
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,9,full_PPO,False,False,False,False,"[9.292394638061523, 8.82291030883789, 8.292078971862793]","[[9.293103218078613, 5.819711685180664, 5.593699932098389], [9.43338680267334, 6.555449485778809, 5.61903190612793], [8.292078971862793, 4.9525675773620605, 3.9628915786743164]]","[[9.292394638061523, 5.819711685180664, 5.593699932098389], [8.82291030883789, 6.555449485778809, 5.61903190612793], [8.292078971862793, 4.9525675773620605, 3.9628915786743164]]",shaped,True,True,False,raw,0.49462363640915896,7.943235874176025,6.2079925537109375,"[5.667994499206543, 5.2624077796936035]","[6.000000064827807, 5.651000610007288]",0.383685827255249
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,10,old,True,False,False,False,"[9.33858871459961, 8.222673416137695, 8.261372566223145]","[[9.33858871459961, 5.765387535095215, 5.5549516677856445], [9.681035995483398, 5.809168815612793, 6.734738349914551], [8.261372566223145, 4.200229644775391, 4.539470672607422]]","[[9.33858871459961, 5.765387535095215, 5.5549516677856445], [8.222673416137695, 5.809168815612793, 6.734738349914551], [8.261372566223145, 4.200229644775391, 4.539470672607422]]",shaped,True,True,False,raw,0.5365909495888626,7.665257453918457,4.942870140075684,"[5.605969429016113, 4.622321128845215]","[5.999999892132522, 5.999999995925189]",0.3634307384490967
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,11,old,True,False,False,False,"[9.326419830322266, 9.511377334594727, 8.811002731323242]","[[9.326419830322266, 5.7271647453308105, 5.57744026184082], [9.586271286010742, 6.052206039428711, 5.653933048248291], [8.811002731323242, 4.618716239929199, 5.681983470916748]]","[[9.326419830322266, 5.7271647453308105, 5.57744026184082], [9.511377334594727, 6.052206039428711, 5.653933048248291], [8.811002731323242, 4.618716239929199, 5.681983470916748]]",shaped,True,True,False,raw,0.6257474495129166,7.25336217880249,5.542137145996094,"[5.107234954833984, 4.149816036224365]","[5.999999775767037, 4.142673338546506]",0.35509395599365234
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,12,old,False,False,False,False,"[9.298956871032715, 8.888711929321289, 7.7918596267700195]","[[9.319694519042969, 5.8828935623168945, 5.574786186218262], [9.690910339355469, 6.474775314331055, 6.221740245819092], [9.660274505615234, 7.1900248527526855, 5.995645046234131]]","[[9.298956871032715, 5.8828935623168945, 5.574786186218262], [8.888711929321289, 6.474775314331055, 6.221740245819092], [7.7918596267700195, 7.1900248527526855, 5.995645046234131]]",shaped,True,True,False,raw,0.5236424696683912,7.076846122741699,6.497319221496582,"[4.671038627624512, 3.9820396900177]","[5.1752057218293865, 4.833432415053957]",0.3711578845977783
DiagReachK2,180,KL,RS,raw,shaped,development_DiagReachK2_s180_KL_RS,13,old,True,False,False,False,"[9.351259231567383, 9.114585876464844, 8.792587280273438]","[[9.351259231567383, 5.779389381408691, 5.508490562438965], [9.553935050964355, 6.423057556152344, 5.696956157684326], [8.792587280273438, 5.07021427154541, 4.7601704597473145]]","[[9.351259231567383, 5.779389381408691, 5.508490562438965], [9.114585876464844, 6.423057556152344, 5.696956157684326], [8.792587280273438, 5.07021427154541, 4.7601704597473145]]",shaped,True,True,False,raw,0.3519721677776478,7.715363502502441,5.6349687576293945,"[5.228935241699219, 5.4068756103515625]","[6.0000000882059865, 5.257048456190179]",0.3853895664215088
