seed,slack,n,reward,hard_k,hard_rate,hard_cp95,soft_cost,soft_mean_feasible,soft_episode_exceedance,file,sha256,no_feasible_frac
1,0.0,208,13.65656250992602,0,0.0,0.01429933829614204,26.375,False,0.3317307692307692,remote/outputs/CG2_fdpi_lp_m0.78sched_r2_s1_slack0.json,118d4d2a18c9d14ad8fe30e9a41b305dc4f1ab38038c3033edd95880977d881a,1.0
1,0.001,208,15.250265695769992,1,0.004807692307692308,0.022602809884572944,25.365384615384617,False,0.34134615384615385,remote/outputs/CG2_fdpi_lp_m0.78sched_r2_s1_slack0.001.json,10cb5f49dc43406dbca3c15e31a1e1b461390b81080d346f86a4c392bf8e1cd0,1.0
1,0.005,208,16.902322515308004,3,0.014423076923076924,0.03685314107507797,24.53846153846154,True,0.39903846153846156,remote/outputs/CG2_fdpi_lp_m0.78sched_r2_s1_slack0.005.json,aaac89ff536d122cdb0b1e4167d1257cf6cf2f8fd015e7adcb746b0ed3519bfb,1.0
2,0.0,208,11.436414802348194,0,0.0,0.01429933829614204,19.8125,True,0.2403846153846154,remote/outputs/CG2_fdpi_lp_m0.78sched_r2_s2_slack0.json,3df2ed48f0dd217402cf7119931931938c30600fc34893a2561caa52bd0fc09f,0.9999951923076923
2,0.001,208,11.75742535687245,2,0.009615384615384616,0.029957186624602162,20.322115384615383,True,0.2980769230769231,remote/outputs/CG2_fdpi_lp_m0.78sched_r2_s2_slack0.001.json,0488fdd5ee46ff5bd11061e47b621afce087ab7ab05a4f2c388dba95863b486a,1.0
2,0.005,208,12.796112521146405,4,0.019230769230769232,0.043464334368695096,17.504807692307693,True,0.2980769230769231,remote/outputs/CG2_fdpi_lp_m0.78sched_r2_s2_slack0.005.json,6e0aba1bcb756a6eda015aba0e7d408f469f2194119d18330cb96abcad673cb1,0.9999951923076923
