id,task,arm,seed,host,status,live,observed_steps,training_reward,training_cost,reward_mean,cost_mean,final_artifact_audit,error
SafetyAntButton0-v0__safeot_eps0.1__s1,SafetyAntButton0-v0,safeot_eps0.1,1,30109,training,True,1460000,10.466893252012452,0.0,,,,
SafetyAntButton1-v0__safeot_eps0.1__s1,SafetyAntButton1-v0,safeot_eps0.1,1,5090,training,True,980000,-0.054330865379820466,5.42,,,,
SafetyAntButton2-v0__safeot_eps0.1__s1,SafetyAntButton2-v0,safeot_eps0.1,1,aliyun,training,True,780000,-0.1413286284102217,4.2,,,,
SafetyAntCircle0-v0__safeot_eps0.1__s1,SafetyAntCircle0-v0,safeot_eps0.1,1,30109,training,True,1280000,2.428600081998049,0.0,,,,
SafetyAntCircle1-v0__safeot_eps0.1__s1,SafetyAntCircle1-v0,safeot_eps0.1,1,5090,training,True,1200000,0.015947341783598395,5.08,,,,
SafetyAntCircle2-v0__safeot_eps0.1__s1,SafetyAntCircle2-v0,safeot_eps0.1,1,aliyun,training,True,960000,0.035605743732199206,1.86,,,,
SafetyAntGoal0-v0__safeot_eps0.1__s1,SafetyAntGoal0-v0,safeot_eps0.1,1,30109,training,True,1280000,1.671495660890607,0.0,,,,
SafetyAntGoal1-v0__safeot_eps0.1__s1,SafetyAntGoal1-v0,safeot_eps0.1,1,5090,training,True,1900000,6.349020085598545,18.74,,,,
SafetyAntGoal2-v0__safeot_eps0.1__s1,SafetyAntGoal2-v0,safeot_eps0.1,1,aliyun,training,True,960000,-0.008869206046213511,8.64,,,,
SafetyAntPush0-v0__safeot_eps0.1__s1,SafetyAntPush0-v0,safeot_eps0.1,1,30109,training,True,1000000,-0.7480545599483317,0.0,,,,
SafetyAntPush1-v0__safeot_eps0.1__s1,SafetyAntPush1-v0,safeot_eps0.1,1,5090,complete,False,2000000,-0.37568428902978335,19.76,0.008903547909792317,0.0,passed,
SafetyAntPush2-v0__safeot_eps0.1__s1,SafetyAntPush2-v0,safeot_eps0.1,1,aliyun,training,True,1620000,-0.4703358873929025,27.62,,,,
SafetyAntRun0-v0__safeot_eps0.1__s1,SafetyAntRun0-v0,safeot_eps0.1,1,30109,training,True,660000,2.8119156294938876,5.3,,,,
SafetyAntVelocity-v0__safeot_eps0.1__s1,SafetyAntVelocity-v0,safeot_eps0.1,1,5090,complete,False,2000000,2470.6166308057545,37.1,2756.4674853774814,12.33974358974359,passed,
SafetyAntVelocity-v1__safeot_eps0.1__s1,SafetyAntVelocity-v1,safeot_eps0.1,1,aliyun,complete,False,2000000,2780.8520029444,28.22,2956.8372479826326,13.51602564102564,passed,
SafetyCarButton0-v0__safeot_eps0.1__s1,SafetyCarButton0-v0,safeot_eps0.1,1,30109,training,True,1800000,17.420506088256037,0.0,,,,
SafetyCarButton1-v0__safeot_eps0.1__s1,SafetyCarButton1-v0,safeot_eps0.1,1,5090,complete,False,2000000,-0.7828470567640948,35.32,-7.296017999759845,24.682692307692307,passed,
SafetyCarButton2-v0__safeot_eps0.1__s1,SafetyCarButton2-v0,safeot_eps0.1,1,aliyun,evaluating,True,2000000,0.12273119509128999,42.36,,,,
SafetyCarCircle0-v0__safeot_eps0.1__s1,SafetyCarCircle0-v0,safeot_eps0.1,1,30109,training,True,1760000,19.231825065655045,0.0,,,,
SafetyCarCircle1-v0__safeot_eps0.1__s1,SafetyCarCircle1-v0,safeot_eps0.1,1,5090,complete,False,2000000,15.78747187120654,22.4,16.970188046003578,64.01923076923077,passed,
SafetyCarCircle2-v0__safeot_eps0.1__s1,SafetyCarCircle2-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,15.129687172100029,22.32,15.560720167350155,44.63782051282051,passed,
SafetyCarGoal0-v0__safeot_eps0.1__s1,SafetyCarGoal0-v0,safeot_eps0.1,1,30109,complete,False,2000000,38.58176601864118,0.0,38.20281048853454,0.0,passed,
SafetyCarGoal1-v0__safeot_eps0.1__s1,SafetyCarGoal1-v0,safeot_eps0.1,1,5090,complete,False,2000000,20.5905279583229,32.9,8.748295371858072,25.78525641025641,passed,
SafetyCarGoal2-v0__safeot_eps0.1__s1,SafetyCarGoal2-v0,safeot_eps0.1,1,aliyun,evaluating,True,2000000,2.393433853379613,27.16,,,,
SafetyCarPush0-v0__safeot_eps0.1__s1,SafetyCarPush0-v0,safeot_eps0.1,1,30109,training,True,1940000,-0.23326060588348188,0.0,,,,
SafetyCarPush1-v0__safeot_eps0.1__s1,SafetyCarPush1-v0,safeot_eps0.1,1,5090,complete,False,2000000,0.4065211640178205,25.54,0.3662853556278318,38.36217948717949,passed,
SafetyCarPush2-v0__safeot_eps0.1__s1,SafetyCarPush2-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,0.5493773321693477,43.92,0.2773202345103402,69.69551282051282,passed,
SafetyCarRun0-v0__safeot_eps0.1__s1,SafetyCarRun0-v0,safeot_eps0.1,1,30109,training,True,1920000,165.96343924344197,118.6,,,,
SafetyDoggoButton0-v0__safeot_eps0.1__s1,SafetyDoggoButton0-v0,safeot_eps0.1,1,5090,complete,False,2000000,3.7003661776487995,0.0,0.8512571614324624,0.0,passed,
SafetyDoggoButton1-v0__safeot_eps0.1__s1,SafetyDoggoButton1-v0,safeot_eps0.1,1,aliyun,training,True,1900000,0.361527972538118,37.1,,,,
SafetyDoggoButton2-v0__safeot_eps0.1__s1,SafetyDoggoButton2-v0,safeot_eps0.1,1,30109,training,True,900000,0.8611342953119299,58.7,,,,
SafetyDoggoCircle0-v0__safeot_eps0.1__s1,SafetyDoggoCircle0-v0,safeot_eps0.1,1,5090,complete,False,2000000,6.114874200405777,0.0,8.935302836288255,0.0,passed,
SafetyDoggoCircle1-v0__safeot_eps0.1__s1,SafetyDoggoCircle1-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,2.26782684172225,27.7,1.8990988068496542,70.01282051282051,passed,
SafetyDoggoCircle2-v0__safeot_eps0.1__s1,SafetyDoggoCircle2-v0,safeot_eps0.1,1,30109,training,True,1480000,2.414352412825256,14.08,,,,
SafetyDoggoGoal0-v0__safeot_eps0.1__s1,SafetyDoggoGoal0-v0,safeot_eps0.1,1,5090,complete,False,2000000,7.148887545496999,0.0,2.153214486778723,0.0,passed,
SafetyDoggoGoal1-v0__safeot_eps0.1__s1,SafetyDoggoGoal1-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,0.5349670027244355,11.4,0.03178772368397382,0.0,passed,
SafetyDoggoGoal2-v0__safeot_eps0.1__s1,SafetyDoggoGoal2-v0,safeot_eps0.1,1,30109,training,True,980000,0.31893689815657394,12.76,,,,
SafetyDoggoPush0-v0__safeot_eps0.1__s1,SafetyDoggoPush0-v0,safeot_eps0.1,1,5090,pending,False,0,,,,,,
SafetyDoggoPush1-v0__safeot_eps0.1__s1,SafetyDoggoPush1-v0,safeot_eps0.1,1,aliyun,evaluating,True,2000000,0.5581644108611349,9.22,,,,
SafetyDoggoPush2-v0__safeot_eps0.1__s1,SafetyDoggoPush2-v0,safeot_eps0.1,1,30109,training,True,1220000,0.5376927818146718,11.5,,,,
SafetyDoggoRun0-v0__safeot_eps0.1__s1,SafetyDoggoRun0-v0,safeot_eps0.1,1,5090,pending,False,0,,,,,,
SafetyHalfCheetahVelocity-v0__safeot_eps0.1__s1,SafetyHalfCheetahVelocity-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,1402.8877040160216,6.18,1528.9470530408398,3.4166666666666665,passed,
SafetyHalfCheetahVelocity-v1__safeot_eps0.1__s1,SafetyHalfCheetahVelocity-v1,safeot_eps0.1,1,30109,complete,False,2000000,1435.915330958728,18.08,1533.0016843775027,25.791666666666668,passed,
SafetyHopperVelocity-v0__safeot_eps0.1__s1,SafetyHopperVelocity-v0,safeot_eps0.1,1,5090,pending,False,0,,,,,,
SafetyHopperVelocity-v1__safeot_eps0.1__s1,SafetyHopperVelocity-v1,safeot_eps0.1,1,aliyun,complete,False,2000000,334.0482773537614,9.2,380.6148148909526,17.137820512820515,passed,
SafetyHumanoidVelocity-v0__safeot_eps0.1__s1,SafetyHumanoidVelocity-v0,safeot_eps0.1,1,30109,complete,False,2000000,646.377375658527,0.18,770.9401351345674,0.038461538461538464,passed,
SafetyHumanoidVelocity-v1__safeot_eps0.1__s1,SafetyHumanoidVelocity-v1,safeot_eps0.1,1,5090,training,True,1120000,515.8861699032137,0.66,,,,
SafetyPointButton0-v0__safeot_eps0.1__s1,SafetyPointButton0-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,35.55258854981602,0.0,35.35282587619102,0.0,passed,
SafetyPointButton1-v0__safeot_eps0.1__s1,SafetyPointButton1-v0,safeot_eps0.1,1,30109,training,True,1540000,4.805213132659427,16.6,,,,
SafetyPointButton2-v0__safeot_eps0.1__s1,SafetyPointButton2-v0,safeot_eps0.1,1,5090,complete,False,2000000,3.3854667376059977,24.32,3.9928610548066104,37.169871794871796,passed,
SafetyPointCircle0-v0__safeot_eps0.1__s1,SafetyPointCircle0-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,51.43727957349499,0.0,52.109515187015504,0.0,passed,
SafetyPointCircle1-v0__safeot_eps0.1__s1,SafetyPointCircle1-v0,safeot_eps0.1,1,30109,complete,False,2000000,45.871768131390226,18.16,45.1791365919618,3.753205128205128,passed,
SafetyPointCircle2-v0__safeot_eps0.1__s1,SafetyPointCircle2-v0,safeot_eps0.1,1,5090,training,True,1200000,42.046341114203805,11.86,,,,
SafetyPointGoal0-v0__safeot_eps0.1__s1,SafetyPointGoal0-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,27.219423336327495,0.0,27.109958392053503,0.0,passed,
SafetyPointGoal1-v0__safeot_eps0.1__s1,SafetyPointGoal1-v0,safeot_eps0.1,1,30109,pending,False,0,,,,,,
SafetyPointGoal2-v0__safeot_eps0.1__s1,SafetyPointGoal2-v0,safeot_eps0.1,1,5090,training,True,1720000,1.6005057006120174,43.44,,,,
SafetyPointPush0-v0__safeot_eps0.1__s1,SafetyPointPush0-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,0.41628464745814037,0.0,0.3764729706254676,0.0,passed,
SafetyPointPush1-v0__safeot_eps0.1__s1,SafetyPointPush1-v0,safeot_eps0.1,1,30109,pending,False,0,,,,,,
SafetyPointPush2-v0__safeot_eps0.1__s1,SafetyPointPush2-v0,safeot_eps0.1,1,5090,complete,False,2000000,0.4557876195735629,23.38,0.3879526331368146,28.025641025641026,passed,
SafetyPointRun0-v0__safeot_eps0.1__s1,SafetyPointRun0-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,168.0423827477725,163.58,145.75538591928793,296.20512820512823,passed,
SafetyRacecarButton0-v0__safeot_eps0.1__s1,SafetyRacecarButton0-v0,safeot_eps0.1,1,30109,pending,False,0,,,,,,
SafetyRacecarButton1-v0__safeot_eps0.1__s1,SafetyRacecarButton1-v0,safeot_eps0.1,1,5090,training,True,1520000,-0.9081053112597753,47.84,,,,
SafetyRacecarButton2-v0__safeot_eps0.1__s1,SafetyRacecarButton2-v0,safeot_eps0.1,1,aliyun,training,True,1420000,-0.804742773088027,20.54,,,,
SafetyRacecarCircle0-v0__safeot_eps0.1__s1,SafetyRacecarCircle0-v0,safeot_eps0.1,1,30109,pending,False,0,,,,,,
SafetyRacecarCircle1-v0__safeot_eps0.1__s1,SafetyRacecarCircle1-v0,safeot_eps0.1,1,5090,training,True,1680000,28.130095154608895,34.2,,,,
SafetyRacecarCircle2-v0__safeot_eps0.1__s1,SafetyRacecarCircle2-v0,safeot_eps0.1,1,aliyun,complete,False,2000000,18.988547497426353,16.22,16.046613798755025,21.897435897435898,passed,
SafetyRacecarGoal0-v0__safeot_eps0.1__s1,SafetyRacecarGoal0-v0,safeot_eps0.1,1,30109,pending,False,0,,,,,,
SafetyRacecarGoal1-v0__safeot_eps0.1__s1,SafetyRacecarGoal1-v0,safeot_eps0.1,1,5090,training,True,1300000,1.6239173202200712,4.78,,,,
SafetyRacecarGoal2-v0__safeot_eps0.1__s1,SafetyRacecarGoal2-v0,safeot_eps0.1,1,aliyun,training,True,1300000,0.8599257982120158,45.54,,,,
SafetyRacecarPush0-v0__safeot_eps0.1__s1,SafetyRacecarPush0-v0,safeot_eps0.1,1,30109,pending,False,0,,,,,,
SafetyRacecarPush1-v0__safeot_eps0.1__s1,SafetyRacecarPush1-v0,safeot_eps0.1,1,5090,training,True,1800000,-0.03454840800468799,29.78,,,,
SafetyRacecarPush2-v0__safeot_eps0.1__s1,SafetyRacecarPush2-v0,safeot_eps0.1,1,aliyun,training,True,1880000,-0.10843856588677214,20.64,,,,
SafetyRacecarRun0-v0__safeot_eps0.1__s1,SafetyRacecarRun0-v0,safeot_eps0.1,1,30109,pending,False,0,,,,,,
SafetySwimmerVelocity-v0__safeot_eps0.1__s1,SafetySwimmerVelocity-v0,safeot_eps0.1,1,5090,pending,False,0,,,,,,
SafetySwimmerVelocity-v1__safeot_eps0.1__s1,SafetySwimmerVelocity-v1,safeot_eps0.1,1,aliyun,pending,False,0,,,,,,
SafetyWalker2dVelocity-v0__safeot_eps0.1__s1,SafetyWalker2dVelocity-v0,safeot_eps0.1,1,30109,training,True,480000,400.78724331127086,17.28,,,,
SafetyWalker2dVelocity-v1__safeot_eps0.1__s1,SafetyWalker2dVelocity-v1,safeot_eps0.1,1,5090,pending,False,0,,,,,,
SafetyAntButton0-v0__safeot_eps1__s1,SafetyAntButton0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyAntButton1-v0__safeot_eps1__s1,SafetyAntButton1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyAntButton2-v0__safeot_eps1__s1,SafetyAntButton2-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyAntCircle0-v0__safeot_eps1__s1,SafetyAntCircle0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyAntCircle1-v0__safeot_eps1__s1,SafetyAntCircle1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyAntCircle2-v0__safeot_eps1__s1,SafetyAntCircle2-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyAntGoal0-v0__safeot_eps1__s1,SafetyAntGoal0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyAntGoal1-v0__safeot_eps1__s1,SafetyAntGoal1-v0,safeot_eps1,1,5090,training,True,380000,0.0020918241224417546,31.88,,,,
SafetyAntGoal2-v0__safeot_eps1__s1,SafetyAntGoal2-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyAntPush0-v0__safeot_eps1__s1,SafetyAntPush0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyAntPush1-v0__safeot_eps1__s1,SafetyAntPush1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyAntPush2-v0__safeot_eps1__s1,SafetyAntPush2-v0,safeot_eps1,1,aliyun,training,True,1140000,0.13542270358548758,22.0,,,,
SafetyAntRun0-v0__safeot_eps1__s1,SafetyAntRun0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyAntVelocity-v0__safeot_eps1__s1,SafetyAntVelocity-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyAntVelocity-v1__safeot_eps1__s1,SafetyAntVelocity-v1,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyCarButton0-v0__safeot_eps1__s1,SafetyCarButton0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyCarButton1-v0__safeot_eps1__s1,SafetyCarButton1-v0,safeot_eps1,1,5090,training,True,360000,1.4591719197792108,70.24,,,,
SafetyCarButton2-v0__safeot_eps1__s1,SafetyCarButton2-v0,safeot_eps1,1,aliyun,training,True,500000,1.1370628390472552,90.0,,,,
SafetyCarCircle0-v0__safeot_eps1__s1,SafetyCarCircle0-v0,safeot_eps1,1,30109,training,True,1320000,19.64582725365519,0.0,,,,
SafetyCarCircle1-v0__safeot_eps1__s1,SafetyCarCircle1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyCarCircle2-v0__safeot_eps1__s1,SafetyCarCircle2-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyCarGoal0-v0__safeot_eps1__s1,SafetyCarGoal0-v0,safeot_eps1,1,30109,training,True,920000,37.77282034321531,0.0,,,,
SafetyCarGoal1-v0__safeot_eps1__s1,SafetyCarGoal1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyCarGoal2-v0__safeot_eps1__s1,SafetyCarGoal2-v0,safeot_eps1,1,aliyun,training,True,520000,1.6495120348392254,37.5,,,,
SafetyCarPush0-v0__safeot_eps1__s1,SafetyCarPush0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyCarPush1-v0__safeot_eps1__s1,SafetyCarPush1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyCarPush2-v0__safeot_eps1__s1,SafetyCarPush2-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyCarRun0-v0__safeot_eps1__s1,SafetyCarRun0-v0,safeot_eps1,1,30109,training,True,120000,18.398251024699128,27.62,,,,
SafetyDoggoButton0-v0__safeot_eps1__s1,SafetyDoggoButton0-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyDoggoButton1-v0__safeot_eps1__s1,SafetyDoggoButton1-v0,safeot_eps1,1,aliyun,training,True,80000,-0.05575759604231442,22.38,,,,
SafetyDoggoButton2-v0__safeot_eps1__s1,SafetyDoggoButton2-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyDoggoCircle0-v0__safeot_eps1__s1,SafetyDoggoCircle0-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyDoggoCircle1-v0__safeot_eps1__s1,SafetyDoggoCircle1-v0,safeot_eps1,1,aliyun,training,True,380000,0.10068417138236921,0.98,,,,
SafetyDoggoCircle2-v0__safeot_eps1__s1,SafetyDoggoCircle2-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyDoggoGoal0-v0__safeot_eps1__s1,SafetyDoggoGoal0-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyDoggoGoal1-v0__safeot_eps1__s1,SafetyDoggoGoal1-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyDoggoGoal2-v0__safeot_eps1__s1,SafetyDoggoGoal2-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyDoggoPush0-v0__safeot_eps1__s1,SafetyDoggoPush0-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyDoggoPush1-v0__safeot_eps1__s1,SafetyDoggoPush1-v0,safeot_eps1,1,aliyun,training,True,1820000,0.34113867391555736,8.7,,,,
SafetyDoggoPush2-v0__safeot_eps1__s1,SafetyDoggoPush2-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyDoggoRun0-v0__safeot_eps1__s1,SafetyDoggoRun0-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyHalfCheetahVelocity-v0__safeot_eps1__s1,SafetyHalfCheetahVelocity-v0,safeot_eps1,1,aliyun,complete,False,2000000,1372.183171700922,20.8,1523.3187510929426,32.73076923076923,passed,
SafetyHalfCheetahVelocity-v1__safeot_eps1__s1,SafetyHalfCheetahVelocity-v1,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyHopperVelocity-v0__safeot_eps1__s1,SafetyHopperVelocity-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyHopperVelocity-v1__safeot_eps1__s1,SafetyHopperVelocity-v1,safeot_eps1,1,aliyun,complete,False,2000000,604.8142705298653,46.64,831.7203408657653,37.032051282051285,passed,
SafetyHumanoidVelocity-v0__safeot_eps1__s1,SafetyHumanoidVelocity-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyHumanoidVelocity-v1__safeot_eps1__s1,SafetyHumanoidVelocity-v1,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyPointButton0-v0__safeot_eps1__s1,SafetyPointButton0-v0,safeot_eps1,1,aliyun,training,True,1120000,31.721803176998407,0.0,,,,
SafetyPointButton1-v0__safeot_eps1__s1,SafetyPointButton1-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyPointButton2-v0__safeot_eps1__s1,SafetyPointButton2-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyPointCircle0-v0__safeot_eps1__s1,SafetyPointCircle0-v0,safeot_eps1,1,aliyun,training,True,1520000,51.671020337405714,0.0,,,,
SafetyPointCircle1-v0__safeot_eps1__s1,SafetyPointCircle1-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyPointCircle2-v0__safeot_eps1__s1,SafetyPointCircle2-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyPointGoal0-v0__safeot_eps1__s1,SafetyPointGoal0-v0,safeot_eps1,1,aliyun,training,True,1660000,27.094216496680033,0.0,,,,
SafetyPointGoal1-v0__safeot_eps1__s1,SafetyPointGoal1-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyPointGoal2-v0__safeot_eps1__s1,SafetyPointGoal2-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyPointPush0-v0__safeot_eps1__s1,SafetyPointPush0-v0,safeot_eps1,1,aliyun,training,True,1240000,1.0833597339058674,0.0,,,,
SafetyPointPush1-v0__safeot_eps1__s1,SafetyPointPush1-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyPointPush2-v0__safeot_eps1__s1,SafetyPointPush2-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyPointRun0-v0__safeot_eps1__s1,SafetyPointRun0-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyRacecarButton0-v0__safeot_eps1__s1,SafetyRacecarButton0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyRacecarButton1-v0__safeot_eps1__s1,SafetyRacecarButton1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyRacecarButton2-v0__safeot_eps1__s1,SafetyRacecarButton2-v0,safeot_eps1,1,aliyun,training,True,100000,-0.008850954151444936,88.22,,,,
SafetyRacecarCircle0-v0__safeot_eps1__s1,SafetyRacecarCircle0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyRacecarCircle1-v0__safeot_eps1__s1,SafetyRacecarCircle1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyRacecarCircle2-v0__safeot_eps1__s1,SafetyRacecarCircle2-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyRacecarGoal0-v0__safeot_eps1__s1,SafetyRacecarGoal0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyRacecarGoal1-v0__safeot_eps1__s1,SafetyRacecarGoal1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyRacecarGoal2-v0__safeot_eps1__s1,SafetyRacecarGoal2-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyRacecarPush0-v0__safeot_eps1__s1,SafetyRacecarPush0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyRacecarPush1-v0__safeot_eps1__s1,SafetyRacecarPush1-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyRacecarPush2-v0__safeot_eps1__s1,SafetyRacecarPush2-v0,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyRacecarRun0-v0__safeot_eps1__s1,SafetyRacecarRun0-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetySwimmerVelocity-v0__safeot_eps1__s1,SafetySwimmerVelocity-v0,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetySwimmerVelocity-v1__safeot_eps1__s1,SafetySwimmerVelocity-v1,safeot_eps1,1,aliyun,pending,False,0,,,,,,
SafetyWalker2dVelocity-v0__safeot_eps1__s1,SafetyWalker2dVelocity-v0,safeot_eps1,1,30109,pending,False,0,,,,,,
SafetyWalker2dVelocity-v1__safeot_eps1__s1,SafetyWalker2dVelocity-v1,safeot_eps1,1,5090,pending,False,0,,,,,,
SafetyAntButton0-v0__safeot_eps3__s1,SafetyAntButton0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyAntButton1-v0__safeot_eps3__s1,SafetyAntButton1-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyAntButton2-v0__safeot_eps3__s1,SafetyAntButton2-v0,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyAntCircle0-v0__safeot_eps3__s1,SafetyAntCircle0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyAntCircle1-v0__safeot_eps3__s1,SafetyAntCircle1-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyAntCircle2-v0__safeot_eps3__s1,SafetyAntCircle2-v0,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyAntGoal0-v0__safeot_eps3__s1,SafetyAntGoal0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyAntGoal1-v0__safeot_eps3__s1,SafetyAntGoal1-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyAntGoal2-v0__safeot_eps3__s1,SafetyAntGoal2-v0,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyAntPush0-v0__safeot_eps3__s1,SafetyAntPush0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyAntPush1-v0__safeot_eps3__s1,SafetyAntPush1-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyAntPush2-v0__safeot_eps3__s1,SafetyAntPush2-v0,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyAntRun0-v0__safeot_eps3__s1,SafetyAntRun0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyAntVelocity-v0__safeot_eps3__s1,SafetyAntVelocity-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyAntVelocity-v1__safeot_eps3__s1,SafetyAntVelocity-v1,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyCarButton0-v0__safeot_eps3__s1,SafetyCarButton0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyCarButton1-v0__safeot_eps3__s1,SafetyCarButton1-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyCarButton2-v0__safeot_eps3__s1,SafetyCarButton2-v0,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyCarCircle0-v0__safeot_eps3__s1,SafetyCarCircle0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyCarCircle1-v0__safeot_eps3__s1,SafetyCarCircle1-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyCarCircle2-v0__safeot_eps3__s1,SafetyCarCircle2-v0,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyCarGoal0-v0__safeot_eps3__s1,SafetyCarGoal0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyCarGoal1-v0__safeot_eps3__s1,SafetyCarGoal1-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyCarGoal2-v0__safeot_eps3__s1,SafetyCarGoal2-v0,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyCarPush0-v0__safeot_eps3__s1,SafetyCarPush0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyCarPush1-v0__safeot_eps3__s1,SafetyCarPush1-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
SafetyCarPush2-v0__safeot_eps3__s1,SafetyCarPush2-v0,safeot_eps3,1,aliyun,pending,False,0,,,,,,
SafetyCarRun0-v0__safeot_eps3__s1,SafetyCarRun0-v0,safeot_eps3,1,30109,pending,False,0,,,,,,
SafetyDoggoButton0-v0__safeot_eps3__s1,SafetyDoggoButton0-v0,safeot_eps3,1,5090,pending,False,0,,,,,,
