episode_seed,initial_x,initial_y,cost_x,cost_y,B_x,B_y,excess_x,relative_excess_x,installation_cycle,model_max_step_error
11800221,0.02299596183001995,0.021247155964374542,6.051369667053223,5.520545959472656,6,6,0.051369667053222656,0.00856161117553711,16,1.1920928955078125e-07
11800253,0.029293641448020935,0.0454837940633297,6.110918998718262,5.502736568450928,6,6,0.11091899871826172,0.018486499786376953,16,0.0
11800254,0.039134398102760315,0.012324675917625427,6.011593341827393,5.5612688064575195,6,6,0.011593341827392578,0.0019322633743286133,16,0.0
