method,task,variant,margin,seed,mode,ck,ver_blocks,ver_eps,ver_hv,ver_rate,ver_ret,ver_soft,jc,csr25
SAC-Pen,pg2,pen20,coef20,s1,final,995002,3,312,2,0.00641025641025641,0.6008930243968896,3.689102564102564,3.705128205128205,0.9423076923076922
SAC-Pen,pg2,pen20,coef20,s2,final,995002,3,312,1,0.003205128205128205,0.5098550990975125,0.342948717948718,0.3493589743589744,0.9935897435897436
SAC-Pen,pg2,pen20,coef20,s3,final,995002,3,312,6,0.019230769230769232,1.6212696038970744,1.1217948717948718,1.2019230769230769,0.983974358974359
SAC-Pen,cg2,pen5,coef5,s1,final,995002,3,312,52,0.16666666666666666,23.17603823011721,27.84294871794872,28.121794871794872,0.5737179487179488
SAC-Pen,cg2,pen5,coef5,s2,final,995002,3,312,81,0.25961538461538464,24.639596502569365,31.80448717948718,32.50320512820513,0.44871794871794873
SAC-Pen,cg2,pen5,coef5,s3,final,995002,3,312,44,0.14102564102564102,23.770448449654154,25.85576923076923,26.080128205128204,0.576923076923077
SAC-Pen,pg2,pen5,coef5,s1,final,995002,3,312,28,0.08974358974358974,17.171738787278624,21.352564102564102,21.557692307692307,0.6057692307692307
SAC-Pen,pg2,pen5,coef5,s2,final,995002,3,312,18,0.057692307692307696,12.107418914989447,7.961538461538461,8.102564102564102,0.9070512820512819
SAC-Pen,pg2,pen5,coef5,s3,final,995002,3,312,23,0.07371794871794872,13.892783278384755,13.16025641025641,13.362179487179489,0.8076923076923076
SafeOT-typed,cg2,v1a,none,s1,final,995001,3,312,46,0.14743589743589744,27.340449972832584,37.42307692307693,37.64102564102564,0.3878205128205128
SafeOT-typed,cg2,v1a,none,s2,final,995001,3,312,38,0.12179487179487179,26.00936547263822,32.26602564102564,32.43910256410256,0.4679487179487179
SafeOT-typed,cg2,v1a,none,s3,final,995001,3,312,32,0.10256410256410256,26.52441621189979,35.30128205128205,35.46153846153846,0.4423076923076923
SafeOT-typed,pb2,v1a,none,s1,final,995001,3,312,12,0.038461538461538464,0.5259208671871008,1.0512820512820513,1.4615384615384617,0.9743589743589743
SafeOT-typed,pb2,v1a,none,s2,final,995001,3,312,25,0.08012820512820513,0.9322863469922712,2.2628205128205128,2.7307692307692313,0.967948717948718
SafeOT-typed,pb2,v1a,none,s3,final,995001,3,312,5,0.016025641025641024,0.29736655016179486,1.0224358974358974,1.1474358974358976,0.9903846153846154
SafeOT-typed,pb2,v1a,none,s4,final,995001,3,312,20,0.0641025641025641,0.43055498473955395,0.3333333333333333,1.5064102564102564,0.9711538461538461
SafeOT-typed,pb2,v1a,none,s5,final,995001,3,312,14,0.04487179487179487,0.6114469016747294,1.0737179487179487,1.403846153846154,0.9839743589743589
SafeOT-typed,pg2,v1a,none,s1,final,995001,3,312,17,0.05448717948717949,21.651988033536878,27.28525641025641,27.435897435897434,0.5192307692307693
SafeOT-typed,pg2,v1a,none,s2,final,995001,3,312,11,0.035256410256410256,20.11335154892131,22.294871794871796,22.455128205128204,0.6474358974358975
SafeOT-typed,pg2,v1a,none,s3,final,995001,3,312,16,0.05128205128205128,20.340469284589073,19.90705128205128,20.05128205128205,0.6762820512820512
SafeOT-typed,pg2,v1a,none,s3,select,900000,4,416,13,0.03125,19.409422852575275,20.377403846153847,20.44471153846154,0.6778846153846154
SafeOT-typed,pb2,v1b,none,s6,final,995002,3,312,11,0.035256410256410256,0.42287899000410745,0.7916666666666666,1.0929487179487178,0.9871794871794872
SafeOT-typed,pb2,v1b,none,s7,final,995002,3,312,27,0.08653846153846154,0.33545386770510516,0.8942307692307693,1.4871794871794872,0.9807692307692308
SafeOT-typed,cg2,v1c2,0.70,s1,final,995002,3,312,0,0.0,0.8031746763994706,1.2371794871794872,1.2371794871794872,0.9807692307692308
SafeOT-typed,cg2,v1c2,0.70,s2,final,995002,3,312,2,0.00641025641025641,1.3800795494244282,0.4583333333333333,0.4711538461538461,0.9967948717948718
SafeOT-typed,cg2,v1c3,0.75,s1,final,995002,3,312,1,0.003205128205128205,7.555639285796047,5.663461538461539,5.666666666666667,0.9391025641025642
SafeOT-typed,cg2,v1c3,0.75,s1,select,700000,4,416,4,0.009615384615384616,6.614035473885976,7.262019230769231,7.271634615384615,0.9326923076923077
SafeOT-typed,cg2,v1c3,0.75,s2,final,995002,3,312,0,0.0,8.764215960852596,14.23397435897436,14.23397435897436,0.826923076923077
SafeOT-typed,cg2,v1c3,0.75,s2,select,995002,4,416,0,0.0,9.207170483878695,16.682692307692307,16.682692307692307,0.8149038461538461
SafeOT-typed,cg2,v1c3,0.75,s3,final,995002,3,312,4,0.01282051282051282,5.146828407846436,2.948717948717949,2.9807692307692304,0.967948717948718
SafeOT-typed,pg2,v1c7,0.70,s1,final,995002,3,312,0,0.0,0.7959033287368857,0.028846153846153844,0.028846153846153844,1.0
SafeOT-typed,pg2,v1c7,0.70,s2,final,995002,3,312,0,0.0,0.46612393415046594,0.0,0.0,1.0
SafeOT-typed,pg2,v1c85,0.85,s1,final,995002,3,312,7,0.022435897435897436,13.471547042317908,18.003205128205128,18.076923076923077,0.717948717948718
SafeOT-typed,pg2,v1c85,0.85,s2,final,995002,3,312,5,0.016025641025641024,17.839290521349085,24.185897435897434,24.227564102564102,0.592948717948718
SafeOT-typed,pg2,v1c85,0.85,s3,final,995002,3,312,5,0.016025641025641024,15.280576239325695,20.118589743589745,20.153846153846157,0.6602564102564102
