job,env,seed,metric,estimator,cycle,selected_source,accepted,effective_update,middle_solver_accepted,middle_distance_active,recovery,reward_gain,reward_advantage_std,reward_advantage_mean,Jhat,predicted_cost,cost_advantage_std,baseline_seconds,solver_seconds,raw_KL,raw_W2
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,10,old,True,False,True,True,False,1.0896570028253691,2.2982450957732463,-0.02053161522174887,"[5.483389377593994, 4.326736927032471]","[5.013121337076748, 3.6873888948480493]","[1.5764387463505396, 1.7401714045352321]",0.004082934930920601,0.39676499366760254,0.009999999018050066,0.011363860124534613
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,11,old,True,False,True,True,False,1.2685156895063892,2.3799665990264947,-0.09846827126065504,"[4.938116550445557, 3.8709042072296143]","[4.384620540214987, 3.959751820849235]","[1.9484111451500425, 1.660618765112045]",0.004265470430254936,0.40258169174194336,0.010000001447973642,0.011546744935168782
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,12,old,True,False,True,True,False,0.5635128135684211,1.1480359015169683,-0.021259127479583743,"[4.448909759521484, 3.608664035797119]","[5.15987247938699, 4.080640323147589]","[1.5998136803130203, 1.7393468318945253]",0.004157014191150665,0.37270569801330566,0.009999999913805407,0.011681338458367293
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,13,old,True,False,True,True,False,2.6024883227143154,3.099587482836636,-0.1635224758831477,"[5.101651191711426, 5.024245262145996]","[4.559660878838379, 4.5363587184268885]","[1.617135835397033, 1.4060004214674544]",0.004324920475482941,0.41336941719055176,0.009999998514876127,0.009982024791050868
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,14,old,True,False,True,True,False,0.699994676339662,1.2698677976032249,-0.010020017952261037,"[5.450529098510742, 3.620471477508545]","[4.5584913922378565, 3.728311777055286]","[1.573781424241097, 0.9955637776264186]",0.004371370188891888,0.45239758491516113,0.009999998132734904,0.009724452188955698
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,15,old,True,False,True,True,False,1.0395870929857964,1.8010872537473286,-0.038733543528862845,"[4.081145286560059, 4.448241233825684]","[4.678016460617183, 3.675873469681762]","[1.4576994497101579, 1.8171254923604008]",0.004104454070329666,0.399045467376709,0.00999999921810508,0.009584118607515919
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,16,old,True,False,True,True,False,1.590045106439971,2.3665096944930926,-0.09599757190303843,"[5.177320957183838, 4.626410007476807]","[4.803800651152305, 4.494266515771102]","[1.8459102036749515, 1.550918059099906]",0.005375897511839867,0.44300246238708496,0.010000001352295229,0.009869350951093352
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,17,old,True,False,True,True,False,1.36644117335732,2.6079227566882524,-0.07261345700076328,"[5.664647102355957, 4.670257568359375]","[4.881530783204845, 5.551399743550549]","[1.67627861409368, 1.7481473012314999]",0.004237323068082333,0.4430093765258789,0.009999999361695672,0.013544786032170434
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,18,old,True,False,True,True,False,1.5079895903744618,2.477097390013881,-0.12514302092566118,"[5.082757472991943, 4.246945858001709]","[4.492579317206349, 4.13392566698756]","[1.6309704749073983, 1.4307100949876617]",0.00416280422359705,0.5105469226837158,0.010000000729967979,0.010069930854716974
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,19,old,True,False,True,True,False,2.4207145836820247,3.052989311315072,-0.23391863895100223,"[4.420497894287109, 5.02224063873291]","[3.7307761142375337, 5.306785106541242]","[1.7773384291137053, 1.253006948367806]",0.00422084704041481,0.5115537643432617,0.010000000193510687,0.011243734231626421
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,20,old,True,False,True,True,False,1.3474688404387396,2.283311831348514,-0.0528052337225282,"[4.969910621643066, 4.524205207824707]","[3.736569727940295, 4.513747705882759]","[1.9495318161599138, 1.542704281795622]",0.004127826541662216,0.425769567489624,0.0099999972286807,0.011585732814968238
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,21,old,True,False,True,True,False,1.1072773232400832,1.7328643629834335,-0.03220533618395607,"[5.5953145027160645, 4.808564186096191]","[4.786920957854657, 4.581301341209069]","[1.3434970227328715, 1.3353602561177567]",0.004442538134753704,0.46907973289489746,0.010000001630440252,0.010038623315843705
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,22,old,True,False,True,True,False,2.083945046598179,3.0029078445783637,-0.05462993011216656,"[4.009197235107422, 5.45436954498291]","[4.779637286526834, 4.4442297438443035]","[1.6345419425562986, 1.841672142312974]",0.006005607545375824,0.4913327693939209,0.009999999061895403,0.011665661376466132
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,23,old,True,False,True,True,False,0.8739605359122586,1.9693125533484006,-0.07168736753258043,"[5.653357028961182, 3.6441657543182373]","[5.157517575731563, 3.3435160854393886]","[1.7644510713753983, 1.295438077976338]",0.004347228445112705,0.3788120746612549,0.010000000809343582,0.012603206543111043
development_DiagReachK2_s180_KL_cf_state,DiagReachK2,180,KL,cf_state,24,old,True,False,True,True,False,1.821717943056068,2.421170716733138,-0.0966021286709743,"[4.845083236694336, 4.785897731781006]","[4.588158850755525, 4.01922681726893]","[1.4383048599786956, 1.6380423675190197]",0.0043426500633358955,0.44939136505126953,0.010000000684948012,0.011028722053700016
