env,seed,anchor,target,metric,channel,old_sample_risk,old_det_risk,predicted_sample_risk,measured_sample_risk,measured_det_risk,predicted_delta,sample_delta,det_delta,proxy_minus_sample,sample_minus_det,proxy_minus_det,outside_probability_range
DiagReachK3,187,26,shaped,W2,2,0.078125,0.0,0.037774487989945836,0.046875,0.0,-0.040350512010054164,-0.03125,0.0,-0.009100512010054164,-0.03125,-0.040350512010054164,False
DiagReachK3,187,26,shaped,W2,any,0.421875,0.0,0.3376494039179562,0.359375,0.0,-0.08422559608204377,-0.0625,0.0,-0.021725596082043774,-0.0625,-0.08422559608204377,False
DiagReachK3,187,26,raw,KL,0,0.21875,0.0,0.29048028664326186,0.3125,1.0,0.07173028664326188,0.09375,1.0,-0.02201971335673812,-0.90625,-0.9282697133567381,False
DiagReachK3,187,26,raw,KL,1,0.25,0.0,0.28229829479755153,0.3125,0.015625,0.03229829479755152,0.0625,0.015625,-0.030201705202448477,0.046875,0.016673294797551523,False
DiagReachK3,187,26,raw,KL,2,0.078125,0.0,0.12407971776384535,0.21875,1.0,0.04595471776384535,0.140625,1.0,-0.09467028223615465,-0.859375,-0.9540452822361547,False
DiagReachK3,187,26,raw,KL,any,0.421875,0.0,0.5020503162248621,0.53125,1.0,0.08017531622486203,0.109375,1.0,-0.029199683775137972,-0.890625,-0.9198246837751379,False
DiagReachK3,187,26,raw,W2,0,0.21875,0.0,0.27606762469160806,0.28125,1.0,0.05731762469160808,0.0625,1.0,-0.005182375308391919,-0.9375,-0.9426823753083919,False
DiagReachK3,187,26,raw,W2,1,0.25,0.0,0.27097450965756326,0.265625,0.0,0.020974509657563256,0.015625,0.0,0.005349509657563256,0.015625,0.020974509657563256,False
DiagReachK3,187,26,raw,W2,2,0.078125,0.0,0.11503092249190096,0.171875,0.453125,0.03690592249190096,0.09375,0.453125,-0.05684407750809904,-0.359375,-0.41621907750809906,False
DiagReachK3,187,26,raw,W2,any,0.421875,0.0,0.4829041043088695,0.484375,1.0,0.06102910430886949,0.0625,1.0,-0.0014708956911305068,-0.9375,-0.9389708956911305,False
DiagReachK3,187,28,shaped,KL,0,0.28125,0.03125,0.2518954461994502,0.234375,0.0,-0.02935455380054978,-0.046875,-0.03125,0.01752044619945022,-0.015625,0.0018954461994502188,False
DiagReachK3,187,28,shaped,KL,1,0.3125,0.046875,0.28641732711105916,0.28125,0.0,-0.026082672888940818,-0.03125,-0.046875,0.005167327111059182,0.015625,0.020792327111059182,False
DiagReachK3,187,28,shaped,KL,2,0.265625,0.0,0.20950676174673982,0.171875,0.0,-0.05611823825326017,-0.09375,0.0,0.03763176174673983,-0.09375,-0.05611823825326017,False
DiagReachK3,187,28,shaped,KL,any,0.46875,0.0625,0.43692852090237594,0.421875,0.0,-0.03182147909762407,-0.046875,-0.0625,0.015053520902375932,0.015625,0.03067852090237593,False
DiagReachK3,187,28,shaped,W2,0,0.28125,0.03125,0.2398304606423961,0.21875,0.0,-0.04141953935760391,-0.0625,-0.03125,0.02108046064239609,-0.03125,-0.01016953935760391,False
DiagReachK3,187,28,shaped,W2,1,0.3125,0.046875,0.282041746831609,0.28125,0.0,-0.030458253168391035,-0.03125,-0.046875,0.0007917468316089651,0.015625,0.016416746831608965,False
DiagReachK3,187,28,shaped,W2,2,0.265625,0.0,0.19678817155431938,0.171875,0.0,-0.06883682844568063,-0.09375,0.0,0.024913171554319366,-0.09375,-0.06883682844568063,False
DiagReachK3,187,28,shaped,W2,any,0.46875,0.0625,0.42737182665868095,0.421875,0.0,-0.04137817334131905,-0.046875,-0.0625,0.005496826658680953,0.015625,0.021121826658680953,False
DiagReachK3,187,28,raw,KL,0,0.28125,0.03125,0.34495320633000276,0.28125,0.78125,0.06370320633000275,0.0,0.75,0.06370320633000275,-0.75,-0.6862967936699973,False
DiagReachK3,187,28,raw,KL,1,0.3125,0.046875,0.417841185782005,0.421875,1.0,0.10534118578200503,0.109375,0.953125,-0.004033814217994966,-0.84375,-0.847783814217995,False
DiagReachK3,187,28,raw,KL,2,0.265625,0.0,0.34638503641575996,0.3125,1.0,0.08076003641575996,0.046875,1.0,0.03388503641575996,-0.953125,-0.9192399635842401,False
DiagReachK3,187,28,raw,KL,any,0.46875,0.0625,0.5997154244460992,0.53125,1.0,0.13096542444609918,0.0625,0.9375,0.06846542444609918,-0.875,-0.8065345755539008,False
DiagReachK3,187,28,raw,W2,0,0.28125,0.03125,0.36613604648563514,0.28125,0.78125,0.08488604648563514,0.0,0.75,0.08488604648563514,-0.75,-0.6651139535143649,False
DiagReachK3,187,28,raw,W2,1,0.3125,0.046875,0.40725638980188283,0.390625,1.0,0.09475638980188282,0.078125,0.953125,0.01663138980188282,-0.875,-0.8583686101981172,False
DiagReachK3,187,28,raw,W2,2,0.265625,0.0,0.3539563684771466,0.3125,0.984375,0.08833136847714664,0.046875,0.984375,0.041456368477146635,-0.9375,-0.8960436315228534,False
DiagReachK3,187,28,raw,W2,any,0.46875,0.0625,0.6081083625075162,0.515625,1.0,0.13935836250751618,0.046875,0.9375,0.09248336250751618,-0.890625,-0.7981416374924838,False
