env,seed,cycle,anchor,kernel,channel,budget,mean_cost,cost_over_budget,q50,q90,q95,q99,event,positive_excess,any_event,success,joint,raw_reward,shaped_reward,penalty,mean_feasible_with_events
DiagReachK3,187,6,26,det_old,0,7.0,6.135089874267578,0.876441410609654,6.130329132080078,6.369570255279541,6.439797401428223,6.5158371925354,0.0,0.0,0.0,1.0,1.0,9.144298553466797,9.144298553466797,0.0,False
DiagReachK3,187,6,26,det_old,1,6.5,5.763205051422119,0.8866469309880183,5.7620744705200195,5.932321071624756,5.954488754272461,6.0672173500061035,0.0,0.0,0.0,1.0,1.0,9.144298553466797,9.144298553466797,0.0,False
DiagReachK3,187,6,26,det_old,2,12.5,10.846311569213867,0.8677049255371094,10.848814010620117,11.124734878540039,11.221410751342773,11.285372734069824,0.0,0.0,0.0,1.0,1.0,9.144298553466797,9.144298553466797,0.0,False
DiagReachK3,187,6,26,det_KL,0,7.0,5.559808731079102,0.7942583901541573,5.560245513916016,5.787403583526611,5.851492881774902,5.937058448791504,0.0,0.0,0.0,1.0,1.0,8.484415054321289,8.484415054321289,0.0,False
DiagReachK3,187,6,26,det_KL,1,6.5,4.32183837890625,0.6648982121394231,4.328291893005371,4.4639482498168945,4.4935302734375,4.584247589111328,0.0,0.0,0.0,1.0,1.0,8.484415054321289,8.484415054321289,0.0,False
DiagReachK3,187,6,26,det_KL,2,12.5,8.858560562133789,0.7086848449707032,8.86220645904541,9.116166114807129,9.198902130126953,9.27617359161377,0.0,0.0,0.0,1.0,1.0,8.484415054321289,8.484415054321289,0.0,False
DiagReachK3,187,6,26,det_W2,0,7.0,5.819131374359131,0.8313044820513044,5.818408489227295,6.060946941375732,6.11326265335083,6.205472946166992,0.0,0.0,0.0,1.0,1.0,8.74086856842041,8.74086856842041,0.0,False
DiagReachK3,187,6,26,det_W2,1,6.5,4.643111228942871,0.7143248044527494,4.64036750793457,4.788541316986084,4.813831329345703,4.9147257804870605,0.0,0.0,0.0,1.0,1.0,8.74086856842041,8.74086856842041,0.0,False
DiagReachK3,187,6,26,det_W2,2,12.5,9.433356285095215,0.7546685028076172,9.444194793701172,9.691747665405273,9.764944076538086,9.853067398071289,0.0,0.0,0.0,1.0,1.0,8.74086856842041,8.74086856842041,0.0,False
DiagReachK3,187,12,27,sample_old,0,7.0,5.621245384216309,0.803035054888044,5.654207229614258,9.159029006958008,10.09417724609375,10.637887954711914,0.3046875,0.07466118037700653,0.453125,0.359375,0.203125,7.307824611663818,5.5999369621276855,1.7078874111175537,True
DiagReachK3,187,12,27,sample_old,1,6.5,4.956766128540039,0.7625794043907752,4.8585710525512695,7.491916179656982,8.052318572998047,8.829360961914062,0.2265625,0.03726079830756554,0.453125,0.359375,0.203125,7.307824611663818,5.5999369621276855,1.7078874111175537,True
DiagReachK3,187,12,27,sample_old,2,12.5,9.348535537719727,0.7478828430175781,9.600400924682617,14.56871223449707,15.344100952148438,16.600130081176758,0.1953125,0.03068779528141022,0.453125,0.359375,0.203125,7.307824611663818,5.5999369621276855,1.7078874111175537,True
DiagReachK3,187,12,27,sample_KL,0,7.0,5.090300559997559,0.7271857942853656,5.038836479187012,8.090514183044434,9.151650428771973,9.706377029418945,0.21875,0.0391232403261321,0.390625,0.390625,0.2421875,7.254401206970215,6.183926582336426,1.0704749822616577,True
DiagReachK3,187,12,27,sample_KL,1,6.5,5.041253089904785,0.77557739844689,4.9803290367126465,7.469092845916748,8.037483215332031,8.793318748474121,0.234375,0.036753255587357744,0.390625,0.390625,0.2421875,7.254401206970215,6.183926582336426,1.0704749822616577,True
DiagReachK3,187,12,27,sample_KL,2,12.5,8.90498161315918,0.7123985290527344,9.207866668701172,13.313905715942383,13.87351131439209,15.535890579223633,0.1328125,0.017003217935562132,0.390625,0.390625,0.2421875,7.254401206970215,6.183926582336426,1.0704749822616577,True
DiagReachK3,187,12,27,sample_W2,0,7.0,5.152203559875488,0.7360290799822126,5.092921257019043,8.117531776428223,9.122721672058105,9.733509063720703,0.2265625,0.039330971560307904,0.3984375,0.421875,0.2578125,7.288508415222168,6.238527297973633,1.0499809980392456,True
DiagReachK3,187,12,27,sample_W2,1,6.5,5.019809246063232,0.7722783455481896,4.933379173278809,7.424044609069824,7.998533248901367,8.743807792663574,0.234375,0.0354656044107217,0.3984375,0.421875,0.2578125,7.288508415222168,6.238527297973633,1.0499809980392456,True
