env,seed,metric,combo,inner_reward,outer_reward,job,cycle,steps,phase,episodes,raw_reward,shaped_reward,penalty,joint,any_event,cost_mean,event,excess
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,12,6240,selection,12,9.402592017715898,9.0923324818072,0.31025953590869904,0.5833333333333334,0.4166666666666667,"[6.769015510876973, 5.901478370030721, 11.64157239596049]","[0.4166666666666667, 0.3333333333333333, 0.3333333333333333]","[0.022497035208202548, 0.013357241948445639, 0.017156079610188796]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,12,6240,acceptance,8,9.2287806287929,9.22247378682341,0.006306841969490051,0.75,0.25,"[6.454704642295837, 5.514476776123047, 10.955729961395264]","[0.25, 0.0, 0.0]","[0.0012613705226353356, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,13,6720,exploration,20,7.387414380325353,6.916948928846395,0.47046545147895813,0.25,0.35,"[5.342906737327576, 4.508989834785462, 8.69252747297287]","[0.15, 0.2, 0.1]","[0.01810094969613211, 0.03502451456510104, 0.002640113830566404]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,13,6720,selection,12,9.214128586023799,9.214128586023799,0.0,1.0,0.0,"[6.357019941012065, 5.064723253250122, 10.416226466496786]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,13,6720,acceptance,8,9.185722092994,9.185722092994,0.0,1.0,0.0,"[6.267042458057404, 5.01427948474884, 10.281084299087524]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,14,7200,exploration,20,7.829739422018174,5.207174271757249,2.6225651502609253,0.3,0.55,"[6.383951318264008, 5.258654087781906, 10.433325481414794]","[0.35, 0.25, 0.2]","[0.08885318892342703, 0.07336759934058557, 0.021506446838378913]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,14,7200,selection,12,9.271845226555525,9.271845226555525,0.0,1.0,0.0,"[6.265184760093689, 5.364230950673421, 10.62050485610962]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,14,7200,acceptance,8,9.440952751684744,9.440952751684744,0.0,1.0,0.0,"[6.637564480304718, 5.533569514751434, 11.15433120727539]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,15,7680,exploration,20,8.070981192484032,5.993548411026132,2.077432781457901,0.35,0.4,"[6.481515109539032, 5.149343985319137, 10.405039048194885]","[0.25, 0.2, 0.25]","[0.054525184631347666, 0.045496533467219435, 0.03912657165527343]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,15,7680,selection,12,9.159388897141858,9.053063250900353,0.10632564624150594,0.6666666666666666,0.3333333333333333,"[6.281839330991109, 5.303443551063538, 10.56265119711558]","[0.3333333333333333, 0.0, 0.0]","[0.01796593552544005, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,15,7680,acceptance,8,9.592547985188867,9.592547985188867,0.0,1.0,0.0,"[6.588675498962402, 5.9032076597213745, 11.469865322113037]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,16,8160,exploration,20,7.580766233230243,6.612347873473773,0.9684183597564697,0.2,0.45,"[5.690919303894043, 5.080697846412659, 9.638020133972168]","[0.2, 0.3, 0.2]","[0.026064804622105187, 0.04502618863032413, 0.006326274871826176]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,16,8160,selection,12,9.539121187020404,9.401012084175212,0.13810910284519196,0.6666666666666666,0.3333333333333333,"[6.654030720392863, 5.984758218129476, 11.596910238265991]","[0.3333333333333333, 0.25, 0.25]","[0.01098930835723877, 0.005351366140903572, 0.0068211301167805756]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,16,8160,acceptance,8,9.579454191117838,9.579454191117838,0.0,1.0,0.0,"[6.474610686302185, 5.945750117301941, 11.405725240707397]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,17,8640,exploration,20,7.470717285121792,6.966115642632358,0.5046016424894333,0.3,0.25,"[5.639703679084778, 4.569927859306335, 8.975404810905456]","[0.15, 0.1, 0.0]","[0.03728366919926235, 0.002589808977567232, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,17,8640,selection,12,9.521208434104242,9.486284483273147,0.034923950831095375,0.5,0.5,"[6.347540775934855, 6.1570965846379595, 11.47566016515096]","[0.3333333333333333, 0.16666666666666666, 0.0]","[0.006607731183369954, 0.00037706203949757394, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,17,8640,acceptance,8,9.590367077027622,9.590367077027622,0.0,1.0,0.0,"[6.59473979473114, 5.905214071273804, 11.487707138061523]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,18,9120,exploration,20,7.74047900668811,7.222282960335724,0.5181960463523865,0.45,0.3,"[5.7217588245868685, 4.597804123163224, 9.177734637260437]","[0.25, 0.15, 0.1]","[0.023500272205897732, 0.011204073979304374, 0.00456770324707031]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,18,9120,selection,12,9.613910032567341,9.58007657354768,0.03383345901966095,0.75,0.25,"[6.555785934130351, 6.226057767868042, 11.744133075078329]","[0.0, 0.25, 0.16666666666666666]","[0.0, 0.005320163873525759, 0.0005346171061197946]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,18,9120,acceptance,8,9.60552405838098,9.60552405838098,0.0,1.0,0.0,"[6.5956279039382935, 5.923782467842102, 11.503376007080078]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,19,9600,exploration,20,7.857020029428166,6.691191205384892,1.165828824043274,0.35,0.55,"[5.865113484859466, 5.401328885555268, 10.105520653724671]","[0.3, 0.3, 0.2]","[0.045420292445591516, 0.045713435686551604, 0.011574298858642584]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,19,9600,selection,12,9.309461068676802,9.279337377912693,0.030123690764109295,0.6666666666666666,0.3333333333333333,"[6.3567899862925215, 5.684051791826884, 11.003061532974243]","[0.3333333333333333, 0.08333333333333333, 0.16666666666666666]","[0.005363282703218009, 0.0004566510518391927, 0.00020481109619141513]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,19,9600,acceptance,8,9.56271624405199,9.56271624405199,0.0,1.0,0.0,"[6.431244611740112, 5.950617790222168, 11.37981128692627]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,20,10080,exploration,20,7.930394622962922,7.24112119106576,0.6892734318971634,0.2,0.55,"[6.100287246704101, 5.194598972797394, 10.151830744743346]","[0.3, 0.35, 0.2]","[0.0327618224280221, 0.03334429814265324, 0.012622379302978515]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,20,10080,selection,12,9.539010068652715,9.323113675790713,0.21589639286200205,0.6666666666666666,0.3333333333333333,"[6.688170313835144, 6.1996456782023115, 11.846677859624227]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.012610815820239837, 0.010689790432269752, 0.010621865590413412]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,20,10080,acceptance,8,9.618860286274867,9.618860286274867,0.0,1.0,0.0,"[6.507527709007263, 5.909560322761536, 11.408072233200073]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,21,10560,exploration,20,8.127787193455735,5.765754928984679,2.362032264471054,0.3,0.55,"[6.131342458724975, 5.748572421073914, 10.77982726097107]","[0.35, 0.3, 0.2]","[0.048603905950273786, 0.06255753223712626, 0.032778129577636726]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,21,10560,selection,12,9.443704379364256,9.435434284572208,0.008270094792048136,0.8333333333333334,0.16666666666666666,"[6.202992677688599, 5.781708836555481, 10.966936826705933]","[0.0, 0.16666666666666666, 0.0]","[0.0, 0.001654013609274844, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,21,10560,acceptance,8,9.58184311324294,9.58184311324294,0.0,1.0,0.0,"[6.541444420814514, 5.930121660232544, 11.461622476577759]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,22,11040,exploration,20,7.8296831320050115,6.698390103411948,1.1312930285930634,0.25,0.5,"[5.88427095413208, 5.244927513599396, 10.002067112922669]","[0.3, 0.3, 0.1]","[0.0351726531982422, 0.04088322566105769, 0.0171784782409668]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,22,11040,selection,12,9.56759166945073,9.476569019049933,0.09102265040079753,0.6666666666666666,0.3333333333333333,"[6.812700033187866, 5.8146021366119385, 11.614566087722778]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.00791323184967041, 0.0043070683112511055, 0.005979951222737645]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,22,11040,acceptance,8,9.600830727728317,9.600830727728317,0.0,1.0,0.0,"[6.549101114273071, 6.017129421234131, 11.528809309005737]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,23,11520,exploration,20,7.517292367202174,5.631885679346452,1.8854066878557205,0.15,0.3,"[5.948860335350036, 4.386430689692498, 9.238070034980774]","[0.2, 0.15, 0.15]","[0.0602534430367606, 0.044219823983999394, 0.027838798522949217]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,23,11520,selection,12,9.376383562471771,9.329306944793766,0.04707661767800649,0.75,0.25,"[6.281213164329529, 5.8542033433914185, 11.106228113174438]","[0.0, 0.25, 0.08333333333333333]","[0.0, 0.006903532223823727, 0.00032872517903646353]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,23,11520,acceptance,8,9.586757768027018,9.586757768027018,0.0,1.0,0.0,"[6.5551170110702515, 6.024027466773987, 11.559867143630981]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,24,12000,exploration,20,8.09273928419978,7.01544418947131,1.0772950947284698,0.35,0.45,"[5.819098365306854, 5.747537767887115, 10.466639494895935]","[0.2, 0.3, 0.25]","[0.016263236318315777, 0.060352659225463866, 0.020424060821533196]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,24,12000,selection,12,9.371326534567803,9.35342547160241,0.017901062965393066,0.75,0.25,"[6.540921767552693, 5.553939421971639, 11.080469290415445]","[0.25, 0.0, 0.0]","[0.0035802182697114437, 0.0, 0.0]"
DiagReachK3,180,W2,RS,raw,shaped,development_DiagReachK3_s180_W2_RS,24,12000,acceptance,8,9.532650969692622,9.532650969692622,0.0,1.0,0.0,"[6.421566605567932, 5.857280373573303, 11.2724609375]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,0,480,exploration,20,3.995492234220728,3.810164734115824,0.18532750010490417,0.05,0.15,"[1.2264814153313637, 2.8878522530198096, 2.897287717461586]","[0.0, 0.15, 0.05]","[0.0, 0.012627634635338414, 0.0034752922058105427]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,0,480,selection,12,4.361258044169517,4.361258044169517,0.0,0.0,0.0,"[0.7704618573188782, 1.4890869781374931, 1.6708193520704906]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,0,480,acceptance,8,4.618351698959668,4.618351698959668,0.0,0.0,0.0,"[1.1238103359937668, 1.6619440354406834, 2.1447047516703606]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,1,960,exploration,20,5.4875330593861875,5.371879321006709,0.11565373837947845,0.2,0.1,"[2.3469162434339523, 3.2861917495727537, 4.390116551518441]","[0.05, 0.05, 0.0]","[0.0030140944889613607, 0.00467030085050143, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,1,960,selection,12,7.420288492320832,7.420288492320832,0.0,0.6666666666666666,0.0,"[3.6810931861400604, 3.2478461265563965, 6.058656295140584]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,1,960,acceptance,8,7.464579817539925,7.464579817539925,0.0,0.5,0.0,"[3.9691671431064606, 3.3193438351154327, 6.40090474486351]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,2,1440,exploration,20,6.7665326383977655,6.101425283876013,0.6651073545217514,0.3,0.25,"[4.495903199911117, 3.8987576603889464, 7.250419855117798]","[0.15, 0.1, 0.1]","[0.029817737851824077, 0.016681282336895274, 0.00564870834350586]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,2,1440,selection,12,8.545887902025909,8.31743581557724,0.22845208644866943,0.6666666666666666,0.3333333333333333,"[6.55680791536967, 4.182910939057668, 9.761882384618124]","[0.3333333333333333, 0.0, 0.0]","[0.03797296115330288, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,2,1440,acceptance,8,8.495826028427109,8.495826028427109,0.0,1.0,0.0,"[5.866517245769501, 4.141255259513855, 9.025993466377258]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,3,1920,exploration,20,6.797767075612209,5.367215710594318,1.430551365017891,0.3,0.2,"[5.1488637894392015, 3.335831940174103, 7.1505441725254055]","[0.15, 0.1, 0.1]","[0.06566237722124371, 0.0064947091616117, 0.027692504882812507]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,3,1920,selection,12,8.294383552251384,8.294383552251384,0.0,1.0,0.0,"[5.489547808965047, 3.761216461658478, 8.298977176348368]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,3,1920,acceptance,8,8.529490848141723,8.529490848141723,0.0,1.0,0.0,"[6.342618107795715, 4.003138720989227, 9.351101160049438]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,4,2400,exploration,20,6.510785319157877,6.001424782224931,0.5093605369329453,0.15,0.3,"[4.533877688646316, 3.9269538074731827, 7.277371764183044]","[0.2, 0.1, 0.05]","[0.029110346521650045, 0.022050839204054616, 0.006553146362304685]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,4,2400,selection,12,8.62332906142498,8.456396890835215,0.16693217058976492,0.6666666666666666,0.3333333333333333,"[6.799398382504781, 4.2126192053159075, 10.009843826293945]","[0.3333333333333333, 0.0, 0.0]","[0.02991365251087008, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,4,2400,acceptance,8,8.608935820625629,8.608935820625629,0.0,1.0,0.0,"[6.428909540176392, 4.186267971992493, 9.620002508163452]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,5,2880,exploration,20,7.055785945633543,6.007938764074934,1.047847181558609,0.4,0.4,"[5.214889098703861, 4.17543717622757, 8.21456889808178]","[0.25, 0.2, 0.15]","[0.05354366302490234, 0.02897286781897911, 0.013866226196289067]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,5,2880,selection,12,8.650831887242385,8.585203795748143,0.06562809149424235,0.6666666666666666,0.3333333333333333,"[6.430559118588765, 4.304315825303395, 9.717764218648275]","[0.3333333333333333, 0.0, 0.0]","[0.01312561829884847, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,5,2880,acceptance,8,8.812044356006663,8.812044356006663,0.0,1.0,0.0,"[6.168574869632721, 4.717548847198486, 9.85833466053009]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,6,3360,exploration,20,7.030236802682047,6.068335987314349,0.9619008153676987,0.3,0.15,"[4.465350604057312, 4.621954983472824, 7.926369047164917]","[0.1, 0.15, 0.1]","[0.01419026170458112, 0.028242899821354795, 0.018234718322753907]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,6,3360,selection,12,8.788547680065191,8.788547680065191,0.0,1.0,0.0,"[5.635657588640849, 4.555238962173462, 9.17235016822815]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,6,3360,acceptance,8,9.008489701594225,9.008489701594225,0.0,1.0,0.0,"[5.503625869750977, 5.172388434410095, 9.631328105926514]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,7,3840,exploration,20,7.183415599993896,6.483711697987745,0.6997039020061493,0.4,0.3,"[4.601455307006836, 4.880434560775757, 8.256479501724243]","[0.1, 0.25, 0.05]","[0.005922116552080437, 0.054279246697059046, 0.01152084350585938]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,7,3840,selection,12,8.74469909989857,8.74469909989857,0.0,1.0,0.0,"[5.493797779083252, 4.553172667821248, 9.01907722155253]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,7,3840,acceptance,8,8.966292680520565,8.966292680520565,0.0,1.0,0.0,"[5.4096808433532715, 5.14194130897522, 9.5069899559021]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,8,4320,exploration,20,7.116942682369117,6.359932580097084,0.7570101022720337,0.35,0.3,"[4.5299455121159555, 4.668290221691132, 7.878115338087082]","[0.2, 0.1, 0.1]","[0.049242046901157924, 0.004027296946598935, 0.010436759948730468]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,8,4320,selection,12,8.880924234464569,8.880924234464569,0.0,1.0,0.0,"[5.0897732973098755, 5.169566750526428, 9.237131754557291]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,8,4320,acceptance,8,8.9581422810792,8.9581422810792,0.0,1.0,0.0,"[5.344461560249329, 5.552899241447449, 9.85761046409607]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,9,4800,exploration,20,7.278349982318469,4.727794574317522,2.550555408000946,0.35,0.35,"[5.1786657810211185, 4.668255907297135, 8.529451626539231]","[0.25, 0.15, 0.15]","[0.06951253073556084, 0.054751689617450416, 0.0289005012512207]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,9,4800,selection,12,8.772045457882147,8.772045457882147,0.0,1.0,0.0,"[5.258212169011434, 4.779673218727112, 8.994571288426718]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,9,4800,acceptance,8,8.97539069217164,8.97539069217164,0.0,1.0,0.0,"[5.442589521408081, 5.141660809516907, 9.518060207366943]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,10,5280,exploration,20,6.93822705762697,6.335157722404726,0.6030693352222443,0.3,0.4,"[4.979758334159851, 4.003305569291115, 7.870042312145233]","[0.25, 0.15, 0.05]","[0.04534951618739537, 0.018299022087684035, 0.004992744445800779]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,10,5280,selection,12,9.255812420659156,9.222732140832038,0.03308027982711792,0.6666666666666666,0.3333333333333333,"[5.8102876742680865, 5.7181886831919355, 10.451323827107748]","[0.25, 0.3333333333333333, 0.16666666666666666]","[0.0022055705388387046, 0.003564553383069158, 0.0008459409077962166]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,10,5280,acceptance,8,8.965163245069562,8.965163245069562,0.0,1.0,0.0,"[5.2073840498924255, 5.247885823249817, 9.369007110595703]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,11,5760,exploration,20,7.671860959961778,6.5929905740765395,1.0788703858852386,0.5,0.45,"[5.331188952922821, 5.241884577274322, 9.345002937316895]","[0.2, 0.3, 0.1]","[0.01763518878391811, 0.06593587581927961, 0.020096984863281254]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,11,5760,selection,12,8.608288980837642,8.608288980837642,0.0,1.0,0.0,"[4.731413781642914, 4.784790476163228, 8.460824092229208]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,11,5760,acceptance,8,8.996717334364075,8.996717334364075,0.0,1.0,0.0,"[4.861737847328186, 5.305302977561951, 9.081347703933716]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,12,6240,exploration,20,7.151721011963092,7.147239130106174,0.004481881856918335,0.6,0.05,"[3.9557716593146326, 4.523867070674896, 7.270441043376922]","[0.0, 0.05, 0.0]","[0.0, 0.0008963768298809293, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,12,6240,selection,12,9.10162573282408,9.10162573282408,0.0,1.0,0.0,"[5.605296015739441, 5.4394108057022095, 9.984904289245605]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,12,6240,acceptance,8,9.11894259880064,9.11894259880064,0.0,1.0,0.0,"[5.701726615428925, 5.516951143741608, 10.14765465259552]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,13,6720,exploration,20,7.232891916290972,7.031815319315648,0.20107659697532654,0.35,0.25,"[5.222489660978317, 4.202744591236114, 8.258033549785614]","[0.15, 0.15, 0.1]","[0.012918492725917274, 0.013160342436570382, 0.0022655448913574184]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,13,6720,selection,12,9.362965218055372,9.362965218055372,0.0,1.0,0.0,"[6.21992027759552, 5.814637660980225, 11.006571610768637]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,13,6720,acceptance,8,9.340390813647536,9.340390813647536,0.0,1.0,0.0,"[6.130403935909271, 5.851820290088654, 10.940642833709717]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,14,7200,exploration,20,7.455210006488487,6.130883051706478,1.3243269547820091,0.35,0.3,"[4.673698955774308, 5.29005982875824, 8.660313951969147]","[0.2, 0.1, 0.15]","[0.060210881914411284, 0.028042778602013218, 0.009213653564453129]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,14,7200,selection,12,9.258183548382172,9.258183548382172,0.0,1.0,0.0,"[5.255484978357951, 6.226822257041931, 10.372690359751383]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,14,7200,acceptance,8,9.414595965959597,9.414595965959597,0.0,1.0,0.0,"[6.053022265434265, 6.147430896759033, 11.143145322799683]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,15,7680,exploration,20,8.079621850477997,7.078210159169975,1.0014116913080215,0.35,0.5,"[5.894398200511932, 5.510625565052033, 10.212008953094482]","[0.4, 0.25, 0.15]","[0.031002749715532584, 0.041169698421771705, 0.012943225860595698]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,15,7680,selection,12,9.303321913047695,9.303321913047695,0.0,1.0,0.0,"[5.65159273147583, 5.764456232388814, 10.370025475819906]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,15,7680,acceptance,8,9.40697098717792,9.40697098717792,0.0,1.0,0.0,"[6.071789741516113, 6.194708585739136, 11.202945947647095]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,16,8160,exploration,20,7.631610330248951,7.148924123550533,0.48268620669841766,0.35,0.25,"[5.393461918830871, 5.159130081534386, 9.253374099731445]","[0.15, 0.15, 0.15]","[0.009381808553423198, 0.01528965143057016, 0.0045693588256836]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,16,8160,selection,12,9.462493303480247,9.404075436852873,0.05841786662737528,0.6666666666666666,0.3333333333333333,"[6.0221565167109175, 6.438863158226013, 11.399463097254435]","[0.0, 0.3333333333333333, 0.0]","[0.0, 0.009803851445515951, 0.0]"
DiagReachK3,180,W2,SR,shaped,raw,development_DiagReachK3_s180_W2_SR,16,8160,acceptance,8,9.413275584834627,9.413275584834627,0.0,1.0,0.0,"[5.933650970458984, 6.2254263162612915, 11.104732036590576]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
