env,seed,metric,combo,inner_reward,outer_reward,job,cycle,steps,phase,episodes,raw_reward,shaped_reward,penalty,joint,any_event,cost_mean,event,excess
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,19,9600,selection,12,8.992206288885578,8.988803608726963,0.0034026801586151123,0.8333333333333334,0.16666666666666666,"[5.319427053133647, 5.342333952585856]","[0.0, 0.16666666666666666]","[0.0, 0.0006805393430921828]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,19,9600,acceptance,8,8.961184266824421,8.961184266824421,0.0,1.0,0.0,"[5.507345974445343, 5.174623548984528]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,20,10080,exploration,20,7.699406868678052,7.027327573758084,0.6720792949199677,0.35,0.35,"[5.264466965198517, 4.89123772084713]","[0.2, 0.2]","[0.03137543996175131, 0.022144973278045665]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,20,10080,selection,12,8.891485513444485,8.891485513444485,0.0,1.0,0.0,"[5.1747065782547, 5.268529335657756]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,20,10080,acceptance,8,9.04528523644176,9.04528523644176,0.0,1.0,0.0,"[5.268327176570892, 5.5891295075416565]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,21,10560,exploration,20,7.740197603371927,6.685523231294937,1.0546743720769882,0.2,0.5,"[4.753304499387741, 5.7829905390739444]","[0.2, 0.5]","[0.018092481295267738, 0.08589670260747276]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,21,10560,selection,12,8.784239694576597,8.784239694576597,0.0,1.0,0.0,"[5.046585520108541, 5.330335418383281]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,21,10560,acceptance,8,9.070279779186103,9.070279779186103,0.0,1.0,0.0,"[5.096447229385376, 5.843387842178345]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,22,11040,exploration,20,7.724155831014505,5.5728480246418615,2.1513078063726425,0.2,0.4,"[5.377531772851944, 5.1822498679161075]","[0.35, 0.3]","[0.08695229689280191, 0.05042630831400554]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,22,11040,selection,12,8.644077371782828,8.644077371782828,0.0,1.0,0.0,"[4.717154661814372, 5.22684903939565]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,22,11040,acceptance,8,9.097063936344238,9.097063936344238,0.0,1.0,0.0,"[5.192832946777344, 5.876990914344788]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,23,11520,exploration,20,7.5009646663325835,6.73999078067718,0.7609738856554031,0.25,0.3,"[4.6260936796665195, 5.150426822900772]","[0.15, 0.25]","[0.028836123148600255, 0.04248389005661011]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,23,11520,selection,12,9.192884225215613,9.15721382554978,0.03567039966583252,0.6666666666666666,0.3333333333333333,"[5.533339103062947, 5.743988235791524]","[0.08333333333333333, 0.25]","[0.0012467304865519206, 0.005542986922793924]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,23,11520,acceptance,8,9.086373027683429,9.086373027683429,0.0,1.0,0.0,"[5.220510721206665, 5.847280025482178]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,24,12000,exploration,20,7.801217589762527,5.928958412494977,1.8722591772675514,0.4,0.45,"[4.754708755016327, 5.285186362266541]","[0.25, 0.3]","[0.05622865756352743, 0.07545167207717897]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,24,12000,selection,12,8.859726677857543,8.859726677857543,0.0,1.0,0.0,"[5.11594021320343, 5.340229153633118]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SR,shaped,raw,development_DiagReachK2_s186_W2_SR,24,12000,acceptance,8,9.094830394830206,9.094830394830206,0.0,1.0,0.0,"[5.305732071399689, 5.864996373653412]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,0,480,exploration,20,5.246067511015572,3.8507704456383367,1.3952970653772354,0.05,0.25,"[3.922432190179825, 1.9191131234169005]","[0.15, 0.1]","[0.055571293830871574, 0.029069276650746666]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,0,480,selection,12,5.621955160067106,5.621955160067106,0.0,0.0,0.0,"[5.1119435628255205, 0.042168830831845604]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,0,480,acceptance,8,5.489584336266853,5.489584336266853,0.0,0.0,0.0,"[5.060652732849121, 0.04153243452310562]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,1,960,exploration,20,5.092629400142468,3.1132463189447295,1.9793830811977386,0.05,0.45,"[4.590684352815151, 1.3126626953482627]","[0.4, 0.05]","[0.1287890315055847, 0.010585240523020423]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,1,960,selection,12,6.320199676983369,6.320199676983369,0.0,0.0,0.0,"[4.576103766759236, 0.5025504479805628]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,1,960,acceptance,8,6.173680194898043,6.173680194898043,0.0,0.0,0.0,"[4.573711097240448, 0.40796736627817154]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,2,1440,exploration,20,4.582981841433794,3.8041458891518416,0.7788359522819519,0.05,0.3,"[3.7855286046862604, 1.6609622165560722]","[0.3, 0.0]","[0.061109916369120276, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,2,1440,selection,12,7.189091697203305,6.825372606383946,0.3637190908193588,0.0,0.3333333333333333,"[5.526375889778137, 1.3982614825169246]","[0.3333333333333333, 0.0]","[0.05094046062893337, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,2,1440,acceptance,8,6.558062147034798,6.558062147034798,0.0,0.0,0.0,"[4.624812066555023, 0.6401235349476337]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,3,1920,exploration,20,5.627372986539267,3.980397379859351,1.6469756066799164,0.25,0.4,"[4.525636598467827, 2.2290806084871293]","[0.35, 0.1]","[0.10871658722559614, 0.024415675799051927]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,3,1920,selection,12,6.609795546438545,6.609795546438545,0.0,0.0,0.0,"[4.3815882205963135, 0.8926718980073929]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,3,1920,acceptance,8,6.823826224048389,6.823826224048389,0.0,0.0,0.0,"[5.018557906150818, 0.8559921681880951]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,4,2400,exploration,20,6.017000514832326,4.178481597271748,1.8385189175605774,0.1,0.35,"[4.897385086119175, 2.636955815553665]","[0.3, 0.05]","[0.1035085678100586, 0.006156408786773681]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,4,2400,selection,12,7.534146779314386,7.534146779314386,0.0,0.6666666666666666,0.0,"[4.567789276440938, 2.2335933645566306]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,4,2400,acceptance,8,7.467240723220129,7.467240723220129,0.0,0.5,0.0,"[4.6171682476997375, 2.2059267163276672]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,5,2880,exploration,20,5.990323438829945,5.518300234860943,0.47202320396900177,0.1,0.25,"[4.196173363924027, 2.411386287212372]","[0.2, 0.05]","[0.0299816886583964, 0.017885303497314452]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,5,2880,selection,12,8.039682663373894,8.039682663373894,0.0,1.0,0.0,"[4.812453925609589, 3.232298115889231]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,5,2880,acceptance,8,8.147654200456598,8.147654200456598,0.0,1.0,0.0,"[4.905439615249634, 3.419504225254059]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,6,3360,exploration,20,6.9983745581423875,6.57920922999736,0.41916532814502716,0.25,0.35,"[4.86168919801712, 3.427542173862457]","[0.3, 0.05]","[0.03406381607055664, 0.008111766974131263]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,6,3360,selection,12,8.941180149404317,8.938315997211248,0.002864152193069458,0.8333333333333334,0.16666666666666666,"[5.840933362642924, 4.5053516030311584]","[0.16666666666666666, 0.0]","[0.0005728271272447313, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,6,3360,acceptance,8,8.7880080286704,8.786382013960928,0.0016260147094726562,0.875,0.125,"[5.798310875892639, 4.129449039697647]","[0.125, 0.0]","[0.00032520294189453125, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,7,3840,exploration,20,6.65874861538061,5.193103033896769,1.465645581483841,0.25,0.35,"[5.112048861384392, 3.3996853813529015]","[0.35, 0.05]","[0.09189730485280355, 0.0036243915557861326]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,7,3840,selection,12,8.348003797537588,8.348003797537588,0.0,1.0,0.0,"[5.04851770401001, 3.6364184419314065]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,7,3840,acceptance,8,8.51447344621829,8.51447344621829,0.0,1.0,0.0,"[5.625268936157227, 3.6145783066749573]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,8,4320,exploration,20,6.828550898581743,5.765540578514337,1.0630103200674057,0.1,0.45,"[4.882529222965241, 3.676366703212261]","[0.25, 0.2]","[0.04265010356903075, 0.017955692609151197]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,8,4320,selection,12,8.347522557331649,8.347522557331649,0.0,1.0,0.0,"[4.853286266326904, 3.9138092001279197]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,8,4320,acceptance,8,8.480374019739157,8.480374019739157,0.0,1.0,0.0,"[5.0092578530311584, 4.21478009223938]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,9,4800,exploration,20,7.056776814314361,6.747414358111856,0.309362456202507,0.4,0.25,"[4.176150977611542, 4.434609389305114]","[0.1, 0.2]","[0.019035192330678297, 0.020086467266082764]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,9,4800,selection,12,8.629325249754583,8.624049642645513,0.005275607109069824,0.8333333333333334,0.16666666666666666,"[4.534965833028157, 5.146040042241414]","[0.0, 0.16666666666666666]","[0.0, 0.0010551214218139648]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,9,4800,acceptance,8,8.545957472649025,8.545957472649025,0.0,1.0,0.0,"[4.4818408489227295, 5.179715514183044]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,10,5280,exploration,20,6.584891922853712,6.507041074417357,0.07785084843635559,0.3,0.1,"[3.7815873622894287, 3.344671070575714]","[0.05, 0.05]","[0.0033260265986124636, 0.0019306818644205693]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,10,5280,selection,12,8.890792370537655,8.811659207641817,0.07913316289583842,0.6666666666666666,0.3333333333333333,"[4.994779706001282, 5.357710043589274]","[0.0, 0.3333333333333333]","[0.0, 0.014103922579023561]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,10,5280,acceptance,8,8.722529645818394,8.722529645818394,0.0,1.0,0.0,"[4.83933025598526, 5.042040765285492]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,11,5760,exploration,20,7.43225636022791,6.263537709290832,1.1687186509370804,0.5,0.4,"[5.058258485794068, 4.148403853178024]","[0.2, 0.2]","[0.03488951126734415, 0.03953997294108073]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,11,5760,selection,12,8.55750924373311,8.55750924373311,0.0,1.0,0.0,"[4.893146912256877, 4.429372668266296]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,11,5760,acceptance,8,8.847671928566763,8.847671928566763,0.0,1.0,0.0,"[5.192870497703552, 4.902961611747742]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,12,6240,exploration,20,7.151188922601287,5.572784153299871,1.5784047693014145,0.25,0.45,"[5.445619916915893, 3.4288634285330772]","[0.35, 0.15]","[0.09540921052296956, 0.022652979691823328]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,12,6240,selection,12,8.580072816248748,8.580072816248748,0.0,1.0,0.0,"[4.555825849374135, 4.986495574315389]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,12,6240,acceptance,8,8.838014373909676,8.838014373909676,0.0,1.0,0.0,"[5.20779025554657, 4.906143069267273]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,13,6720,exploration,20,7.295719877049561,6.419103071257704,0.8766168057918549,0.45,0.25,"[5.058075976371765, 3.819912374019623]","[0.25, 0.05]","[0.04705034494400023, 0.011855173110961913]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,13,6720,selection,12,8.608719248851536,8.608719248851536,0.0,1.0,0.0,"[4.643388827641805, 4.798234621683757]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,13,6720,acceptance,8,8.830582123278145,8.830582123278145,0.0,1.0,0.0,"[5.125064969062805, 4.846155166625977]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,14,7200,exploration,20,7.335242243745595,6.4384793958452065,0.8967628479003906,0.2,0.5,"[5.5646523356437685, 3.853421485424042]","[0.4, 0.1]","[0.07703461249669394, 0.0020524382591247557]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,14,7200,selection,12,8.630829909044405,8.630829909044405,0.0,1.0,0.0,"[4.682360927263896, 4.794171690940857]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,14,7200,acceptance,8,8.921123642486215,8.921123642486215,0.0,1.0,0.0,"[5.243839263916016, 4.933568596839905]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,15,7680,exploration,20,7.261442679387983,5.666955206019337,1.5944874733686447,0.3,0.45,"[5.294814175367355, 4.25603566467762]","[0.3, 0.2]","[0.06513926585515341, 0.05369574626286824]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,15,7680,selection,12,8.769006860136598,8.769006860136598,0.0,1.0,0.0,"[5.250012119611104, 4.5057627360026045]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,15,7680,acceptance,8,8.887517461026897,8.887517461026897,0.0,1.0,0.0,"[5.338589072227478, 4.875428318977356]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,16,8160,exploration,20,7.647655129891357,6.423405439120252,1.224249690771103,0.3,0.5,"[4.988154196739197, 4.540673804283142]","[0.3, 0.2]","[0.07410538196563721, 0.014351769288380934]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,16,8160,selection,12,8.444323633348782,8.444323633348782,0.0,1.0,0.0,"[4.697321653366089, 4.661280592282613]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,16,8160,acceptance,8,8.956460927272566,8.956460927272566,0.0,1.0,0.0,"[5.4260149002075195, 4.920727252960205]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,17,8640,exploration,20,7.740872591338702,6.094687133632251,1.6461854577064514,0.3,0.55,"[5.378362703323364, 4.491407114267349]","[0.4, 0.25]","[0.0678692619005839, 0.049195679028828945]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,17,8640,selection,12,8.457373040163992,8.457373040163992,0.0,1.0,0.0,"[4.981239318847656, 4.302847941716512]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,17,8640,acceptance,8,8.921269815620326,8.921269815620326,0.0,1.0,0.0,"[5.570629239082336, 4.8877458572387695]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,18,9120,exploration,20,7.660275770596927,6.776078341774408,0.8841974288225174,0.45,0.35,"[5.4608074426651, 4.059080192446709]","[0.25, 0.15]","[0.04132847785949707, 0.017382721106211342]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,18,9120,selection,12,8.794369214391347,8.794369214391347,0.0,1.0,0.0,"[5.046861847241719, 4.917745232582092]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,18,9120,acceptance,8,8.886751183404341,8.886751183404341,0.0,1.0,0.0,"[5.442858338356018, 4.858523368835449]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,19,9600,exploration,20,7.600475695673957,7.109908026401534,0.4905676692724228,0.3,0.35,"[5.2443962931633, 4.165887957811355]","[0.25, 0.15]","[0.032888456185658776, 0.019369264443715405]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,19,9600,selection,12,8.992206288885578,8.988803608726963,0.0034026801586151123,0.8333333333333334,0.16666666666666666,"[5.319427053133647, 5.342333952585856]","[0.0, 0.16666666666666666]","[0.0, 0.0006805393430921828]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,19,9600,acceptance,8,8.961184266824421,8.961184266824421,0.0,1.0,0.0,"[5.507345974445343, 5.174623548984528]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,20,10080,exploration,20,7.699406868678052,7.027327573758084,0.6720792949199677,0.35,0.35,"[5.264466965198517, 4.89123772084713]","[0.2, 0.2]","[0.03137543996175131, 0.022144973278045665]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,20,10080,selection,12,8.891485513444485,8.891485513444485,0.0,1.0,0.0,"[5.1747065782547, 5.268529335657756]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,20,10080,acceptance,8,9.04528523644176,9.04528523644176,0.0,1.0,0.0,"[5.268327176570892, 5.5891295075416565]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,21,10560,exploration,20,7.740197603371927,6.685523231294937,1.0546743720769882,0.2,0.5,"[4.753304499387741, 5.7829905390739444]","[0.2, 0.5]","[0.018092481295267738, 0.08589670260747276]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,21,10560,selection,12,8.784239694576597,8.784239694576597,0.0,1.0,0.0,"[5.046585520108541, 5.330335418383281]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,21,10560,acceptance,8,9.070279779186103,9.070279779186103,0.0,1.0,0.0,"[5.096447229385376, 5.843387842178345]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,22,11040,exploration,20,7.724155831014505,5.5728480246418615,2.1513078063726425,0.2,0.4,"[5.377531772851944, 5.1822498679161075]","[0.35, 0.3]","[0.08695229689280191, 0.05042630831400554]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,22,11040,selection,12,8.644077371782828,8.644077371782828,0.0,1.0,0.0,"[4.717154661814372, 5.22684903939565]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,22,11040,acceptance,8,9.097063936344238,9.097063936344238,0.0,1.0,0.0,"[5.192832946777344, 5.876990914344788]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,23,11520,exploration,20,7.5009646663325835,6.73999078067718,0.7609738856554031,0.25,0.3,"[4.6260936796665195, 5.150426822900772]","[0.15, 0.25]","[0.028836123148600255, 0.04248389005661011]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,23,11520,selection,12,9.192884225215613,9.15721382554978,0.03567039966583252,0.6666666666666666,0.3333333333333333,"[5.533339103062947, 5.743988235791524]","[0.08333333333333333, 0.25]","[0.0012467304865519206, 0.005542986922793924]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,23,11520,acceptance,8,9.086373027683429,9.086373027683429,0.0,1.0,0.0,"[5.220510721206665, 5.847280025482178]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,24,12000,exploration,20,7.801217589762527,5.928958412494977,1.8722591772675514,0.4,0.45,"[4.754708755016327, 5.285186362266541]","[0.25, 0.3]","[0.05622865756352743, 0.07545167207717897]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,24,12000,selection,12,8.859726677857543,8.859726677857543,0.0,1.0,0.0,"[5.11594021320343, 5.340229153633118]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,186,W2,SS,shaped,shaped,development_DiagReachK2_s186_W2_SS,24,12000,acceptance,8,9.094830394830206,9.094830394830206,0.0,1.0,0.0,"[5.305732071399689, 5.864996373653412]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,0,480,exploration,20,6.424785625101068,4.265839304686525,2.158946320414543,0.2,0.4,"[4.442942391335964, 3.6377375394105913]","[0.2, 0.2]","[0.09764036337534586, 0.03919123013814291]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,0,480,selection,12,8.840215956171354,8.732888604203861,0.1073273519674937,0.6666666666666666,0.3333333333333333,"[5.69846248626709, 4.976629734039307]","[0.25, 0.08333333333333333]","[0.020992590321434874, 0.0004728833834330241]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,0,480,acceptance,8,8.527310009743088,8.527310009743088,0.0,1.0,0.0,"[5.57823634147644, 4.221619129180908]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,1,960,exploration,20,6.317209709535819,3.1650437899935056,3.1521659195423126,0.15,0.55,"[4.43487134128809, 4.425499394536018]","[0.35, 0.3]","[0.16576640208562216, 0.06015518506368002]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,1,960,selection,12,8.186839994493251,7.745911704205597,0.4409282902876536,0.3333333333333333,0.3333333333333333,"[5.035384972890218, 4.4102267026901245]","[0.3333333333333333, 0.0]","[0.06320751375622219, 0.0]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,1,960,acceptance,8,8.600977857131511,8.600977857131511,0.0,1.0,0.0,"[5.454381585121155, 4.26933753490448]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,2,1440,exploration,20,5.9017033016495395,4.623467799108474,1.2782355025410652,0.4,0.2,"[3.631485065817833, 3.408883085846901]","[0.1, 0.15]","[0.03723158836364746, 0.050667405128479004]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,2,1440,selection,12,8.440146475316334,8.232855105679482,0.20729136963685355,0.6666666666666666,0.3333333333333333,"[5.979894081751506, 3.9453243811925254]","[0.3333333333333333, 0.0]","[0.03670874569151137, 0.0]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,2,1440,acceptance,8,8.570180071657525,8.570180071657525,0.0,1.0,0.0,"[5.450414180755615, 4.215962171554565]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,3,1920,exploration,20,5.999298137034639,4.582100060190424,1.4171980768442154,0.05,0.2,"[3.904589319229126, 3.5034965887665748]","[0.1, 0.15]","[0.02665252288182577, 0.05766008694966633]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,3,1920,selection,12,8.530424267596876,8.033678711003935,0.4967455565929413,0.3333333333333333,0.6666666666666666,"[6.344672799110413, 4.40258127450943]","[0.6666666666666666, 0.0]","[0.08747331301371257, 0.0]"
DiagReachK2,187,KL,RR,raw,raw,development_DiagReachK2_s187_KL_RR,3,1920,acceptance,8,8.543914220342412,8.543914220342412,0.0,1.0,0.0,"[5.5321044921875, 4.33285129070282]","[0.0, 0.0]","[0.0, 0.0]"
