job,env,metric,combo,seed,cycle,channel,episodes,events,zero_event,all_event,firsthit_adv_zero,continuous_adv_zero,firsthit_adv_std,continuous_adv_std
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,0,0,20,3,False,False,False,False,0.3556690216064453,1.8187236785888672
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,0,1,20,2,False,False,False,False,0.29656389355659485,1.823671579360962
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,1,0,20,8,False,False,False,False,0.4923233091831207,2.433228015899658
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,1,1,20,1,False,False,False,False,0.21964886784553528,1.310739278793335
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,2,0,20,6,False,False,False,False,0.47221994400024414,2.338338613510132
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,2,1,20,0,True,False,True,False,0.0,1.196506142616272
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,3,0,20,7,False,False,False,False,0.4828546941280365,2.3882553577423096
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,3,1,20,2,False,False,False,False,0.30310797691345215,1.6955299377441406
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,4,0,20,6,False,False,False,False,0.4532635509967804,2.114738702774048
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,4,1,20,1,False,False,False,False,0.22941575944423676,1.5100525617599487
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,5,0,20,4,False,False,False,False,0.41330593824386597,1.653361439704895
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,5,1,20,1,False,False,False,False,0.21964886784553528,1.3238775730133057
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,6,0,20,6,False,False,False,False,0.4775668978691101,1.188995122909546
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,6,1,20,1,False,False,False,False,0.22941572964191437,1.3122711181640625
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,7,0,20,7,False,False,False,False,0.4878486394882202,1.873901128768921
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,7,1,20,1,False,False,False,False,0.22941577434539795,1.2941901683807373
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,8,0,20,5,False,False,False,False,0.4440017640590668,1.1949177980422974
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,8,1,20,4,False,False,False,False,0.41747382283210754,1.5926570892333984
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,9,0,20,2,False,False,False,False,0.3095136880874634,1.3236712217330933
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,9,1,20,4,False,False,False,False,0.41747382283210754,1.4224858283996582
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,10,0,20,1,False,False,False,False,0.22941572964191437,1.310520887374878
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,10,1,20,1,False,False,False,False,0.22941572964191437,1.2741620540618896
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,11,0,20,4,False,False,False,False,0.4138640761375427,1.1395899057388306
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,11,1,20,4,False,False,False,False,0.40169307589530945,1.3790171146392822
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,12,0,20,7,False,False,False,False,0.4847632348537445,1.543419361114502
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,12,1,20,3,False,False,False,False,0.3659061789512634,1.5929265022277832
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,13,0,20,5,False,False,False,False,0.4429607391357422,1.2184780836105347
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,13,1,20,1,False,False,False,False,0.20942695438861847,1.0332573652267456
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,14,0,20,8,False,False,False,False,0.5027624368667603,1.1555873155593872
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,14,1,20,2,False,False,False,False,0.31578949093818665,1.0647695064544678
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,15,0,20,6,False,False,False,False,0.47221997380256653,1.453877329826355
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,15,1,20,4,False,False,False,False,0.39938780665397644,1.8100056648254395
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,16,0,20,6,False,False,False,False,0.4673059582710266,1.6246925592422485
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,16,1,20,4,False,False,False,False,0.42105260491371155,1.3424839973449707
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,17,0,20,8,False,False,False,False,0.5098294615745544,1.2505135536193848
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,17,1,20,5,False,False,False,False,0.4310758709907532,1.3805452585220337
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,18,0,20,5,False,False,False,False,0.4413945972919464,0.8461026549339294
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,18,1,20,3,False,False,False,False,0.36653652787208557,1.3894716501235962
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,19,0,20,5,False,False,False,False,0.4458177387714386,0.8791543245315552
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,19,1,20,3,False,False,False,False,0.3659061789512634,1.3326070308685303
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,20,0,20,4,False,False,False,False,0.40853092074394226,0.8838418126106262
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,20,1,20,4,False,False,False,False,0.4138640761375427,1.2510560750961304
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,21,0,20,4,False,False,False,False,0.42105260491371155,1.3199912309646606
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,21,1,20,10,False,False,False,False,0.5199172496795654,1.3298194408416748
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,22,0,20,7,False,False,False,False,0.48261559009552,1.4925788640975952
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,22,1,20,6,False,False,False,False,0.47221997380256653,1.2260961532592773
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,23,0,20,3,False,False,False,False,0.3598629832267761,1.2953952550888062
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,23,1,20,5,False,False,False,False,0.4468521177768707,1.3439494371414185
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,24,0,20,5,False,False,False,False,0.4413945972919464,1.4934338331222534
development_DiagReachK2_s186_W2_SS,DiagReachK2,W2,SS,186,24,1,20,6,False,False,False,False,0.46358630061149597,1.42246675491333
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,0,0,20,4,False,False,False,False,0.3804429769515991,2.252372980117798
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,0,1,20,4,False,False,False,False,0.40054211020469666,1.9539366960525513
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,1,0,20,7,False,False,False,False,0.4680463671684265,2.9330673217773438
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,1,1,20,6,False,False,False,False,0.46631696820259094,1.7612600326538086
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,2,0,20,2,False,False,False,False,0.3023454248905182,1.9034441709518433
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,2,1,20,3,False,False,False,False,0.35696470737457275,1.9759602546691895
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,3,0,20,2,False,False,False,False,0.3023454248905182,1.3518705368041992
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,3,1,20,3,False,False,False,False,0.33803242444992065,1.9483553171157837
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,4,0,20,9,False,False,False,False,0.5159058570861816,2.29085636138916
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,4,1,20,2,False,False,False,False,0.29578450322151184,1.4762461185455322
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,5,0,20,2,False,False,False,False,0.309513658285141,1.435721516609192
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,5,1,20,0,True,False,True,False,0.0,1.151611566543579
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,6,0,20,1,False,False,False,False,0.1873171478509903,1.9795401096343994
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,6,1,20,6,False,False,False,False,0.451221764087677,2.205078125
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,7,0,20,8,False,False,False,False,0.4918542206287384,1.8510359525680542
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,7,1,20,3,False,False,False,False,0.3617822825908661,1.603552222251892
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,8,0,20,5,False,False,False,False,0.43214553594589233,2.2151429653167725
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,8,1,20,4,False,False,False,False,0.4054112434387207,1.5430481433868408
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,9,0,20,8,False,False,False,False,0.49582743644714355,2.678471803665161
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,9,1,20,7,False,False,False,False,0.49208882451057434,1.617133617401123
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,10,0,20,3,False,False,False,False,0.3507675230503082,2.093993663787842
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,10,1,20,8,False,False,False,False,0.5071055293083191,1.7203198671340942
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,11,0,20,5,False,False,False,False,0.4216005206108093,2.3762154579162598
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,11,1,20,6,False,False,False,False,0.46358630061149597,1.6560406684875488
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,12,0,20,8,False,False,False,False,0.49466219544410706,2.2218849658966064
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,12,1,20,6,False,False,False,False,0.4565618634223938,1.527809977531433
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,13,0,20,6,False,False,False,False,0.4673059582710266,2.227842330932617
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,13,1,20,4,False,False,False,False,0.4048413932323456,1.8359371423721313
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,14,0,20,5,False,False,False,False,0.4468521177768707,1.596773386001587
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,14,1,20,6,False,False,False,False,0.46433261036872864,2.0332040786743164
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,15,0,20,6,False,False,False,False,0.4512217938899994,2.0940165519714355
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,15,1,20,6,False,False,False,False,0.45453497767448425,1.983401894569397
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,16,0,20,6,False,False,False,False,0.467305988073349,2.36342716217041
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,16,1,20,2,False,False,False,False,0.30310797691345215,1.6493598222732544
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,17,0,20,7,False,False,False,False,0.4876120090484619,2.04776668548584
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,17,1,20,9,False,False,False,False,0.4876120090484619,2.091594934463501
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,18,0,20,6,False,False,False,False,0.4695236384868622,1.9547032117843628
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,18,1,20,3,False,False,False,False,0.33803242444992065,1.8552370071411133
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,19,0,20,6,False,False,False,False,0.45706719160079956,2.3348231315612793
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,19,1,20,4,False,False,False,False,0.4096594452857971,1.5839040279388428
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,20,0,20,1,False,False,False,False,0.20942695438861847,1.8353084325790405
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,20,1,20,5,False,False,False,False,0.4468521177768707,1.6450886726379395
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,21,0,20,1,False,False,False,False,0.21964886784553528,1.8215683698654175
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,21,1,20,4,False,False,False,False,0.41330593824386597,1.5822887420654297
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,22,0,20,9,False,False,False,False,0.5057380795478821,2.360793113708496
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,22,1,20,6,False,False,False,False,0.46083948016166687,1.8828285932540894
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,23,0,20,7,False,False,False,False,0.4941953122615814,1.6621201038360596
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,23,1,20,6,False,False,False,False,0.4780500531196594,1.7148851156234741
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,24,0,20,6,False,False,False,False,0.4707511365413666,1.8554444313049316
development_DiagReachK2_s187_KL_RS,DiagReachK2,KL,RS,187,24,1,20,8,False,False,False,False,0.49606016278266907,1.7341153621673584
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,0,0,20,4,False,False,False,False,0.3804429769515991,2.252372980117798
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,0,1,20,4,False,False,False,False,0.40054211020469666,1.9539366960525513
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,1,0,20,7,False,False,False,False,0.4680463671684265,2.9330673217773438
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,1,1,20,6,False,False,False,False,0.46631696820259094,1.7612600326538086
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,2,0,20,2,False,False,False,False,0.3023454248905182,1.9034441709518433
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,2,1,20,3,False,False,False,False,0.35696470737457275,1.9759602546691895
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,3,0,20,2,False,False,False,False,0.3023454248905182,1.3518705368041992
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,3,1,20,3,False,False,False,False,0.33803242444992065,1.9483553171157837
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,4,0,20,9,False,False,False,False,0.5159058570861816,2.29085636138916
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,4,1,20,2,False,False,False,False,0.29578450322151184,1.4762461185455322
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,5,0,20,2,False,False,False,False,0.309513658285141,1.435721516609192
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,5,1,20,0,True,False,True,False,0.0,1.151611566543579
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,6,0,20,1,False,False,False,False,0.1873171478509903,1.9795401096343994
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,6,1,20,6,False,False,False,False,0.451221764087677,2.205078125
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,7,0,20,8,False,False,False,False,0.4918542206287384,1.8510359525680542
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,7,1,20,3,False,False,False,False,0.3617822825908661,1.603552222251892
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,8,0,20,5,False,False,False,False,0.43214553594589233,2.2151429653167725
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,8,1,20,4,False,False,False,False,0.4054112434387207,1.5430481433868408
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,9,0,20,8,False,False,False,False,0.49582743644714355,2.678471803665161
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,9,1,20,7,False,False,False,False,0.49208882451057434,1.617133617401123
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,10,0,20,3,False,False,False,False,0.3507675230503082,2.093993663787842
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,10,1,20,8,False,False,False,False,0.5071055293083191,1.7203198671340942
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,11,0,20,5,False,False,False,False,0.4216005206108093,2.3762154579162598
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,11,1,20,6,False,False,False,False,0.46358630061149597,1.6560406684875488
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,12,0,20,8,False,False,False,False,0.49466219544410706,2.2218849658966064
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,12,1,20,6,False,False,False,False,0.4565618634223938,1.527809977531433
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,13,0,20,6,False,False,False,False,0.4673059582710266,2.227842330932617
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,13,1,20,4,False,False,False,False,0.4048413932323456,1.8359371423721313
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,14,0,20,5,False,False,False,False,0.4468521177768707,1.596773386001587
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,14,1,20,6,False,False,False,False,0.46433261036872864,2.0332040786743164
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,15,0,20,6,False,False,False,False,0.4512217938899994,2.0940165519714355
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,15,1,20,6,False,False,False,False,0.45453497767448425,1.983401894569397
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,16,0,20,6,False,False,False,False,0.467305988073349,2.36342716217041
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,16,1,20,2,False,False,False,False,0.30310797691345215,1.6493598222732544
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,17,0,20,5,False,False,False,False,0.4429607391357422,2.0562562942504883
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,17,1,20,9,False,False,False,False,0.4830936789512634,1.9483062028884888
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,18,0,20,4,False,False,False,False,0.39356550574302673,2.006045341491699
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,18,1,20,0,True,False,True,False,0.0,1.3590362071990967
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,19,0,20,6,False,False,False,False,0.4650777578353882,2.4329404830932617
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,19,1,20,5,False,False,False,False,0.455802857875824,1.2246006727218628
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,20,0,20,3,False,False,False,False,0.3659061789512634,1.574535608291626
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,20,1,20,5,False,False,False,False,0.4395603537559509,1.6789213418960571
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,21,0,20,4,False,False,False,False,0.40054211020469666,1.7579325437545776
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,21,1,20,5,False,False,False,False,0.44008520245552063,1.530258059501648
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,22,0,20,5,False,False,False,False,0.4496844410896301,1.706066608428955
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,22,1,20,5,False,False,False,False,0.4530088007450104,1.5629215240478516
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,23,0,20,5,False,False,False,False,0.4458177387714386,1.666998028755188
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,23,1,20,5,False,False,False,False,0.4356038272380829,1.4739927053451538
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,24,0,20,6,False,False,False,False,0.46582165360450745,1.667220950126648
development_DiagReachK2_s187_KL_SS,DiagReachK2,KL,SS,187,24,1,20,6,False,False,False,False,0.46853935718536377,1.7001802921295166
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,0,0,20,4,False,False,False,False,0.3804429769515991,2.252372980117798
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,0,1,20,4,False,False,False,False,0.40054211020469666,1.9539366960525513
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,1,0,20,7,False,False,False,False,0.4680463671684265,2.9330673217773438
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,1,1,20,6,False,False,False,False,0.46631696820259094,1.7612600326538086
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,2,0,20,2,False,False,False,False,0.3023454248905182,1.9034441709518433
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,2,1,20,3,False,False,False,False,0.35696470737457275,1.9759602546691895
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,3,0,20,2,False,False,False,False,0.3023454248905182,1.3518705368041992
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,3,1,20,3,False,False,False,False,0.33803242444992065,1.9483553171157837
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,4,0,20,9,False,False,False,False,0.5159058570861816,2.29085636138916
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,4,1,20,2,False,False,False,False,0.29578450322151184,1.4762461185455322
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,5,0,20,2,False,False,False,False,0.309513658285141,1.435721516609192
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,5,1,20,0,True,False,True,False,0.0,1.151611566543579
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,6,0,20,1,False,False,False,False,0.1873171478509903,1.9795401096343994
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,6,1,20,6,False,False,False,False,0.451221764087677,2.205078125
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,7,0,20,8,False,False,False,False,0.4918542206287384,1.8510359525680542
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,7,1,20,3,False,False,False,False,0.3617822825908661,1.603552222251892
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,8,0,20,5,False,False,False,False,0.43214553594589233,2.2151429653167725
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,8,1,20,4,False,False,False,False,0.4054112434387207,1.5430481433868408
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,9,0,20,8,False,False,False,False,0.49582743644714355,2.678471803665161
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,9,1,20,7,False,False,False,False,0.49208882451057434,1.617133617401123
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,10,0,20,3,False,False,False,False,0.3507675230503082,2.093993663787842
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,10,1,20,8,False,False,False,False,0.5071055293083191,1.7203198671340942
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,11,0,20,5,False,False,False,False,0.4216005206108093,2.3762154579162598
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,11,1,20,6,False,False,False,False,0.46358630061149597,1.6560406684875488
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,12,0,20,8,False,False,False,False,0.49466219544410706,2.2218849658966064
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,12,1,20,6,False,False,False,False,0.4565618634223938,1.527809977531433
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,13,0,20,6,False,False,False,False,0.4673059582710266,2.227842330932617
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,13,1,20,4,False,False,False,False,0.4048413932323456,1.8359371423721313
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,14,0,20,5,False,False,False,False,0.4468521177768707,1.596773386001587
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,14,1,20,6,False,False,False,False,0.46433261036872864,2.0332040786743164
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,15,0,20,6,False,False,False,False,0.4512217938899994,2.0940165519714355
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,15,1,20,6,False,False,False,False,0.45453497767448425,1.983401894569397
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,16,0,20,6,False,False,False,False,0.467305988073349,2.36342716217041
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,16,1,20,2,False,False,False,False,0.30310797691345215,1.6493598222732544
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,17,0,20,7,False,False,False,False,0.4876120090484619,2.04776668548584
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,17,1,20,9,False,False,False,False,0.4876120090484619,2.091594934463501
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,18,0,20,6,False,False,False,False,0.4695236384868622,1.9547032117843628
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,18,1,20,3,False,False,False,False,0.33803242444992065,1.8552370071411133
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,19,0,20,6,False,False,False,False,0.45706719160079956,2.3348231315612793
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,19,1,20,4,False,False,False,False,0.4096594452857971,1.5839040279388428
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,20,0,20,1,False,False,False,False,0.20942695438861847,1.8353084325790405
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,20,1,20,5,False,False,False,False,0.4468521177768707,1.6450886726379395
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,21,0,20,1,False,False,False,False,0.21964886784553528,1.8215683698654175
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,21,1,20,4,False,False,False,False,0.41330593824386597,1.5822887420654297
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,22,0,20,9,False,False,False,False,0.5057380795478821,2.360793113708496
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,22,1,20,6,False,False,False,False,0.46083948016166687,1.8828285932540894
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,23,0,20,7,False,False,False,False,0.4941953122615814,1.6621201038360596
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,23,1,20,6,False,False,False,False,0.4780500531196594,1.7148851156234741
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,24,0,20,6,False,False,False,False,0.4707511365413666,1.8554444313049316
development_DiagReachK2_s187_W2_RS,DiagReachK2,W2,RS,187,24,1,20,8,False,False,False,False,0.49606016278266907,1.7341153621673584
development_DiagReachK2_s187_W2_SS,DiagReachK2,W2,SS,187,0,0,20,4,False,False,False,False,0.3804429769515991,2.252372980117798
development_DiagReachK2_s187_W2_SS,DiagReachK2,W2,SS,187,0,1,20,4,False,False,False,False,0.40054211020469666,1.9539366960525513
development_DiagReachK2_s187_W2_SS,DiagReachK2,W2,SS,187,1,0,20,7,False,False,False,False,0.4680463671684265,2.9330673217773438
