job,env,seed,metric,estimator,cycle,actual_steps,phase,episodes,raw_reward,shaped_reward,penalty,joint,any_event,mean_cost,event,excess,cumulative_overbudget_amount
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,17,8640,selection,12,8.457373040163992,8.457373040163992,0.0,1.0,0.0,"[4.981239318847656, 4.302847941716512]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,17,8640,acceptance,8,8.921269815620326,8.921269815620326,0.0,1.0,0.0,"[5.570629239082336, 4.8877458572387695]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,18,9120,exploration,20,7.660275770596927,6.776078341774408,0.8841974288225174,0.45,0.35,"[5.4608074426651, 4.059080192446709]","[0.25, 0.15]","[0.04132847785949707, 0.017382721106211342]",7.04534387588501
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,18,9120,selection,12,8.794369214391347,8.794369214391347,0.0,1.0,0.0,"[5.046861847241719, 4.917745232582092]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,18,9120,acceptance,8,8.886751183404341,8.886751183404341,0.0,1.0,0.0,"[5.442858338356018, 4.858523368835449]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,19,9600,exploration,20,7.600475695673957,7.109908026401534,0.4905676692724228,0.3,0.35,"[5.2443962931633, 4.165887957811355]","[0.25, 0.15]","[0.032888456185658776, 0.019369264443715405]",6.270926475524902
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,19,9600,selection,12,8.992206288885578,8.988803608726963,0.0034026801586151123,0.8333333333333334,0.16666666666666666,"[5.319427053133647, 5.342333952585856]","[0.0, 0.16666666666666666]","[0.0, 0.0006805393430921828]",0.04899883270263672
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,19,9600,acceptance,8,8.961184266824421,8.961184266824421,0.0,1.0,0.0,"[5.507345974445343, 5.174623548984528]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,20,10080,exploration,20,7.699406868678052,7.027327573758084,0.6720792949199677,0.35,0.35,"[5.264466965198517, 4.89123772084713]","[0.2, 0.2]","[0.03137543996175131, 0.022144973278045665]",6.422449588775635
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,20,10080,selection,12,8.891485513444485,8.891485513444485,0.0,1.0,0.0,"[5.1747065782547, 5.268529335657756]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,20,10080,acceptance,8,9.04528523644176,9.04528523644176,0.0,1.0,0.0,"[5.268327176570892, 5.5891295075416565]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,21,10560,exploration,20,7.740197603371927,6.685523231294937,1.0546743720769882,0.2,0.5,"[4.753304499387741, 5.7829905390739444]","[0.2, 0.5]","[0.018092481295267738, 0.08589670260747276]",12.478702068328857
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,21,10560,selection,12,8.784239694576597,8.784239694576597,0.0,1.0,0.0,"[5.046585520108541, 5.330335418383281]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,21,10560,acceptance,8,9.070279779186103,9.070279779186103,0.0,1.0,0.0,"[5.096447229385376, 5.843387842178345]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,22,11040,exploration,20,7.724155831014505,5.5728480246418615,2.1513078063726425,0.2,0.4,"[5.377531772851944, 5.1822498679161075]","[0.35, 0.3]","[0.08695229689280191, 0.05042630831400554]",16.485432624816895
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,22,11040,selection,12,8.644077371782828,8.644077371782828,0.0,1.0,0.0,"[4.717154661814372, 5.22684903939565]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,22,11040,acceptance,8,9.097063936344238,9.097063936344238,0.0,1.0,0.0,"[5.192832946777344, 5.876990914344788]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,23,11520,exploration,20,7.5009646663325835,6.73999078067718,0.7609738856554031,0.25,0.3,"[4.6260936796665195, 5.150426822900772]","[0.15, 0.25]","[0.028836123148600255, 0.04248389005661011]",8.558401584625244
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,23,11520,selection,12,9.192884225215613,9.15721382554978,0.03567039966583252,0.6666666666666666,0.3333333333333333,"[5.533339103062947, 5.743988235791524]","[0.08333333333333333, 0.25]","[0.0012467304865519206, 0.005542986922793924]",0.4888596534729004
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,23,11520,acceptance,8,9.086373027683429,9.086373027683429,0.0,1.0,0.0,"[5.220510721206665, 5.847280025482178]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,24,12000,exploration,20,7.801217589762527,5.928958412494977,1.8722591772675514,0.4,0.45,"[4.754708755016327, 5.285186362266541]","[0.25, 0.3]","[0.05622865756352743, 0.07545167207717897]",15.801639556884766
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,24,12000,selection,12,8.859726677857543,8.859726677857543,0.0,1.0,0.0,"[5.11594021320343, 5.340229153633118]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s186_W2_time_loo,DiagReachK2,186,W2,time_loo,24,12000,acceptance,8,9.094830394830206,9.094830394830206,0.0,1.0,0.0,"[5.305732071399689, 5.864996373653412]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,0,480,exploration,20,6.424785625101068,4.265839304686525,2.158946320414543,0.2,0.4,"[4.442942391335964, 3.6377375394105913]","[0.2, 0.2]","[0.09764036337534586, 0.03919123013814291]",16.419791221618652
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,0,480,selection,12,8.786010592632618,8.783646175715452,0.0023644169171651206,0.9166666666666666,0.08333333333333333,"[5.3882436354955034, 5.055622855822246]","[0.0, 0.08333333333333333]","[0.0, 0.0004728833834330241]",0.034047603607177734
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,0,480,acceptance,8,8.648478863819037,8.648478863819037,0.0,1.0,0.0,"[5.534358382225037, 4.657771348953247]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,1,960,exploration,20,6.555801056822529,3.490008481343975,3.0657925754785538,0.15,0.5,"[4.4289649546146395, 4.746604499220848]","[0.35, 0.25]","[0.1461179812749227, 0.08050454457600911]",27.194703102111816
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,1,960,selection,12,8.072042287551449,8.072042287551449,0.0,0.75,0.0,"[3.9617830912272134, 4.299627025922139]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,1,960,acceptance,8,8.828256523516028,8.828256523516028,0.0,1.0,0.0,"[5.41597855091095, 5.11780047416687]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,2,1440,exploration,20,6.086598573983647,4.740149735272863,1.346448838710785,0.4,0.2,"[3.624995358288288, 3.653246158361435]","[0.1, 0.2]","[0.03341965675354004, 0.06116332610448202]",11.349957942962646
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,2,1440,selection,12,8.468828883154007,8.468828883154007,0.0,1.0,0.0,"[5.283431092898051, 3.9178743163744607]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,2,1440,acceptance,8,8.777402117289602,8.777402117289602,0.0,1.0,0.0,"[5.395580172538757, 5.062754511833191]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,3,1920,exploration,20,6.198908032746404,4.663955049486249,1.5349529832601547,0.15,0.2,"[3.8550437688827515, 3.77466638982296]","[0.1, 0.15]","[0.025561579068501795, 0.06518900791803997]",10.89007043838501
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,3,1920,selection,12,8.590724206195834,8.419327920900349,0.17139628529548645,0.6666666666666666,0.3333333333333333,"[5.767737865447998, 4.598451495170593]","[0.3333333333333333, 0.0]","[0.03401222493913438, 0.0]",2.448880195617676
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,3,1920,acceptance,8,8.758262491226196,8.758262491226196,0.0,1.0,0.0,"[5.486425876617432, 5.183339834213257]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,4,2400,exploration,20,6.612072936766781,5.019485920243897,1.5925870165228844,0.2,0.4,"[4.650010557472706, 4.085372079908848]","[0.4, 0.15]","[0.08612321217854818, 0.03449003696441649]",14.473589897155762
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,4,2400,selection,12,8.746141320975342,8.746141320975342,0.0,1.0,0.0,"[4.984237949053447, 4.484604875246684]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,4,2400,acceptance,8,8.766984592727386,8.766984592727386,0.0,1.0,0.0,"[5.509927988052368, 4.571727156639099]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,5,2880,exploration,20,6.420155874411575,6.313886306206696,0.10626956820487976,0.45,0.1,"[4.007914018630982, 3.028871999680996]","[0.1, 0.0]","[0.013873847325642896, 0.0]",1.6648616790771484
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,5,2880,selection,12,9.006676872245349,9.006676872245349,0.0,1.0,0.0,"[5.656007448832194, 4.969259858131409]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,5,2880,acceptance,8,9.038397872785573,9.021855199674611,0.016542673110961914,0.875,0.125,"[5.608110189437866, 5.012979209423065]","[0.0, 0.125]","[0.0, 0.003308534622192383]",0.15880966186523438
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,6,3360,exploration,20,5.947350321732229,4.888837201915449,1.05851311981678,0.2,0.4,"[4.83602919280529, 2.9132240414619446]","[0.4, 0.1]","[0.08847074508666991, 0.010074734687805176]",11.825457572937012
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,6,3360,selection,12,8.809025750494524,8.808616067902767,0.0004096825917561849,0.9166666666666666,0.08333333333333333,"[4.957173188527425, 4.668885548909505]","[0.0, 0.08333333333333333]","[0.0, 8.193651835123698e-05]",0.0058994293212890625
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,6,3360,acceptance,8,8.788026940682903,8.788026940682903,0.0,1.0,0.0,"[5.570267677307129, 4.181390166282654]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,7,3840,exploration,20,5.553761738017203,4.434902968481184,1.1188587695360184,0.2,0.3,"[4.294261175394058, 2.057952435314655]","[0.25, 0.05]","[0.04793018102645874, 0.035119271278381346]",9.96593427658081
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,7,3840,selection,12,8.641865695023442,8.633784596625869,0.008081098397572836,0.8333333333333334,0.16666666666666666,"[5.733910838762919, 3.7786575754483542]","[0.16666666666666666, 0.0]","[0.0016162196795145671, 0.0]",0.11636781692504883
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,7,3840,acceptance,8,8.827532394800802,8.827532394800802,0.0,1.0,0.0,"[5.674486756324768, 4.148334175348282]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,8,4320,exploration,20,6.571200754541205,4.212002124685095,2.3591986298561096,0.25,0.45,"[5.63496510386467, 3.144568461179733]","[0.45, 0.05]","[0.17889428138732916, 0.001354217529296875]",21.629819869995117
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,8,4320,selection,12,8.60174928811651,8.60174928811651,0.0,1.0,0.0,"[4.943149288495381, 4.234719177087148]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,8,4320,acceptance,8,8.906782969343476,8.906782969343476,0.0,1.0,0.0,"[5.690321683883667, 4.195232272148132]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,9,4800,exploration,20,6.235428643263877,5.381958153881133,0.8534704893827438,0.15,0.35,"[4.727136778831482, 2.9539045214653017]","[0.3, 0.05]","[0.06922119855880736, 0.011036626497904456]",9.63093900680542
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,9,4800,selection,12,9.107194518204778,8.782220060781887,0.32497445742289227,0.5833333333333334,0.4166666666666667,"[5.883267879486084, 5.312457084655762]","[0.4166666666666667, 0.3333333333333333]","[0.04292330476972791, 0.009092112382253012]",3.745110034942627
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,9,4800,acceptance,8,8.881130874052179,8.881130874052179,0.0,1.0,0.0,"[5.3372079730033875, 4.812937915325165]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,10,5280,exploration,20,6.868551105105145,4.562266938232642,2.3062841668725014,0.3,0.35,"[4.299217385053635, 4.456435859203339]","[0.15, 0.3]","[0.05523180166880289, 0.07151169776916504]",15.209219932556152
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,10,5280,selection,12,8.623240179755035,8.623240179755035,0.0,1.0,0.0,"[4.2933099667231245, 4.969857573509216]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,10,5280,acceptance,8,9.014206766476853,9.014206766476853,0.0,1.0,0.0,"[5.091633558273315, 5.679647326469421]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,11,5760,exploration,20,6.652776695538779,5.038135207940359,1.6146414875984192,0.05,0.5,"[4.924921837449074, 3.8090065747499464]","[0.4, 0.15]","[0.10798205137252807, 0.0280332088470459]",16.321831226348877
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,11,5760,selection,12,8.808244610876622,8.8052782863883,0.00296632448832194,0.8333333333333334,0.16666666666666666,"[4.2841605345408125, 5.729150215784709]","[0.0, 0.16666666666666666]","[0.0, 0.0005932648976643881]",0.04271507263183594
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,11,5760,acceptance,8,8.985002638422884,8.985002638422884,0.0,1.0,0.0,"[5.0959084033966064, 5.444080471992493]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,12,6240,exploration,20,7.529287216028898,4.192283008954256,3.337004207074642,0.3,0.55,"[5.5030684769153595, 5.24977506250143]","[0.35, 0.3]","[0.10842762390772502, 0.0761470119158427]",22.148956298828125
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,12,6240,selection,12,8.580258279855721,8.580258279855721,0.0,1.0,0.0,"[4.272190709908803, 5.050116260846456]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,12,6240,acceptance,8,8.983697244059295,8.983697244059295,0.0,1.0,0.0,"[5.1230149269104, 5.554795503616333]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,13,6720,exploration,20,6.5553780122310865,5.318336628249382,1.2370413839817047,0.15,0.35,"[4.570823833346367, 4.196896922588349]","[0.2, 0.2]","[0.06536452372868856, 0.045465362071990964]",13.299586296081543
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,13,6720,selection,12,8.758122568076944,8.758122568076944,0.0,1.0,0.0,"[4.651837666829427, 4.973480582237244]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,13,6720,acceptance,8,8.997649739752525,8.997649739752525,0.0,1.0,0.0,"[5.015089392662048, 5.562498092651367]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,14,7200,exploration,20,6.753080105648261,5.292309737072211,1.4607703685760498,0.15,0.55,"[4.49536070227623, 4.755694890022278]","[0.25, 0.3]","[0.03080170154571533, 0.09274324576059977]",14.825393676757812
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,14,7200,selection,12,8.951185051720435,8.951185051720435,0.0,1.0,0.0,"[5.405713280042012, 5.133561333020528]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,14,7200,acceptance,8,9.046249807247658,9.046249807247658,0.0,1.0,0.0,"[5.276181876659393, 5.237837433815002]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,15,7680,exploration,20,6.597653450728394,5.862874390841462,0.7347790598869324,0.2,0.35,"[4.329955077171325, 3.359967476129532]","[0.3, 0.1]","[0.054993621508280445, 0.016345059871673583]",8.560641765594482
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,15,7680,selection,12,9.26282809258361,9.251404763071333,0.011423329512278238,0.8333333333333334,0.16666666666666666,"[5.574735879898071, 5.456758777300517]","[0.0, 0.16666666666666666]","[0.0, 0.0021445155143737793]",0.1544051170349121
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,15,7680,acceptance,8,9.112774050078587,9.112774050078587,0.0,1.0,0.0,"[5.418902039527893, 5.224533319473267]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,16,8160,exploration,20,7.508610841330375,5.246203434165801,2.2624074071645737,0.3,0.35,"[4.982152163982391, 5.142749130725861]","[0.2, 0.25]","[0.06481436491012574, 0.09013266960779825]",18.59364414215088
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,16,8160,selection,12,8.647635932861402,8.647635932861402,0.0,1.0,0.0,"[4.56696097056071, 4.8240013519922895]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,16,8160,acceptance,8,9.230882395341178,9.230882395341178,0.0,1.0,0.0,"[5.270458459854126, 5.397952318191528]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,17,8640,exploration,20,7.297364877602087,6.27730857028626,1.0200563073158264,0.2,0.5,"[4.340904378890992, 5.176474183797836]","[0.15, 0.35]","[0.00904897848765055, 0.06425484816233316]",8.796459197998047
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,17,8640,selection,12,9.002197442441238,8.994422811258886,0.007774631182352702,0.8333333333333334,0.16666666666666666,"[5.453166246414185, 4.8652031024297075]","[0.16666666666666666, 0.0]","[0.0015549262364705403, 0.0]",0.1119546890258789
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,17,8640,acceptance,8,9.219365687837126,9.219365687837126,0.0,1.0,0.0,"[5.3165363073349, 5.497778654098511]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,18,9120,exploration,20,6.965732048336649,5.884392584745074,1.0813394635915756,0.2,0.45,"[4.602994757890701, 4.326008930802345]","[0.25, 0.25]","[0.03638584613800048, 0.05364364385604857]",10.803538799285889
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,18,9120,selection,12,8.518475363115158,8.518475363115158,0.0,0.8333333333333334,0.0,"[4.520320316155751, 4.752998928229014]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,18,9120,acceptance,8,9.195624488929752,9.195624488929752,0.0,1.0,0.0,"[5.198105454444885, 5.409559965133667]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,19,9600,exploration,20,7.171718424945139,5.334493196397089,1.83722522854805,0.25,0.5,"[5.247394144535065, 4.413848900794983]","[0.3, 0.3]","[0.09265299240748086, 0.030258154869079602]",14.749337673187256
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,19,9600,selection,12,8.773004639272934,8.773004639272934,0.0,1.0,0.0,"[4.84103536605835, 5.000430663426717]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,19,9600,acceptance,8,9.19930340067367,9.19930340067367,0.0,1.0,0.0,"[5.3499239683151245, 5.525922060012817]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,20,10080,exploration,20,7.685292306444607,3.9100725456094367,3.7752197608351707,0.2,0.6,"[5.038938248157502, 5.6460495591163635]","[0.3, 0.45]","[0.09622584978739421, 0.12042801380157471]",25.99846363067627
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,20,10080,selection,12,8.505060819363191,8.505060819363191,0.0,1.0,0.0,"[4.600510736306508, 4.332885404427846]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,20,10080,acceptance,8,9.20128209334216,9.20128209334216,0.0,1.0,0.0,"[5.271893620491028, 5.449878215789795]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,21,10560,exploration,20,7.295837709775077,5.8636188750172735,1.4322188347578049,0.3,0.4,"[5.338462322950363, 4.073447832465172]","[0.35, 0.15]","[0.0907217542330424, 0.016282530625661217]",12.840514183044434
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,21,10560,selection,12,8.751681166304298,8.751681166304298,0.0,1.0,0.0,"[4.563361247380574, 5.334283192952474]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,21,10560,acceptance,8,9.22573459384148,9.22573459384148,0.0,1.0,0.0,"[5.209933876991272, 5.472419261932373]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,22,11040,exploration,20,7.246759576264303,5.4952773428591914,1.7514822334051132,0.1,0.65,"[5.314410823583603, 4.040997257828712]","[0.5, 0.2]","[0.1334498604138692, 0.008295540014902746]",17.009448051452637
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,22,11040,selection,12,8.832464294194748,8.832464294194748,0.0,1.0,0.0,"[4.525928099950154, 5.486578941345215]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,22,11040,acceptance,8,9.215054635464913,9.215054635464913,0.0,1.0,0.0,"[5.05504298210144, 5.58604633808136]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,23,11520,exploration,20,7.270321215922012,4.055268231267109,3.2150529846549034,0.2,0.6,"[4.519727647304535, 5.726538264751435]","[0.25, 0.45]","[0.04553044637044271, 0.1505042314529419]",23.524161338806152
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,23,11520,selection,12,8.850739499205217,8.850739499205217,0.0,1.0,0.0,"[4.793149828910828, 4.656713684399922]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,23,11520,acceptance,8,9.276597491587747,9.276597491587747,0.0,1.0,0.0,"[4.774111270904541, 5.732456088066101]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,24,12000,exploration,20,7.3630614324612536,6.651186381201259,0.7118750512599945,0.4,0.35,"[4.371568495035172, 4.969093978404999]","[0.1, 0.25]","[0.0035634557406107547, 0.046752985318501784]",6.037972927093506
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,24,12000,selection,12,9.110398698351249,9.046063679954871,0.06433501839637756,0.6666666666666666,0.3333333333333333,"[5.460135420163472, 4.972136934598287]","[0.3333333333333333, 0.0]","[0.012866993745168032, 0.0]",0.9264235496520996
development_DiagReachK2_s187_KL_cf_state,DiagReachK2,187,KL,cf_state,24,12000,acceptance,8,9.289484486362198,9.289484486362198,0.0,1.0,0.0,"[4.945409178733826, 5.804707169532776]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_time_loo,DiagReachK2,187,KL,time_loo,0,480,exploration,20,6.424785625101068,4.265839304686525,2.158946320414543,0.2,0.4,"[4.442942391335964, 3.6377375394105913]","[0.2, 0.2]","[0.09764036337534586, 0.03919123013814291]",16.419791221618652
development_DiagReachK2_s187_KL_time_loo,DiagReachK2,187,KL,time_loo,0,480,selection,12,8.688351011528479,8.685986594611313,0.0023644169171651206,0.9166666666666666,0.08333333333333333,"[5.135416070620219, 4.730741858482361]","[0.0, 0.08333333333333333]","[0.0, 0.0004728833834330241]",0.034047603607177734
development_DiagReachK2_s187_KL_time_loo,DiagReachK2,187,KL,time_loo,0,480,acceptance,8,8.527310009743088,8.527310009743088,0.0,1.0,0.0,"[5.57823634147644, 4.221619129180908]","[0.0, 0.0]","[0.0, 0.0]",0.0
development_DiagReachK2_s187_KL_time_loo,DiagReachK2,187,KL,time_loo,1,960,exploration,20,6.317209709535819,3.1650437899935056,3.1521659195423126,0.15,0.55,"[4.43487134128809, 4.425499394536018]","[0.35, 0.3]","[0.16576640208562216, 0.06015518506368002]",27.11059045791626
development_DiagReachK2_s187_KL_time_loo,DiagReachK2,187,KL,time_loo,1,960,selection,12,7.944027221874179,7.944027221874179,0.0,0.6666666666666666,0.0,"[3.8481640021006265, 4.188018123308818]","[0.0, 0.0]","[0.0, 0.0]",0.0
