id,task,arm,seed,host,status,live,observed_steps,progress_age_seconds,training_reward,training_cost,reward_mean,cost_mean,final_artifact_audit
Safety6x1HalfCheetahVelocity-v0__macpo__s2,make_ma:HalfCheetah:6x1,macpo,2,aliyun,pending,False,0,,,,,,
Safety3x1HopperVelocity-v0__macpo__s2,make_ma:Hopper:3x1,macpo,2,aliyun,pending,False,0,,,,,,
Safety9|8HumanoidVelocity-v0__macpo__s2,make_ma:Humanoid:9|8,macpo,2,aliyun,pending,False,0,,,,,,
Safety2x1SwimmerVelocity-v0__macpo__s2,make_ma:Swimmer:2x1,macpo,2,aliyun,pending,False,0,,,,,,
Safety2x3Walker2dVelocity-v0__macpo__s2,make_ma:Walker2d:2x3,macpo,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal0-v0__safeot_eps0__s2,SafetyAntMultiGoal0-v0,safeot_eps0,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal1-v0__safeot_eps0__s2,SafetyAntMultiGoal1-v0,safeot_eps0,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal2-v0__safeot_eps0__s2,SafetyAntMultiGoal2-v0,safeot_eps0,2,aliyun,pending,False,0,,,,,,
SafetyCarMultiGoal0-v0__safeot_eps0__s2,SafetyCarMultiGoal0-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyCarMultiGoal1-v0__safeot_eps0__s2,SafetyCarMultiGoal1-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyCarMultiGoal2-v0__safeot_eps0__s2,SafetyCarMultiGoal2-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal0-v0__safeot_eps0__s2,SafetyDoggoMultiGoal0-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal1-v0__safeot_eps0__s2,SafetyDoggoMultiGoal1-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal2-v0__safeot_eps0__s2,SafetyDoggoMultiGoal2-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyPointMultiGoal0-v0__safeot_eps0__s2,SafetyPointMultiGoal0-v0,safeot_eps0,2,aliyun,pending,False,0,,,,,,
SafetyPointMultiGoal1-v0__safeot_eps0__s2,SafetyPointMultiGoal1-v0,safeot_eps0,2,aliyun,pending,False,0,,,,,,
SafetyPointMultiGoal2-v0__safeot_eps0__s2,SafetyPointMultiGoal2-v0,safeot_eps0,2,aliyun,pending,False,0,,,,,,
SafetyRacecarMultiGoal0-v0__safeot_eps0__s2,SafetyRacecarMultiGoal0-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyRacecarMultiGoal1-v0__safeot_eps0__s2,SafetyRacecarMultiGoal1-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyRacecarMultiGoal2-v0__safeot_eps0__s2,SafetyRacecarMultiGoal2-v0,safeot_eps0,2,aliyun,blocked_environment_preflight,False,0,,,,,,
Safety2x4AntVelocity-v0__safeot_eps0__s2,make_ma:Ant:2x4,safeot_eps0,2,aliyun,pending,False,0,,,,,,
Safety4x2AntVelocity-v0__safeot_eps0__s2,make_ma:Ant:4x2,safeot_eps0,2,aliyun,pending,False,0,,,,,,
Safety2x3HalfCheetahVelocity-v0__safeot_eps0__s2,make_ma:HalfCheetah:2x3,safeot_eps0,2,aliyun,pending,False,0,,,,,,
Safety6x1HalfCheetahVelocity-v0__safeot_eps0__s2,make_ma:HalfCheetah:6x1,safeot_eps0,2,aliyun,pending,False,0,,,,,,
Safety3x1HopperVelocity-v0__safeot_eps0__s2,make_ma:Hopper:3x1,safeot_eps0,2,aliyun,pending,False,0,,,,,,
Safety9|8HumanoidVelocity-v0__safeot_eps0__s2,make_ma:Humanoid:9|8,safeot_eps0,2,aliyun,pending,False,0,,,,,,
Safety2x1SwimmerVelocity-v0__safeot_eps0__s2,make_ma:Swimmer:2x1,safeot_eps0,2,aliyun,pending,False,0,,,,,,
Safety2x3Walker2dVelocity-v0__safeot_eps0__s2,make_ma:Walker2d:2x3,safeot_eps0,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal0-v0__safeot_eps0.1__s2,SafetyAntMultiGoal0-v0,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal1-v0__safeot_eps0.1__s2,SafetyAntMultiGoal1-v0,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal2-v0__safeot_eps0.1__s2,SafetyAntMultiGoal2-v0,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
SafetyCarMultiGoal0-v0__safeot_eps0.1__s2,SafetyCarMultiGoal0-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyCarMultiGoal1-v0__safeot_eps0.1__s2,SafetyCarMultiGoal1-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyCarMultiGoal2-v0__safeot_eps0.1__s2,SafetyCarMultiGoal2-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal0-v0__safeot_eps0.1__s2,SafetyDoggoMultiGoal0-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal1-v0__safeot_eps0.1__s2,SafetyDoggoMultiGoal1-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal2-v0__safeot_eps0.1__s2,SafetyDoggoMultiGoal2-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyPointMultiGoal0-v0__safeot_eps0.1__s2,SafetyPointMultiGoal0-v0,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
SafetyPointMultiGoal1-v0__safeot_eps0.1__s2,SafetyPointMultiGoal1-v0,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
SafetyPointMultiGoal2-v0__safeot_eps0.1__s2,SafetyPointMultiGoal2-v0,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
SafetyRacecarMultiGoal0-v0__safeot_eps0.1__s2,SafetyRacecarMultiGoal0-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyRacecarMultiGoal1-v0__safeot_eps0.1__s2,SafetyRacecarMultiGoal1-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyRacecarMultiGoal2-v0__safeot_eps0.1__s2,SafetyRacecarMultiGoal2-v0,safeot_eps0.1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
Safety2x4AntVelocity-v0__safeot_eps0.1__s2,make_ma:Ant:2x4,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
Safety4x2AntVelocity-v0__safeot_eps0.1__s2,make_ma:Ant:4x2,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
Safety2x3HalfCheetahVelocity-v0__safeot_eps0.1__s2,make_ma:HalfCheetah:2x3,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
Safety6x1HalfCheetahVelocity-v0__safeot_eps0.1__s2,make_ma:HalfCheetah:6x1,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
Safety3x1HopperVelocity-v0__safeot_eps0.1__s2,make_ma:Hopper:3x1,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
Safety9|8HumanoidVelocity-v0__safeot_eps0.1__s2,make_ma:Humanoid:9|8,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
Safety2x1SwimmerVelocity-v0__safeot_eps0.1__s2,make_ma:Swimmer:2x1,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
Safety2x3Walker2dVelocity-v0__safeot_eps0.1__s2,make_ma:Walker2d:2x3,safeot_eps0.1,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal0-v0__safeot_eps1__s2,SafetyAntMultiGoal0-v0,safeot_eps1,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal1-v0__safeot_eps1__s2,SafetyAntMultiGoal1-v0,safeot_eps1,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal2-v0__safeot_eps1__s2,SafetyAntMultiGoal2-v0,safeot_eps1,2,aliyun,pending,False,0,,,,,,
SafetyCarMultiGoal0-v0__safeot_eps1__s2,SafetyCarMultiGoal0-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyCarMultiGoal1-v0__safeot_eps1__s2,SafetyCarMultiGoal1-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyCarMultiGoal2-v0__safeot_eps1__s2,SafetyCarMultiGoal2-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal0-v0__safeot_eps1__s2,SafetyDoggoMultiGoal0-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal1-v0__safeot_eps1__s2,SafetyDoggoMultiGoal1-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal2-v0__safeot_eps1__s2,SafetyDoggoMultiGoal2-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyPointMultiGoal0-v0__safeot_eps1__s2,SafetyPointMultiGoal0-v0,safeot_eps1,2,aliyun,pending,False,0,,,,,,
SafetyPointMultiGoal1-v0__safeot_eps1__s2,SafetyPointMultiGoal1-v0,safeot_eps1,2,aliyun,pending,False,0,,,,,,
SafetyPointMultiGoal2-v0__safeot_eps1__s2,SafetyPointMultiGoal2-v0,safeot_eps1,2,aliyun,pending,False,0,,,,,,
SafetyRacecarMultiGoal0-v0__safeot_eps1__s2,SafetyRacecarMultiGoal0-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyRacecarMultiGoal1-v0__safeot_eps1__s2,SafetyRacecarMultiGoal1-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyRacecarMultiGoal2-v0__safeot_eps1__s2,SafetyRacecarMultiGoal2-v0,safeot_eps1,2,aliyun,blocked_environment_preflight,False,0,,,,,,
Safety2x4AntVelocity-v0__safeot_eps1__s2,make_ma:Ant:2x4,safeot_eps1,2,aliyun,pending,False,0,,,,,,
Safety4x2AntVelocity-v0__safeot_eps1__s2,make_ma:Ant:4x2,safeot_eps1,2,aliyun,pending,False,0,,,,,,
Safety2x3HalfCheetahVelocity-v0__safeot_eps1__s2,make_ma:HalfCheetah:2x3,safeot_eps1,2,aliyun,pending,False,0,,,,,,
Safety6x1HalfCheetahVelocity-v0__safeot_eps1__s2,make_ma:HalfCheetah:6x1,safeot_eps1,2,aliyun,pending,False,0,,,,,,
Safety3x1HopperVelocity-v0__safeot_eps1__s2,make_ma:Hopper:3x1,safeot_eps1,2,aliyun,pending,False,0,,,,,,
Safety9|8HumanoidVelocity-v0__safeot_eps1__s2,make_ma:Humanoid:9|8,safeot_eps1,2,aliyun,pending,False,0,,,,,,
Safety2x1SwimmerVelocity-v0__safeot_eps1__s2,make_ma:Swimmer:2x1,safeot_eps1,2,aliyun,pending,False,0,,,,,,
Safety2x3Walker2dVelocity-v0__safeot_eps1__s2,make_ma:Walker2d:2x3,safeot_eps1,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal0-v0__safeot_eps3__s2,SafetyAntMultiGoal0-v0,safeot_eps3,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal1-v0__safeot_eps3__s2,SafetyAntMultiGoal1-v0,safeot_eps3,2,aliyun,pending,False,0,,,,,,
SafetyAntMultiGoal2-v0__safeot_eps3__s2,SafetyAntMultiGoal2-v0,safeot_eps3,2,aliyun,pending,False,0,,,,,,
SafetyCarMultiGoal0-v0__safeot_eps3__s2,SafetyCarMultiGoal0-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyCarMultiGoal1-v0__safeot_eps3__s2,SafetyCarMultiGoal1-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyCarMultiGoal2-v0__safeot_eps3__s2,SafetyCarMultiGoal2-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal0-v0__safeot_eps3__s2,SafetyDoggoMultiGoal0-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal1-v0__safeot_eps3__s2,SafetyDoggoMultiGoal1-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyDoggoMultiGoal2-v0__safeot_eps3__s2,SafetyDoggoMultiGoal2-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyPointMultiGoal0-v0__safeot_eps3__s2,SafetyPointMultiGoal0-v0,safeot_eps3,2,aliyun,pending,False,0,,,,,,
SafetyPointMultiGoal1-v0__safeot_eps3__s2,SafetyPointMultiGoal1-v0,safeot_eps3,2,aliyun,pending,False,0,,,,,,
SafetyPointMultiGoal2-v0__safeot_eps3__s2,SafetyPointMultiGoal2-v0,safeot_eps3,2,aliyun,pending,False,0,,,,,,
SafetyRacecarMultiGoal0-v0__safeot_eps3__s2,SafetyRacecarMultiGoal0-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyRacecarMultiGoal1-v0__safeot_eps3__s2,SafetyRacecarMultiGoal1-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
SafetyRacecarMultiGoal2-v0__safeot_eps3__s2,SafetyRacecarMultiGoal2-v0,safeot_eps3,2,aliyun,blocked_environment_preflight,False,0,,,,,,
Safety2x4AntVelocity-v0__safeot_eps3__s2,make_ma:Ant:2x4,safeot_eps3,2,aliyun,pending,False,0,,,,,,
Safety4x2AntVelocity-v0__safeot_eps3__s2,make_ma:Ant:4x2,safeot_eps3,2,aliyun,pending,False,0,,,,,,
Safety2x3HalfCheetahVelocity-v0__safeot_eps3__s2,make_ma:HalfCheetah:2x3,safeot_eps3,2,aliyun,pending,False,0,,,,,,
Safety6x1HalfCheetahVelocity-v0__safeot_eps3__s2,make_ma:HalfCheetah:6x1,safeot_eps3,2,aliyun,pending,False,0,,,,,,
Safety3x1HopperVelocity-v0__safeot_eps3__s2,make_ma:Hopper:3x1,safeot_eps3,2,aliyun,pending,False,0,,,,,,
Safety9|8HumanoidVelocity-v0__safeot_eps3__s2,make_ma:Humanoid:9|8,safeot_eps3,2,aliyun,pending,False,0,,,,,,
Safety2x1SwimmerVelocity-v0__safeot_eps3__s2,make_ma:Swimmer:2x1,safeot_eps3,2,aliyun,pending,False,0,,,,,,
Safety2x3Walker2dVelocity-v0__safeot_eps3__s2,make_ma:Walker2d:2x3,safeot_eps3,2,aliyun,pending,False,0,,,,,,
