env,seed,cycle,anchor,kernel,raw_reward,shaped_reward,penalty,joint,success,any_event,cost_mean,event,excess
DiagReachK2,186,18,8,det_rawW2,9.218711320306465,8.742142653088376,0.4765686672180891,0.0,1.0,1.0,"[6.202062502503395, 6.339491851627827]","[0.953125, 1.0]","[0.03388581424951553, 0.05658197527130446]"
DiagReachK2,187,6,11,sample_old,7.00750158187093,3.832189964783356,3.175311617087573,0.1875,0.34375,0.5625,"[5.353351533878595, 4.427783909253776]","[0.359375, 0.28125]","[0.15288369481762254, 0.06282042339444162]"
DiagReachK2,187,6,11,sample_shapedKL,6.823584253442277,4.716736671988656,2.1068475814536214,0.234375,0.359375,0.390625,"[4.812608581036329, 4.233267907984555]","[0.25, 0.203125]","[0.10215236494938533, 0.052479345351457596]"
DiagReachK2,187,6,11,sample_shapedW2,6.913952417218752,4.638376030618019,2.275576386600733,0.234375,0.34375,0.421875,"[4.92049819463864, 4.3603201187215745]","[0.28125, 0.21875]","[0.10668770720561345, 0.056905586272478104]"
DiagReachK2,187,6,11,sample_rawKL,7.316545339374335,3.534926344247998,3.781618995126337,0.140625,0.375,0.640625,"[5.713865272235125, 4.856140919029713]","[0.390625, 0.34375]","[0.17255515108505884, 0.08163542921344438]"
DiagReachK2,187,6,11,sample_rawW2,7.32359969740191,3.4059059967605165,3.9176937006413937,0.125,0.34375,0.625,"[5.82362200692296, 4.804988896474242]","[0.40625, 0.3125]","[0.18219728767871857, 0.07887878268957138]"
DiagReachK2,187,6,11,det_old,8.995967630614176,8.99562956051959,0.0003380700945854187,0.984375,1.0,0.015625,"[5.534303314983845, 5.375913552939892]","[0.015625, 0.0]","[6.761401891708374e-05, 0.0]"
DiagReachK2,187,6,11,det_shapedKL,8.768289372061552,8.768289372061552,0.0,1.0,1.0,0.0,"[4.761199474334717, 4.947928927838802]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,6,11,det_shapedW2,8.86230508043518,8.86230508043518,0.0,1.0,1.0,0.0,"[4.96426659822464, 5.205344319343567]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,6,11,det_rawKL,9.083658686943817,8.637371484294999,0.4462872026488185,0.0,1.0,1.0,"[6.2688358053565025, 6.1691616252064705]","[0.90625, 0.953125]","[0.04620219518740973, 0.028710188965002707]"
DiagReachK2,187,6,11,det_rawW2,9.047514441778185,8.55522524973494,0.49228919204324484,0.0,1.0,1.0,"[6.474050007760525, 6.042411617934704]","[0.984375, 0.640625]","[0.07910079633196193, 0.012116496761639915]"
DiagReachK2,187,18,13,sample_old,6.809095603105379,5.723717503872467,1.085378099232912,0.21875,0.359375,0.296875,"[4.387493742629886, 3.9679965348914266]","[0.265625, 0.09375]","[0.06983679408828417, 0.012865550816059113]"
DiagReachK2,187,18,13,sample_shapedKL,6.806671327407912,5.9433607048908925,0.8633106225170195,0.265625,0.375,0.28125,"[4.2847757251001894, 3.9554697340354323]","[0.25, 0.078125]","[0.05713827659686406, 0.012538962066173557]"
DiagReachK2,187,18,13,sample_shapedW2,6.832786826302072,5.954942549464067,0.8778442768380046,0.296875,0.40625,0.28125,"[4.325684030074626, 3.970171643886715]","[0.25, 0.078125]","[0.05848544463515282, 0.012574532379706703]"
DiagReachK2,187,18,13,sample_rawKL,7.077116212039437,5.705949561833586,1.3711666502058506,0.265625,0.421875,0.375,"[5.010004678275436, 3.8525582845322788]","[0.34375, 0.09375]","[0.09229610363642375, 0.010914878298838929]"
