suite,method,progress_pct,n_tasks,n_seeds_total,cost_over_budget_q25,cost_over_budget_median,cost_over_budget_q75,normalized_return_q25,normalized_return_median,normalized_return_q75
SafePO,SafeOT-Dual,16.0,10,75,0.45575120065677677,1.1784528571428572,1.7083608333333336,0.1076200590225213,0.2422087245993233,0.30919742408365725
SafePO,SafeOT-Dual,17.0,10,75,0.3790166355027159,1.2363107142857142,1.6318295833333334,0.12300344247574821,0.24206554674216313,0.31883577341454383
SafePO,SafeOT-Dual,18.0,10,75,0.3858718567783348,1.3086907142857143,1.5984062500000003,0.14281437325235627,0.2303846466630581,0.3368101271344357
SafePO,SafeOT-Dual,19.0,10,75,0.4129369021914248,1.3958371428571428,1.72323125,0.15713010263009833,0.22274891029220686,0.3472783263763773
SafePO,SafeOT-Dual,20.0,10,75,0.5821834093365432,1.3067939285714285,1.6302666666666665,0.16843205945177547,0.22589780411464455,0.3539447081810581
SafePO,SafeOT-Dual,21.0,10,75,0.8190595779011363,1.1276578571428573,1.6485941666666666,0.1810784680783346,0.23900930881046184,0.3613520971723968
SafePO,SafeOT-Dual,22.0,10,75,0.9276464941051857,1.1791321716373568,1.633546666666667,0.19191360029670848,0.25680022379626716,0.33428242748993225
SafePO,SafeOT-Dual,23.0,10,75,1.0336373214285715,1.237126811721341,1.6129112500000002,0.19711221368172682,0.2632948721702736,0.2998753630305664
SafePO,SafeOT-Dual,24.0,10,75,1.0517953571428573,1.3856866809137935,1.513195405844156,0.20469215205784888,0.28410718183208505,0.30818964030892754
SafePO,SafeOT-Dual,25.0,10,75,1.0024944642857143,1.4181966666666668,1.4392689703994517,0.20852970083822672,0.2931646336348261,0.32646068719328325
SafePO,SafeOT-Dual,26.0,10,75,1.0301710714285714,1.2845230439941062,1.4561666666666666,0.20517716052041632,0.29696593947277194,0.37695589744589586
SafePO,SafeOT-Dual,27.0,10,75,1.0214994642857143,1.1954917704736343,1.4503100000000002,0.20358707791824668,0.3054059652461527,0.39345388253045654
SafePO,SafeOT-Dual,28.0,10,75,0.9613342857142856,1.1640317391304347,1.3821494998875044,0.20996190710295642,0.31663632022479576,0.4056455156324147
SafePO,SafeOT-Dual,29.0,10,75,1.0179385714285716,1.2131057246376813,1.470997447651494,0.22288334131452336,0.29634573782838236,0.4108428567357671
SafePO,SafeOT-Dual,30.0,10,75,1.0769207142857142,1.3131538852813853,1.479652407074706,0.23394692597426203,0.2841520319439741,0.4197161216005701
SafePO,SafeOT-Dual,31.0,10,75,1.0336952380952382,1.3962225,1.5556081968944193,0.2531661941626314,0.29741083998087814,0.4253662481075382
SafePO,SafeOT-Dual,32.0,10,75,1.0334271428571429,1.3480149219565152,1.3988048051948052,0.2687683226707824,0.3445182561100906,0.4390038010577031
SafePO,SafeOT-Dual,33.0,10,75,1.0913182142857143,1.1470495779220782,1.3384341551011167,0.2821593393501046,0.3542614464239716,0.4832678860953225
SafePO,SafeOT-Dual,34.0,10,75,1.0288418873517786,1.2654449698896357,1.422425,0.2601379563544297,0.35396764984421347,0.5009368379728274
SafePO,SafeOT-Dual,35.0,10,75,1.160362357017982,1.3743769170667341,1.43836125,0.2623179816672864,0.3632392423976538,0.49115245201859614
SafePO,SafeOT-Dual,36.0,10,75,1.2179989285714288,1.3807533333333333,1.4492849109453703,0.2525722773091525,0.3744817394530143,0.4933383096246825
SafePO,SafeOT-Dual,37.0,10,75,1.1259283333333332,1.395466618984745,1.485953181818182,0.2621191562889139,0.3792911848443338,0.4880423482572601
